Samples	ID83A	ID83B
V1	92	232
V2	230	156
V3	279	192
V4	177	62
V5	145	83
V6	137	59
V7	114	100
V8	45	151
V9	46	322
V10	232	128
V11	95	14
V12	100	110
V13	115	0
V14	177	26
V15	97	195
V16	128	102
V17	94	37
V18	126	318
V19	0	239
V20	169	49
V21	10	403
V22	501	227
V23	238	58
V24	32	380
V25	237	88
V26	120	35
V27	144	88
V28	131	254
V29	437	49
V30	118	229
V31	88	7
V32	135	13
V33	84	151
V34	126	15
V35	77	123
V36	91	127
V37	587	251
V38	0	195
V39	95	92
V40	218	72
V41	399	116
V42	231	0
V43	191	185
V44	8	225
V45	323	0
V46	362	29
V47	337	59
V48	294	9
V49	304	44
V50	47	30
V51	477	397
V52	192	268
V53	0	429
V54	49	314
V55	74	160
V56	113	13
V57	371	238
V58	39	418
V59	242	39
V60	196	45
V61	214	540
V62	101	2
V63	251	117
V64	30	56
V65	170	60
V66	24	348
V67	326	24
V68	112	27
V69	39	12
V70	30	627
V71	86	125
V72	461	8
V73	307	94
V74	135	4
V75	328	81
V76	107	202
V77	102	56
V78	90	99
V79	192	174
V80	199	106
V81	228	190
V82	99	229
V83	5	57
V84	329	65
V85	83	512
V86	105	193
V87	186	287
V88	0	123
V89	135	57
V90	0	250
V91	324	27
V92	25	392
V93	166	30
V94	42	36
V95	296	24
V96	288	23
V97	40	60
V98	88	270
V99	92	71
V100	0	505
