Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	59	0	0	85	18	21	11	43	0	17	0	0	27	7
V2	5	30	0	0	4	37	64	0	1	73	31	8	0	0
V3	21	51	3	35	0	0	62	63	0	20	0	0	0	0
V4	1	6	37	14	83	65	94	2	58	0	0	10	0	0
V5	28	0	15	126	22	11	0	47	0	0	0	23	0	0
V6	1	25	0	19	0	0	0	15	2	2	0	0	0	0
V7	15	83	89	0	21	9	8	0	0	7	0	13	0	4
V8	158	78	9	15	3	8	1	3	0	4	2	1	0	0
V9	13	129	0	13	3	0	0	49	0	2	0	0	14	4
V10	11	1	9	143	0	2	38	32	0	4	0	0	0	0
V11	10	9	24	25	36	57	0	35	84	6	0	6	0	0
V12	1	76	37	129	46	72	13	2	32	16	16	26	33	0
V13	99	16	9	3	31	8	14	0	17	2	0	3	0	16
V14	73	3	0	76	244	136	0	25	0	0	0	18	2	0
V15	17	67	66	1	0	2	9	0	23	7	13	1	0	0
V16	97	31	62	13	50	50	13	9	0	5	6	0	5	52
V17	31	0	0	34	36	63	16	37	0	123	15	24	0	11
V18	18	44	0	7	48	95	0	0	0	0	0	38	0	0
V19	28	27	8	4	52	48	0	0	38	9	0	41	0	0
V20	59	169	80	0	12	5	0	0	30	0	0	0	14	0
V21	0	0	12	68	35	20	77	29	14	64	0	12	0	16
V22	150	2	0	29	9	10	0	33	20	0	0	7	30	0
V23	7	2	16	2	83	55	3	9	1	2	8	11	0	0
V24	19	3	0	7	0	4	24	3	2	13	0	0	0	0
V25	37	92	14	10	11	4	1	3	8	14	0	1	1	1
V26	177	0	0	114	4	12	5	37	0	0	0	7	0	8
V27	0	8	62	2	0	2	1	0	50	5	0	0	18	0
V28	10	4	49	62	97	34	16	77	0	10	0	0	0	0
V29	18	0	20	0	65	117	21	7	0	57	8	7	0	0
V30	0	1	0	0	3	4	18	1	0	5	12	1	0	4
V31	10	177	329	26	2	18	4	9	27	0	13	0	61	0
V32	6	0	10	4	124	281	21	0	2	0	16	18	0	0
V33	57	0	1	5	0	11	26	20	9	47	8	0	0	16
V34	195	5	9	14	9	6	0	23	0	0	0	9	0	0
V35	33	202	1	7	35	9	82	4	21	11	116	0	0	0
V36	14	133	35	1	1	0	0	0	47	0	0	0	81	0
V37	0	2	142	2	0	0	16	0	131	0	0	0	52	0
V38	31	30	8	8	31	30	13	0	0	0	31	13	0	0
V39	33	42	0	18	39	31	67	0	0	93	69	17	0	0
V40	11	31	7	6	20	8	10	0	0	15	0	2	0	0
V41	52	18	1	0	0	17	78	1	24	26	87	0	0	11
V42	67	166	106	12	11	0	62	26	111	12	8	0	28	0
V43	58	0	2	78	15	46	51	11	0	38	8	24	0	0
V44	127	99	5	88	5	0	29	38	0	36	0	18	0	47
V45	6	26	24	0	49	26	0	0	47	2	96	5	39	0
V46	14	0	6	99	0	0	2	25	7	2	0	0	0	0
V47	79	3	0	2	193	90	1	0	0	4	18	54	0	0
V48	54	138	0	10	1	29	9	18	16	0	99	4	0	0
V49	25	2	0	127	12	16	47	42	22	78	0	0	33	0
V50	1	24	25	40	4	4	1	27	47	0	0	17	19	0
V51	4	17	0	0	75	161	0	0	0	1	6	26	0	0
V52	31	0	25	3	179	53	5	0	0	6	0	11	0	15
V53	36	479	0	13	0	4	23	16	0	25	109	0	0	0
V54	2	48	1	74	98	34	7	29	9	6	0	3	0	0
V55	286	34	0	4	23	25	3	8	0	11	17	10	0	0
V56	7	7	160	211	7	0	35	293	28	0	0	26	0	0
V57	11	12	177	0	9	3	9	0	47	8	0	0	0	0
V58	16	0	32	9	9	0	0	0	56	0	0	0	20	0
V59	15	0	6	234	0	0	0	265	2	0	0	39	0	0
V60	38	4	11	21	0	1	7	0	0	1	0	1	0	17
V61	12	51	54	5	19	0	2	6	40	12	0	0	7	0
V62	63	0	0	44	0	6	8	16	0	15	2	11	0	10
V63	212	34	0	1	49	15	34	0	0	10	0	12	3	0
V64	31	46	270	87	5	0	0	35	40	0	0	18	17	0
V65	3	0	17	24	0	0	3	0	21	8	0	0	2	2
V66	1	1	0	20	0	5	43	1	5	89	0	6	0	0
V67	3	3	0	1	47	33	0	2	0	8	10	11	0	0
V68	178	171	14	49	15	8	13	31	14	8	34	13	0	13
V69	11	9	69	24	14	7	0	29	40	0	0	0	25	0
V70	96	2	31	0	3	0	5	0	0	1	0	5	0	11
V71	100	15	0	0	25	64	11	0	0	4	0	54	0	0
V72	16	0	60	0	33	6	1	0	174	6	0	0	16	0
V73	3	21	8	1	0	14	50	14	15	62	0	1	12	0
V74	15	53	0	110	0	0	68	70	24	19	6	0	0	0
V75	2	0	0	0	0	1	5	0	13	27	0	0	0	12
V76	37	107	61	9	6	10	17	7	0	5	0	2	0	9
V77	14	99	5	14	66	67	38	3	0	15	0	6	0	0
V78	5	15	95	5	11	11	4	0	10	1	0	5	0	3
V79	83	90	54	0	41	24	1	0	0	6	26	0	13	10
V80	14	0	0	2	22	31	13	0	0	8	2	12	0	0
V81	1	0	0	0	1	0	0	3	0	3	0	0	0	0
V82	8	0	0	6	7	9	1	12	0	0	0	6	0	0
V83	5	0	11	20	0	7	49	5	6	24	11	5	0	17
V84	68	5	0	9	13	12	14	0	4	6	0	0	0	29
V85	1	89	1	1	0	0	1	3	6	0	27	0	0	0
V86	23	2	42	11	11	60	27	9	0	24	0	0	0	0
V87	395	0	4	41	0	0	0	9	0	0	0	0	0	63
V88	31	14	38	19	7	41	11	0	31	7	0	9	8	0
V89	69	12	82	9	3	11	9	3	0	0	27	0	1	46
V90	138	38	16	0	0	8	2	0	7	0	54	0	19	0
V91	22	73	36	0	33	71	79	0	0	23	0	5	0	0
V92	0	0	22	10	32	23	20	9	21	1	0	14	5	0
V93	0	2	22	14	12	25	4	7	12	22	0	0	0	0
V94	6	0	26	1	11	10	79	9	0	59	24	11	0	0
V95	42	53	16	1	2	1	1	5	0	9	11	4	17	0
V96	0	50	19	1	175	12	1	0	2	0	19	15	20	0
V97	70	29	98	6	0	5	9	0	45	0	0	0	8	20
V98	40	0	4	48	63	57	5	18	23	13	26	32	0	0
V99	17	0	24	26	34	22	0	19	42	0	0	5	31	0
V100	32	0	49	22	3	0	7	2	18	0	0	5	22	0
