NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.267	24.469	12.633	13.897	0.15	0.983	40000.0
2	54.594	24.1	12.554	13.508	0.148	0.986	40000.0
3	54.744	24.021	12.712	13.432	0.145	0.987	30000.0
4	54.325	24.273	12.358	13.705	0.147	0.986	40000.0
5	53.563	24.075	12.245	13.472	0.147	0.986	50000.0
6	50.411	22.308	11.556	12.369	0.139	0.989	40000.0
7	51.771	23.419	11.895	13.232	0.143	0.986	40000.0
8	54.314	23.539	12.585	13.098	0.14	0.988	50000.0
9	52.374	23.06	11.903	12.694	0.139	0.989	40000.0
10	53.015	23.745	12.087	13.209	0.15	0.987	70000.0
