Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	121	139	8	0	1	28	0	0	5	0	0	24	23	0	13	3	0	0	17	4
V2	195	1	61	0	0	0	0	5	16	0	31	7	6	0	0	0	0	2	9	0
V3	0	1	4	11	102	35	0	0	5	0	0	5	0	8	5	0	1	0	0	3
V4	7	1	0	7	0	0	5	8	0	0	0	0	0	0	0	0	0	4	0	0
V5	212	17	1	44	0	0	0	5	0	0	0	0	31	0	2	0	0	15	13	0
V6	193	69	67	79	70	21	0	13	33	0	33	3	0	0	6	0	16	13	46	0
V7	4	61	0	66	0	4	20	59	14	4	0	7	15	0	5	0	15	0	0	1
V8	0	1	365	48	0	0	4	8	4	0	95	5	0	76	0	0	0	0	0	0
V9	103	13	11	73	28	0	10	7	0	3	4	0	0	0	0	0	9	2	12	0
V10	4	40	42	0	13	42	4	0	7	0	0	25	7	0	17	0	0	0	0	6
V11	0	19	0	16	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
V12	92	1	16	9	0	7	1	0	13	0	9	6	22	0	0	0	0	8	0	0
V13	0	49	1	83	12	0	0	0	0	6	4	4	0	4	0	0	2	4	0	0
V14	413	243	6	94	0	0	0	0	20	0	0	32	1	0	8	0	0	38	0	0
V15	38	20	52	5	0	0	20	26	11	41	6	5	0	27	3	0	9	3	3	0
V16	4	10	2	6	0	22	2	0	13	0	3	0	0	0	0	0	0	0	0	0
V17	109	1	0	108	16	6	0	20	0	0	0	0	3	30	0	5	6	5	20	0
V18	42	33	1	54	33	0	0	0	3	2	3	7	7	7	7	0	0	0	16	0
V19	30	6	50	0	3	0	37	14	17	33	0	3	0	8	1	0	0	6	0	0
V20	279	0	27	22	117	12	0	0	0	0	0	0	28	0	0	0	0	23	0	20
V21	152	11	35	0	0	3	0	0	0	0	1	4	22	0	5	0	1	0	1	10
V22	0	0	0	0	89	6	7	3	2	0	0	37	0	0	6	0	9	0	0	0
V23	4	1	56	0	4	55	6	2	5	0	10	5	12	0	14	0	6	0	0	0
V24	6	0	13	0	74	8	1	0	0	0	7	9	0	0	14	0	0	0	0	0
V25	375	2	1	17	0	14	5	0	18	0	0	0	56	0	0	10	0	17	7	20
V26	0	170	50	74	0	0	180	132	16	46	5	0	4	0	20	0	5	3	0	4
V27	65	4	0	30	0	0	13	0	0	40	6	2	27	7	0	34	0	0	0	0
V28	0	10	46	30	0	8	37	40	3	43	8	14	12	35	16	14	16	0	0	0
V29	114	33	36	12	12	0	1	0	1	0	3	1	0	3	1	4	0	16	0	4
V30	223	0	0	1	0	3	0	1	2	0	0	0	95	0	0	0	0	10	0	3
