MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.00E+00	2.55E-03	9.42E-03	1.33E-02	2.78E-04	4.18E-03	1.04E-02	6.19E-03	2.42E-02	1.27E-02	2.52E-02	3.29E-02
1:Del:C:1	7.53E-04	1.41E-03	5.31E-03	2.04E-04	2.61E-04	4.92E-03	3.60E-03	1.27E-02	1.77E-02	6.47E-03	2.09E-02	1.45E-02
1:Del:C:2	8.69E-06	6.10E-05	1.85E-03	8.24E-09	0.00E+00	4.60E-04	1.70E-03	1.01E-03	1.36E-03	1.44E-07	1.82E-03	2.85E-04
1:Del:C:3	5.20E-04	4.00E-04	1.36E-03	9.89E-04	3.47E-04	3.77E-03	1.25E-03	3.53E-03	6.70E-03	9.50E-04	7.34E-03	1.40E-46
1:Del:C:4	1.43E-04	8.75E-04	1.85E-03	4.16E-04	5.85E-04	4.66E-04	1.12E-04	1.35E-03	5.81E-03	6.83E-07	1.82E-03	3.20E-03
1:Del:C:5	7.29E-04	0.00E+00	0.00E+00	1.33E-04	2.25E-03	4.09E-03	4.65E-04	8.49E-04	3.70E-08	2.19E-03	1.10E-03	1.37E-02
1:Del:T:0	5.99E-04	7.05E-04	1.05E-02	1.42E-02	9.03E-04	8.09E-03	4.14E-03	1.95E-02	1.65E-02	3.87E-02	1.82E-02	9.20E-03
1:Del:T:1	1.20E-03	1.38E-04	4.67E-03	2.86E-04	1.67E-04	7.07E-03	2.02E-03	4.50E-03	1.14E-02	6.15E-03	2.75E-02	6.72E-03
1:Del:T:2	5.99E-04	0.00E+00	5.09E-03	1.69E-03	8.51E-04	1.01E-02	0.00E+00	5.42E-03	2.00E-02	3.05E-03	2.69E-02	1.21E-02
1:Del:T:3	1.73E-03	4.13E-03	5.69E-03	2.66E-04	8.31E-04	7.51E-03	0.00E+00	1.77E-03	1.69E-02	6.47E-03	2.22E-02	1.15E-02
1:Del:T:4	9.95E-04	9.95E-04	8.30E-03	1.33E-03	4.12E-03	2.32E-03	1.41E-03	4.02E-03	1.64E-02	6.63E-03	1.76E-02	1.37E-02
