MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.57E-04	2.14E-46	1.44E-08	6.34E-08	7.22E-08	3.26E-06	5.62E-02	5.71E-02	2.09E-03	4.93E-02	5.10E-02	5.99E-04	3.26E-02	2.13E-02	3.90E-02	1.54E-03	2.37E-02	1.59E-02	1.47E-02	3.99E-03
1:Del:C:1	2.44E-04	9.01E-08	1.77E-07	1.99E-09	4.04E-08	2.73E-03	2.09E-02	5.05E-02	1.06E-02	1.99E-02	1.03E-02	1.92E-05	9.20E-07	4.30E-06	2.14E-02	2.14E-46	1.96E-02	2.92E-02	3.22E-02	1.27E-02
1:Del:C:2	0.00E+00	2.68E-07	2.51E-08	2.78E-08	3.24E-07	4.03E-07	5.25E-04	8.70E-04	2.11E-04	6.07E-03	1.08E-03	1.61E-04	3.20E-04	2.84E-03	1.66E-03	3.44E-03	2.55E-03	2.16E-03	8.24E-07	6.80E-03
1:Del:C:3	1.35E-03	1.06E-03	1.75E-04	3.96E-08	8.51E-08	3.71E-04	5.60E-06	5.88E-03	2.86E-03	3.61E-03	4.23E-03	1.07E-02	1.07E-02	8.82E-07	1.37E-02	2.75E-04	3.66E-03	7.93E-05	2.16E-02	4.84E-02
1:Del:C:4	2.57E-04	1.09E-03	1.18E-03	1.47E-04	0.00E+00	1.81E-03	1.07E-02	2.73E-03	2.82E-04	7.69E-03	1.11E-02	2.43E-02	6.54E-03	1.16E-07	1.42E-03	9.11E-04	1.70E-03	2.93E-04	7.14E-03	1.01E-02
1:Del:C:5	3.47E-03	8.59E-04	0.00E+00	1.42E-02	0.00E+00	9.41E-03	8.35E-04	0.00E+00	1.84E-05	2.60E-07	3.11E-03	4.43E-03	3.91E-03	6.97E-03	3.08E-03	1.33E-03	6.61E-04	5.81E-03	1.43E-02	1.83E-02
1:Del:T:0	2.57E-03	1.08E-04	6.95E-04	1.14E-02	5.13E-03	1.40E-46	2.16E-02	1.55E-02	2.67E-03	2.61E-02	2.39E-02	1.78E-02	4.63E-07	2.11E-02	7.40E-03	1.57E-02	8.56E-02	1.55E-02	6.32E-03	1.97E-02
1:Del:T:1	0.00E+00	5.84E-08	4.71E-08	7.13E-08	0.00E+00	7.14E-03	2.78E-02	1.31E-03	5.50E-08	2.62E-02	2.75E-02	4.55E-02	7.13E-03	8.28E-08	1.48E-02	2.57E-06	1.08E-02	8.47E-03	2.03E-02	1.22E-02
1:Del:T:2	1.60E-03	3.94E-04	4.29E-07	0.00E+00	1.30E-03	1.15E-02	1.95E-02	1.96E-02	1.73E-03	3.66E-02	1.21E-02	4.05E-02	0.00E+00	2.24E-02	1.06E-02	1.87E-46	3.55E-02	2.35E-02	9.97E-03	2.00E-02
1:Del:T:3	5.65E-03	1.06E-02	8.35E-03	2.52E-02	3.49E-02	2.99E-46	1.91E-02	2.97E-02	3.73E-03	4.18E-02	4.32E-02	1.02E-02	8.10E-03	3.35E-02	1.40E-46	2.54E-02	4.74E-02	2.48E-02	2.72E-02	4.81E-04
1:Del:T:4	5.05E-03	6.32E-04	4.65E-02	6.54E-03	1.46E-45	8.28E-02	8.50E-03	2.38E-02	9.17E-46	3.05E-02	3.65E-02	3.75E-02	4.10E-03	2.41E-02	8.66E-02	1.98E-02	1.30E-02	1.43E-02	2.85E-02	2.13E-02
1:Del:T:5	1.56E-02	5.62E-46	9.78E-03	8.05E-03	7.40E-03	3.72E-02	2.65E-45	2.95E-07	4.05E-18	5.53E-46	7.47E-46	6.56E-02	8.08E-03	2.47E-02	2.72E-02	9.89E-02	3.20E-06	1.17E-02	5.12E-02	1.04E-01
1:Ins:C:0	5.51E-07	8.12E-08	0.00E+00	1.73E-07	1.04E-04	4.46E-08	0.00E+00	1.50E-08	1.02E-03	4.60E-03	2.17E-06	6.52E-04	4.92E-04	3.65E-07	4.15E-08	1.02E-03	5.90E-04	2.29E-03	3.60E-07	2.42E-04
1:Ins:C:1	3.15E-08	0.00E+00	1.39E-04	7.34E-08	3.46E-04	1.31E-07	6.52E-07	6.60E-04	4.60E-04	8.03E-04	0.00E+00	3.57E-03	0.00E+00	7.65E-07	2.52E-04	9.51E-04	8.94E-04	3.51E-03	0.00E+00	6.90E-04
1:Ins:C:2	9.39E-08	2.58E-04	1.42E-07	2.06E-07	3.23E-08	7.11E-05	1.29E-07	1.40E-46	4.87E-07	6.51E-04	9.82E-05	8.32E-05	2.36E-04	1.78E-07	3.11E-04	1.09E-03	5.66E-08	7.36E-04	2.42E-04	5.07E-04
1:Ins:C:3	2.29E-04	3.13E-08	3.51E-07	6.90E-04	9.51E-07	1.22E-03	4.21E-07	3.31E-04	4.46E-08	8.16E-04	8.93E-04	9.88E-04	9.73E-05	4.69E-03	2.40E-05	3.46E-08	1.58E-05	0.00E+00	6.83E-04	1.31E-03
