Samples	ID83A	ID83B	ID83C	ID83D
V1	2.24E+01	0.00E+00	1.44E+01	2.15E+01
V2	2.18E+01	1.68E+00	6.09E+00	2.20E+01
V3	1.63E+01	1.39E+00	8.36E+00	1.59E+01
V4	2.67E+01	4.22E+00	2.34E+01	2.52E+01
V5	4.19E+00	4.71E+00	1.60E+01	1.63E+01
V6	2.97E+01	0.00E+00	1.82E+01	2.58E+01
V7	5.39E-01	1.15E+01	1.28E+01	4.98E+00
V8	1.56E+01	1.19E+00	1.15E+01	1.91E+01
V9	9.08E+00	1.66E+00	6.88E+00	1.12E+01
V10	1.64E+01	1.62E+00	7.85E+00	1.58E+01
V11	3.23E+01	8.67E-01	2.49E+01	3.14E+01
V12	1.28E+01	2.47E+00	9.16E+00	1.57E+01
V13	2.58E+01	3.69E+00	1.58E+01	2.38E+01
V14	8.43E+00	0.00E+00	1.23E+01	1.28E+01
V15	1.26E+01	5.77E-01	3.44E+00	1.25E+01
V16	1.26E+01	7.77E-01	9.43E+00	1.34E+01
V17	4.66E+00	7.16E-01	6.41E+00	6.19E+00
V18	1.73E+01	1.53E+00	1.45E+01	2.07E+01
V19	3.67E-01	1.14E+00	3.95E+00	3.92E+00
V20	2.41E+00	1.14E+01	1.23E+01	1.87E+00
V21	1.23E+01	2.97E+00	3.06E+00	1.33E+01
V22	3.74E+00	3.75E+00	8.43E-01	1.14E+00
V23	2.55E+01	4.29E+00	2.03E+01	2.48E+01
V24	2.97E+00	1.41E+00	1.15E+00	1.90E+00
V25	1.50E+01	1.33E-01	9.72E+00	1.54E+01
V26	1.09E+01	8.06E+00	7.66E+00	6.51E+00
V27	1.57E+01	4.47E-01	5.89E+00	1.61E+01
V28	6.01E+00	8.18E+00	7.58E+00	6.39E+00
V29	1.87E+00	8.61E+00	8.26E+00	1.80E+00
V30	1.98E+01	7.95E+00	3.58E+00	2.10E+01
V31	6.04E+00	7.78E-01	9.07E-01	6.28E+00
V32	4.00E+01	2.64E+00	2.33E+01	3.33E+01
V33	2.28E+00	2.21E+00	1.89E+00	2.75E+00
V34	9.61E+00	4.05E+01	4.40E+01	8.81E+00
V35	5.00E+00	1.85E+00	4.88E+00	5.38E+00
V36	8.51E+00	3.40E+00	4.80E+00	1.02E+01
V37	2.10E+00	1.40E+00	2.28E+00	2.54E+00
V38	1.66E+00	1.88E+00	3.54E+00	2.94E+00
V39	1.51E+01	2.57E+00	8.50E+00	1.60E+01
V40	7.15E+00	1.36E+00	8.70E+00	9.03E+00
V41	1.66E+00	2.01E+00	3.17E+00	1.89E+00
V42	5.44E+00	1.27E+00	9.38E+00	8.72E+00
V43	5.58E+00	1.54E+01	2.68E+01	1.85E+01
V44	6.48E+01	2.65E+00	4.32E+01	6.18E+01
V45	1.26E+01	5.93E+00	3.74E+00	1.22E+01
V46	5.95E+00	1.31E+00	4.74E+00	6.57E+00
V47	2.34E+01	1.10E+00	1.53E+01	2.20E+01
V48	1.86E+01	7.90E+00	1.44E+01	1.86E+01
V49	1.09E+01	4.09E+00	8.41E+00	1.38E+01
V50	8.29E+00	1.19E+00	7.40E+00	8.13E+00
V51	5.96E+01	1.00E-01	3.96E+01	5.51E+01
V52	6.31E+01	1.78E+00	4.01E+01	5.50E+01
V53	3.77E+01	2.68E+00	2.96E+01	4.36E+01
V54	7.64E+00	2.14E+00	1.10E+01	1.17E+01
V55	4.29E+01	1.70E+00	3.97E+01	5.52E+01
V56	2.46E+00	2.99E+00	2.49E+00	3.18E+00
V57	8.41E+00	2.69E+00	2.38E+00	8.53E+00
V58	8.12E+00	6.91E+00	9.87E+00	9.12E+00
V59	8.40E+00	2.09E+01	2.09E+01	7.02E+00
V60	2.70E+00	1.12E+01	1.00E+01	2.74E+00
V61	1.03E+01	1.02E+00	1.02E+01	1.19E+01
V62	3.34E+00	3.00E+00	1.83E+01	1.77E+01
V63	1.04E+01	1.30E+00	7.77E+00	1.35E+01
V64	1.04E+01	7.63E-01	8.76E+00	1.16E+01
V65	3.01E+00	7.50E+00	7.58E+00	1.51E+00
V66	1.38E+00	7.62E+00	2.32E+01	2.22E+01
V67	7.72E+00	1.14E+01	8.24E+00	7.34E+00
V68	2.55E+00	3.79E-01	3.04E+00	3.26E+00
V69	2.70E+00	4.98E+00	1.20E+01	1.10E+01
V70	3.62E+01	1.30E+00	2.91E+01	4.00E+01
V71	1.89E+01	7.74E+00	1.45E+01	2.31E+01
V72	1.78E+00	1.18E+01	1.17E+01	1.24E+00
V73	4.11E+01	2.92E+00	1.90E+01	3.75E+01
V74	1.14E+01	2.69E-01	7.69E+00	1.01E+01
V75	9.83E-01	4.12E+00	4.58E+00	7.89E-01
V76	4.35E+01	9.43E-01	1.22E+01	4.38E+01
V77	3.53E+01	1.75E+01	3.56E+01	3.49E+01
V78	1.15E+01	1.77E+01	1.22E+01	1.00E+01
V79	1.13E+01	6.50E+00	8.43E+00	1.10E+01
V80	6.92E+00	3.50E+01	3.95E+01	2.64E+00
V81	2.16E+01	5.18E+00	8.61E+00	2.36E+01
V82	3.57E+00	3.26E+00	2.52E+00	3.01E+00
V83	6.29E+00	2.66E+00	1.71E+00	6.98E+00
V84	1.96E+01	1.53E-01	1.47E+01	2.17E+01
V85	2.52E+01	4.12E+00	1.35E+01	2.35E+01
V86	1.48E+01	4.41E+00	7.77E+00	1.61E+01
V87	5.12E+00	1.05E+01	1.31E+01	7.29E+00
V88	1.99E+00	2.21E+00	6.79E+00	6.04E+00
V89	8.82E+00	8.40E+00	1.21E+01	9.96E+00
V90	5.18E+00	4.78E+00	8.06E+00	8.63E+00
V91	7.38E+00	5.86E+00	6.52E+00	7.79E+00
V92	3.29E+01	5.28E+00	2.59E+01	3.77E+01
V93	5.95E+00	7.93E+00	9.21E+00	7.25E+00
V94	2.06E+01	0.00E+00	1.71E+01	2.36E+01
V95	3.63E+01	8.03E+00	1.42E+01	3.25E+01
