MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	4.07E-08	5.27E-04	5.21E-08	2.18E-03	3.43E-02	2.90E-06	1.57E-02	3.02E-03	5.45E-03	3.90E-03	5.59E-02	1.64E-02
1:Del:C:1	0.00E+00	2.12E-04	1.03E-04	2.92E-04	9.46E-03	5.51E-03	7.31E-03	5.21E-03	7.87E-03	5.23E-02	1.57E-02	3.65E-03
1:Del:C:2	0.00E+00	2.97E-05	4.12E-08	0.00E+00	1.02E-04	3.10E-04	5.95E-04	9.89E-04	2.58E-03	2.05E-03	2.16E-03	7.94E-04
1:Del:C:3	2.43E-04	3.97E-04	0.00E+00	3.21E-04	1.74E-03	1.37E-03	3.99E-03	3.10E-04	7.62E-03	1.13E-02	5.10E-03	3.95E-03
1:Del:C:4	2.41E-04	6.95E-04	3.23E-04	3.48E-06	1.37E-03	6.37E-04	1.04E-03	1.68E-03	6.48E-03	2.33E-03	1.47E-03	2.94E-03
1:Del:C:5	2.17E-04	1.52E-03	9.80E-05	0.00E+00	3.25E-04	1.68E-03	7.59E-04	1.72E-03	1.68E-02	6.51E-03	7.66E-03	2.29E-02
1:Del:T:0	3.77E-04	1.45E-03	1.09E-03	2.95E-04	7.37E-03	5.98E-03	1.58E-02	4.26E-03	1.93E-02	7.78E-03	1.74E-02	1.22E-02
1:Del:T:1	0.00E+00	0.00E+00	0.00E+00	3.38E-04	4.87E-03	1.96E-03	7.19E-03	3.76E-03	7.79E-03	6.39E-03	1.44E-02	1.45E-03
1:Del:T:2	0.00E+00	1.19E-03	3.86E-04	6.06E-04	1.14E-02	0.00E+00	1.30E-02	2.55E-03	4.62E-03	2.07E-02	1.51E-02	1.28E-02
1:Del:T:3	8.21E-04	3.12E-03	1.33E-03	3.78E-04	7.67E-03	2.15E-03	1.56E-02	3.76E-03	3.23E-02	1.27E-02	1.43E-02	8.24E-03
1:Del:T:4	1.30E-03	5.57E-03	9.77E-04	8.70E-04	3.79E-03	2.95E-03	2.32E-02	2.38E-08	4.90E-02	1.06E-02	1.27E-02	1.48E-02
1:Del:T:5	5.59E-04	9.25E-03	8.25E-08	2.37E-07	3.39E-07	2.85E-07	7.06E-08	3.75E-07	2.71E-02	1.18E-02	5.24E-02	8.64E-02
1:Ins:C:0	3.30E-05	8.70E-09	1.85E-08	1.08E-04	4.77E-08	1.64E-04	0.00E+00	8.76E-04	2.39E-07	9.82E-05	1.91E-08	9.43E-04
1:Ins:C:1	9.49E-09	1.01E-08	5.22E-05	1.35E-08	1.40E-46	6.33E-04	1.37E-06	6.23E-04	6.19E-04	1.80E-03	1.02E-03	5.15E-04
1:Ins:C:2	2.99E-05	1.30E-08	1.74E-04	1.04E-08	1.09E-08	4.52E-04	3.46E-08	1.11E-04	3.86E-08	3.09E-04	2.01E-04	1.20E-07
1:Ins:C:3	2.46E-04	6.00E-08	3.99E-05	1.12E-04	0.00E+00	0.00E+00	4.17E-08	2.94E-09	1.48E-03	3.76E-03	4.29E-04	4.41E-04
1:Ins:C:4	2.98E-04	2.98E-04	1.93E-05	1.65E-04	2.57E-04	8.33E-04	3.57E-05	5.31E-04	2.69E-03	2.23E-03	8.59E-04	5.53E-03
1:Ins:C:5	1.77E-03	1.19E-03	1.53E-08	5.22E-04	0.00E+00	5.94E-04	8.97E-04	7.27E-04	1.80E-02	2.73E-02	2.83E-02	1.92E-02
1:Ins:T:0	2.53E-04	1.54E-04	3.09E-05	3.08E-08	1.60E-03	2.75E-03	4.48E-03	2.33E-03	7.32E-03	1.72E-02	5.53E-03	6.98E-03
1:Ins:T:1	1.35E-04	0.00E+00	5.11E-05	4.06E-09	1.98E-03	1.26E-03	3.49E-03	1.68E-03	1.93E-03	4.48E-03	3.11E-03	0.00E+00
1:Ins:T:2	6.00E-05	2.48E-04	1.17E-04	3.78E-04	0.00E+00	7.70E-04	1.34E-03	6.30E-04	1.76E-03	6.94E-04	1.11E-03	0.00E+00
1:Ins:T:3	1.88E-04	1.07E-07	2.76E-04	3.69E-09	4.51E-04	9.22E-05	4.46E-04	8.03E-08	8.37E-03	6.54E-03	3.52E-03	9.72E-04
1:Ins:T:4	1.88E-03	7.40E-09	6.38E-05	1.50E-08	1.72E-04	7.07E-04	9.85E-04	4.65E-04	1.05E-02	3.69E-02	9.73E-03	2.09E-03
1:Ins:T:5	4.59E-03	1.66E-08	1.40E-07	6.35E-07	2.19E-07	9.14E-03	5.58E-03	2.14E-03	1.29E-02	5.11E-02	1.34E-05	7.12E-04
2:Del:R:0	2.90E-04	4.87E-05	1.91E-04	0.00E+00	1.68E-03	2.38E-03	5.27E-03	3.86E-03	4.51E-04	3.21E-03	3.41E-03	0.00E+00
2:Del:R:1	1.93E-04	9.18E-04	1.00E-04	0.00E+00	1.34E-04	2.40E-03	1.59E-04	3.10E-03	1.10E-02	5.94E-03	3.30E-03	2.91E-03
2:Del:R:2	0.00E+00	1.70E-04	5.97E-05	0.00E+00	0.00E+00	4.12E-04	6.52E-04	3.13E-05	5.38E-03	1.39E-03	3.94E-04	8.18E-04
2:Del:R:3	8.05E-05	1.44E-04	5.13E-05	0.00E+00	5.63E-08	9.39E-09	1.09E-08	0.00E+00	2.08E-03	3.63E-04	9.45E-04	3.35E-04
2:Del:R:4	6.64E-05	1.31E-07	7.78E-08	2.27E-08	8.28E-08	7.65E-08	2.97E-08	3.30E-08	3.54E-04	8.44E-04	1.30E-07	3.53E-05
2:Del:R:5	3.90E-05	4.20E-08	4.53E-04	1.33E-02	9.15E-07	1.22E-04	2.82E-07	9.76E-08	8.95E-04	4.13E-03	5.43E-02	1.72E-22
3:Del:R:0	5.26E-04	2.78E-08	1.20E-07	1.67E-02	1.00E-06	4.10E-07	5.05E-03	2.23E-07	2.20E-02	7.14E-03	4.64E-02	1.33E-02
3:Del:R:1	2.94E-04	3.72E-04	1.60E-04	0.00E+00	1.20E-03	1.04E-03	1.81E-03	3.65E-04	7.20E-03	1.23E-02	3.02E-03	1.09E-03
3:Del:R:2	1.47E-04	2.94E-04	1.95E-09	2.95E-04	1.85E-04	4.10E-04	4.97E-04	6.05E-04	4.48E-03	1.48E-03	2.19E-04	1.36E-03
3:Del:R:3	4.98E-05	3.56E-05	2.26E-05	1.08E-08	1.53E-07	3.47E-04	1.12E-08	1.38E-08	2.10E-03	1.74E-03	8.28E-08	1.25E-03
3:Del:R:4	6.68E-09	1.83E-08	1.85E-08	4.96E-09	3.67E-08	4.97E-08	4.30E-08	4.29E-08	2.02E-07	2.12E-07	1.31E-07	2.22E-07
3:Del:R:5	6.75E-05	1.33E-08	1.83E-06	2.37E-04	6.59E-08	1.80E-04	2.65E-04	3.57E-05	5.84E-08	8.11E-04	8.23E-04	3.94E-05
