Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V31	0	0	87	58	42	0	0	18	0	44	0	0	2	13	9	20	4	0
V32	0	26	47	1	33	0	0	0	7	0	6	1	0	1	1	4	0	0
V33	0	4	0	19	16	1	0	32	0	34	1	0	1	13	7	5	2	0
V34	153	1	115	24	32	49	50	14	0	28	0	0	2	6	0	0	13	7
V35	19	3	9	89	8	19	7	4	0	15	16	0	5	19	9	10	10	0
V36	22	0	293	43	39	7	10	8	0	21	0	1	10	9	0	2	0	6
V37	4	15	5	2	5	91	7	0	6	0	6	0	0	0	1	2	0	0
V38	16	24	48	0	13	3	10	4	7	0	0	26	1	0	0	0	0	0
V39	0	27	20	14	30	1	0	17	69	0	0	0	4	6	7	0	2	0
V40	18	22	39	55	10	0	1	16	0	12	4	4	1	8	3	0	0	8
V41	0	77	7	0	0	52	23	82	15	22	0	32	49	0	0	0	2	0
V42	38	9	0	52	0	1	1	21	0	0	0	9	3	0	8	0	0	0
V43	0	265	2	5	0	15	2	29	64	0	23	2	17	78	0	0	0	0
V44	5	4	49	0	37	2	16	23	0	0	0	1	14	17	13	0	0	0
V45	0	15	30	22	41	1	0	0	9	34	1	0	0	0	2	5	0	0
V46	22	55	1	63	0	34	31	8	0	68	0	20	4	3	0	0	0	18
V47	14	85	1	0	4	8	27	0	41	0	0	28	2	0	23	0	0	0
V48	4	2	79	56	16	17	11	0	0	0	6	0	3	6	0	19	0	0
V49	70	446	0	3	0	8	3	12	0	0	7	58	19	6	0	0	0	1
V50	5	87	38	34	20	0	1	4	15	5	0	18	3	0	12	0	0	0
V51	15	4	29	8	12	14	7	66	0	0	0	4	28	14	0	0	7	8
V52	131	2	76	6	60	0	0	8	36	0	0	0	0	0	0	0	0	7
V53	11	0	95	53	73	90	163	41	0	0	54	8	0	12	26	17	0	0
V54	81	9	0	80	0	0	0	1	0	93	0	0	2	0	16	0	16	5
V55	6	50	36	4	26	4	10	1	0	0	0	10	0	2	0	8	0	0
V56	116	1	11	13	0	0	0	17	0	71	0	0	28	10	0	17	36	0
V57	55	3	2	64	0	0	1	13	22	4	3	4	0	3	0	0	0	10
V58	72	180	23	22	13	0	4	24	69	18	0	29	14	38	0	0	0	10
V59	0	0	72	24	53	7	25	27	1	0	55	0	25	14	9	17	15	0
V60	64	54	3	13	0	11	113	3	23	0	46	7	19	0	0	11	0	7
V61	0	12	54	137	101	5	3	2	0	41	0	5	0	0	0	11	0	0
V62	89	94	21	34	34	3	6	10	0	50	11	24	5	2	3	0	0	13
V63	17	15	17	0	22	0	0	11	0	0	0	0	7	0	12	9	0	3
V64	95	46	18	0	15	0	0	40	19	0	0	1	6	3	25	2	0	0
V65	415	32	48	0	20	39	30	16	0	4	79	10	6	0	0	0	41	8
V66	78	34	33	0	7	18	11	16	4	0	4	9	0	0	10	11	12	1
V67	20	5	23	1	22	26	66	19	0	0	87	8	14	2	0	6	0	0
V68	0	20	8	14	4	0	4	1	16	0	0	0	0	7	9	0	0	2
V69	21	31	0	0	0	56	10	33	0	0	8	4	16	0	5	3	0	0
V70	94	0	8	1	0	0	0	1	4	3	0	0	1	0	0	3	14	7
V71	0	1	2	18	0	4	2	3	0	16	6	1	0	0	0	0	0	1
V72	2	3	0	140	0	10	13	26	7	80	3	3	11	1	15	0	21	12
V73	0	0	2	96	0	5	0	68	0	25	12	0	14	19	31	0	0	1
V74	42	96	25	29	14	0	1	4	0	21	13	14	4	0	7	0	21	11
V75	8	32	96	9	24	3	0	8	4	0	10	3	1	0	0	4	1	0
V76	11	12	1	5	0	0	0	13	0	0	0	1	11	14	4	0	0	2
V77	0	38	0	10	0	138	59	33	16	0	8	11	4	18	10	0	0	3
V78	34	104	4	24	0	0	20	8	28	0	36	2	17	0	0	34	10	0
V79	135	4	1	60	0	0	0	1	3	42	0	0	1	5	0	0	8	2
V80	19	123	108	55	66	0	0	3	28	6	0	13	14	4	0	0	4	8
V81	0	108	31	4	12	15	45	2	0	20	3	38	0	2	0	0	5	0
V82	34	2	1	8	0	0	3	5	4	9	0	0	0	0	1	2	0	3
V83	0	20	0	114	0	0	50	14	105	19	31	0	3	0	10	0	0	1
V84	18	0	20	6	14	0	0	3	0	0	2	0	4	0	0	0	2	5
V85	6	8	0	90	2	0	0	4	0	0	0	0	1	0	4	0	3	0
V86	48	45	21	56	6	14	6	8	36	0	3	14	3	0	3	0	0	2
V87	566	2	23	0	25	19	15	8	3	0	0	1	17	21	8	16	25	27
V88	10	11	18	13	7	12	14	0	5	0	0	0	4	4	10	0	0	1
V89	6	10	2	5	0	83	58	0	45	0	46	0	0	7	0	0	0	0
V90	86	60	130	1	45	23	32	10	51	0	0	20	2	8	13	8	0	36
V91	5	36	22	7	13	5	6	2	2	0	0	0	1	9	5	0	0	0
V92	0	14	1	0	0	3	9	91	0	13	11	0	59	19	44	30	47	0
V93	257	3	0	9	0	0	0	0	0	11	6	3	10	23	1	0	57	0
V94	23	17	43	129	32	2	1	3	0	6	0	2	7	5	12	1	0	13
V95	1	0	12	112	5	1	0	0	0	0	5	0	0	7	1	0	0	1
V96	187	7	43	5	46	81	18	16	57	0	24	11	15	0	0	0	8	0
V97	30	6	14	0	0	6	22	16	0	20	14	0	20	44	19	0	14	6
V98	8	20	12	4	4	50	12	56	15	0	62	14	1	8	0	0	2	0
V99	13	13	260	5	22	31	28	37	0	0	11	17	20	27	5	0	8	4
V100	18	0	0	3	1	11	12	0	5	0	3	0	2	2	0	0	0	0
