Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	24	27	76	150	18	7	4	0	1	0	0	1	7	0	13	33	0	0
V2	47	89	88	4	56	119	300	38	4	0	107	22	0	0	0	14	0	0
V3	31	4	4	30	1	76	11	19	25	0	32	0	15	20	0	0	14	0
V4	22	31	60	14	36	15	8	2	4	0	0	16	0	3	0	0	0	0
V5	27	19	5	34	3	70	39	11	34	0	19	0	11	64	10	22	0	0
V6	3	64	46	20	20	0	0	5	0	21	14	17	12	8	0	32	3	0
V7	18	249	20	9	13	6	11	0	244	0	4	13	0	0	0	0	0	0
V8	3	14	21	20	2	0	0	20	0	0	0	17	0	48	8	0	0	3
V9	7	51	205	107	82	14	0	18	6	53	0	11	21	0	0	34	0	0
V10	4	180	0	1	0	58	41	3	21	0	28	133	0	0	0	0	0	0
V11	0	3	64	47	33	0	0	1	22	42	0	0	0	0	0	1	0	3
V12	280	41	2	0	0	58	2	26	0	2	69	0	19	0	1	11	25	3
V13	16	106	0	0	35	0	1	48	0	11	0	30	23	4	30	25	6	0
V14	0	0	23	53	33	9	12	78	0	65	14	0	16	25	7	38	4	0
V15	71	470	0	1	0	4	9	2	22	0	0	14	0	0	0	0	0	6
V16	20	73	12	0	25	0	0	11	0	3	1	15	18	0	6	15	2	0
V17	11	53	4	6	3	27	2	2	14	0	15	0	3	0	0	0	0	0
V18	25	24	0	37	1	0	0	0	1	1	0	2	0	0	0	3	0	4
V19	12	3	13	12	9	11	12	46	2	0	0	1	12	27	0	38	0	0
V20	7	31	55	0	26	0	0	7	13	0	0	4	3	0	0	0	0	0
V21	8	48	10	7	6	22	32	3	0	0	13	39	0	0	0	0	0	0
V22	31	4	0	3	0	20	10	71	0	34	29	0	20	0	24	0	0	2
V23	37	0	139	65	43	0	15	38	5	0	14	9	11	14	9	1	20	6
V24	188	0	44	110	17	0	1	0	0	6	1	0	0	4	1	2	10	3
V25	1	34	29	9	3	0	0	0	18	0	3	0	0	0	2	0	0	0
V26	0	7	79	0	13	0	0	12	2	0	0	0	62	32	47	31	4	0
V27	82	142	9	19	18	0	0	1	104	0	0	81	0	0	0	0	0	0
V28	519	0	7	0	2	0	0	1	7	0	0	0	0	0	2	0	0	4
V29	14	84	83	44	33	0	0	36	0	27	0	73	27	2	24	0	0	0
V30	4	10	4	5	0	0	0	2	32	0	0	0	2	0	4	0	0	0
