Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0.00E+00	9.32E-01	1.44E+00	5.04E-01	1.22E+00	3.89E-01
V2	2.39E+00	1.87E+00	1.27E+00	3.37E+00	2.82E+00	2.07E+00
V3	2.90E+00	1.93E+00	2.46E+00	1.15E+00	2.09E+00	4.22E+00
V4	2.64E+00	1.81E+00	7.72E-01	2.06E+00	2.28E+00	0.00E+00
V5	1.55E+00	8.20E-01	1.74E+00	2.96E+00	6.01E-01	2.24E+00
V6	4.14E+00	2.70E+00	7.72E-01	6.84E-01	1.96E+00	6.84E-01
V7	1.44E+00	0.00E+00	3.67E-01	1.93E+00	2.51E+00	1.05E+00
V8	3.02E+00	7.16E-01	2.13E+00	4.00E-01	2.68E+00	1.42E+00
V9	4.48E-01	1.55E+00	1.15E+00	1.40E+00	6.57E-01	7.61E-01
V10	1.70E+00	1.89E+00	8.75E-01	3.15E+00	5.25E+00	1.08E+00
V11	2.00E+00	1.51E+00	0.00E+00	5.04E-01	1.12E+00	1.84E+00
V12	6.40E-01	1.92E+00	1.83E+00	4.82E-01	4.07E-01	0.00E+00
V13	3.25E+00	2.21E-01	7.95E-01	9.33E-01	3.25E+00	4.00E-01
V14	5.34E+00	2.93E+00	2.91E-01	1.19E+00	3.58E+00	1.01E+00
V15	2.15E+00	2.07E+00	3.21E+00	3.58E+00	1.50E+00	1.16E+00
V16	1.18E+00	0.00E+00	1.42E+00	1.47E+00	0.00E+00	8.70E-01
V17	2.12E+00	1.38E+00	9.20E-01	3.30E+00	8.47E-01	1.93E+00
V18	0.00E+00	1.78E+00	1.23E+00	8.31E-01	5.62E-01	7.02E-01
V19	2.00E-01	2.03E+00	1.64E+00	2.00E-01	9.40E-01	7.31E-01
V20	3.50E+00	1.03E+00	6.96E-01	6.57E-01	1.55E+00	2.11E+00
V21	2.13E+00	2.67E-01	0.00E+00	3.70E+00	3.49E+00	1.30E+00
V22	2.86E+00	3.37E+00	3.48E-01	7.92E-01	2.07E+00	6.29E-01
V23	1.16E+00	1.90E+00	2.84E+00	2.37E+00	1.19E+00	2.00E-01
V24	1.60E+00	1.03E+00	1.51E+00	9.10E-01	2.29E+00	0.00E+00
V25	2.97E+00	1.29E+00	2.97E+00	2.47E+00	5.22E-01	9.34E-01
V26	1.77E+00	1.16E+00	1.20E+00	0.00E+00	2.61E+00	1.33E-01
V27	3.04E+00	5.81E-01	3.77E+00	1.36E+00	4.09E+00	0.00E+00
