Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	25	1	5	23	0	2	0	5	2	3	0	3	27
V2	0	2	3	10	1	44	44	9	0	0	0	0	0
V3	30	189	3	7	59	0	4	38	0	1	0	16	1
V4	10	5	34	2	0	1	0	0	0	8	0	2	0
V5	0	20	1	13	49	8	18	86	0	58	0	0	0
V6	0	19	4	0	46	0	0	18	6	50	41	0	0
V7	2	0	32	0	6	28	21	0	3	6	23	0	18
V8	29	0	20	42	122	50	15	50	0	0	44	1	0
V9	0	29	17	23	16	18	59	3	0	3	22	0	0
V10	17	29	28	13	0	0	3	0	0	8	4	0	0
V11	0	0	16	2	9	7	2	39	11	0	17	0	2
V12	13	6	14	103	1	4	17	0	0	0	0	0	16
V13	0	32	83	0	39	27	3	10	0	14	13	15	0
V14	37	12	46	7	0	2	0	0	5	9	2	0	0
V15	34	18	5	0	17	12	6	10	0	7	5	0	0
V16	0	37	21	0	7	9	4	5	0	6	0	0	0
V17	181	44	0	27	38	0	0	29	0	5	37	19	19
V18	5	0	0	8	0	30	9	2	0	0	0	0	1
V19	192	11	0	22	0	0	7	13	0	0	25	0	58
V20	8	5	28	3	11	0	13	0	32	0	33	9	5
V21	19	133	65	81	2	0	0	0	34	32	0	16	0
V22	180	45	222	0	49	7	31	63	0	16	0	0	23
V23	6	144	0	4	18	1	0	22	57	0	0	0	0
V24	0	73	269	33	0	5	5	0	83	2	0	0	0
V25	220	0	6	4	109	0	24	133	0	51	67	0	0
V26	53	5	65	186	32	9	0	6	0	0	24	0	0
V27	41	42	104	0	127	0	0	16	27	39	2	9	0
V28	28	387	0	0	70	17	10	37	0	40	0	0	0
V29	142	7	29	14	16	0	7	0	7	8	1	0	0
V30	0	53	184	2	60	231	91	0	8	0	8	0	17
V31	21	167	148	0	78	0	0	73	48	70	19	73	0
V32	38	13	60	3	3	1	1	1	9	4	7	0	0
V33	6	0	19	77	1	9	13	1	4	13	0	19	1
V34	105	102	0	76	16	36	17	6	7	25	2	0	14
V35	7	8	35	16	44	5	5	1	0	0	46	0	0
V36	37	12	0	6	9	2	0	4	0	0	8	0	7
V37	14	33	0	2	1	1	4	1	0	0	0	0	0
V38	13	0	12	418	9	0	1	11	0	5	18	0	0
V39	430	95	0	49	0	9	18	90	0	41	23	1	0
V40	3	4	30	108	0	129	45	7	0	0	0	1	0
V41	74	23	1	0	1	8	0	3	0	0	2	0	0
V42	1	60	79	0	69	48	2	40	66	17	88	0	16
V43	102	2	0	2	2	1	2	11	0	0	0	0	3
V44	57	0	5	10	28	3	0	11	0	2	3	8	44
V45	4	76	0	185	0	32	106	6	25	0	9	0	4
V46	48	2	6	129	9	2	6	4	11	2	0	0	4
V47	52	34	2	57	0	14	2	0	24	0	0	0	0
V48	62	141	12	1	37	19	12	43	56	0	0	0	12
V49	17	10	40	19	38	5	0	9	31	0	6	8	4
V50	19	28	4	0	59	0	0	22	0	10	2	66	8
V51	0	23	0	77	15	23	0	0	0	3	3	15	0
V52	68	29	0	59	52	0	0	10	0	0	0	1	34
V53	17	44	0	29	29	0	0	11	4	13	14	15	0
V54	12	51	100	5	0	3	0	0	84	24	0	0	0
V55	8	1	6	2	4	0	1	6	0	7	0	0	0
V56	3	58	4	225	15	0	58	43	0	11	0	0	0
V57	45	32	0	4	3	0	0	1	17	1	0	0	21
V58	20	64	20	77	0	46	31	19	0	1	0	11	10
V59	11	60	11	39	45	7	0	0	0	0	0	9	0
V60	68	0	58	12	16	71	57	18	8	11	65	1	0
V61	31	36	7	42	5	64	23	4	0	0	30	47	29
V62	0	216	22	30	5	36	14	0	92	18	0	26	2
V63	8	11	11	9	0	0	0	0	8	10	0	0	0
V64	63	54	0	3	0	78	23	0	6	0	0	0	0
V65	0	93	36	1	0	32	11	7	0	0	0	6	2
V66	47	5	80	2	34	15	86	19	11	0	0	27	29
V67	0	36	0	152	44	37	22	7	0	0	44	0	0
V68	6	35	7	17	67	5	4	83	0	34	0	0	0
V69	133	35	39	5	16	8	20	26	5	0	34	4	8
V70	2	10	0	0	2	0	1	9	0	6	0	0	0
V71	196	18	158	11	20	17	21	11	0	8	27	16	17
V72	12	60	2	20	0	61	38	0	4	0	0	0	0
V73	0	105	14	42	22	20	59	25	33	0	4	8	4
V74	245	116	7	8	34	5	20	21	6	9	0	0	10
V75	83	143	114	3	67	10	0	45	26	0	38	0	0
V76	0	0	2	1	0	23	6	1	0	0	0	0	0
V77	20	11	46	5	49	0	0	7	1	61	0	0	5
V78	71	18	1	41	0	0	0	16	8	0	0	0	0
V79	5	78	3	1	0	7	3	0	30	0	0	8	0
V80	0	7	214	5	30	0	0	2	18	14	0	62	0
V81	13	28	31	107	0	0	0	0	0	18	0	10	0
V82	199	25	92	4	3	0	0	0	0	0	0	0	30
V83	84	4	407	0	0	28	90	1	0	19	28	0	0
V84	7	50	11	3	7	10	54	5	6	0	4	9	5
V85	35	29	8	25	0	0	17	5	24	0	6	1	0
V86	1	0	14	3	2	1	1	0	6	15	0	15	0
V87	0	3	13	25	0	0	2	0	0	7	9	4	14
