Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V88	21	0	9	14	0	11	12	0	0	26	0	0	0
V89	15	28	36	0	20	0	16	4	0	26	0	0	0
V90	249	0	3	11	15	5	2	4	0	8	12	0	18
V91	112	57	8	204	0	10	3	0	0	3	0	0	22
V92	13	138	8	11	5	0	0	3	0	0	0	25	0
V93	0	25	17	12	21	2	10	7	7	2	0	0	0
V94	39	73	46	103	18	4	0	6	6	1	0	7	5
V95	5	43	2	3	3	12	2	0	24	0	0	0	6
V96	13	10	18	170	0	22	11	0	0	3	0	17	7
V97	232	0	25	0	5	19	13	5	0	0	11	7	20
V98	14	37	1	44	0	4	3	0	0	2	0	5	0
V99	26	272	96	0	4	0	0	0	35	25	6	33	0
V100	417	22	7	0	13	20	36	1	3	0	0	1	31
