MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.93E-04	1.96E-04	1.33E-03	1.37E-02	4.46E-02	3.07E-04	1.37E-02
1:Del:C:1	3.08E-05	0.00E+00	4.56E-04	7.47E-03	1.07E-02	2.00E-04	1.85E-02
1:Del:C:2	3.82E-05	1.86E-04	0.00E+00	7.16E-04	3.70E-04	2.09E-08	7.66E-04
1:Del:C:3	1.43E-04	2.88E-04	0.00E+00	1.26E-03	1.26E-03	0.00E+00	9.86E-04
1:Del:C:4	0.00E+00	3.90E-04	3.21E-04	1.46E-04	1.42E-03	0.00E+00	1.22E-03
1:Del:C:5	4.57E-04	1.46E-03	7.66E-03	2.80E-46	6.51E-04	3.56E-04	4.10E-03
1:Del:T:0	3.51E-05	7.90E-04	7.89E-04	3.55E-03	1.22E-02	1.18E-03	2.10E-02
1:Del:T:1	6.52E-09	2.95E-04	6.93E-05	1.29E-03	3.61E-03	4.12E-04	5.03E-03
1:Del:T:2	1.55E-04	6.07E-04	5.00E-04	8.67E-04	1.04E-02	3.14E-04	1.30E-02
1:Del:T:3	1.33E-04	9.35E-04	4.77E-04	1.33E-03	1.37E-02	8.78E-04	2.32E-02
1:Del:T:4	2.73E-04	1.36E-03	8.90E-04	1.40E-46	1.24E-02	0.00E+00	1.85E-02
1:Del:T:5	1.40E-46	2.78E-03	7.05E-05	6.37E-04	7.06E-08	7.95E-04	1.65E-03
1:Ins:C:0	3.08E-09	1.75E-04	0.00E+00	6.24E-04	5.82E-08	8.80E-09	7.39E-04
1:Ins:C:1	7.75E-09	8.22E-05	4.79E-05	6.61E-04	7.51E-08	1.76E-08	7.21E-04
1:Ins:C:2	1.55E-07	2.30E-04	1.50E-05	1.73E-03	1.07E-07	2.51E-03	7.11E-08
1:Ins:C:3	1.38E-04	2.02E-04	2.06E-08	5.82E-04	2.82E-04	1.01E-03	8.34E-07
1:Ins:C:4	9.97E-05	2.52E-04	1.20E-08	2.17E-04	0.00E+00	0.00E+00	4.63E-04
1:Ins:C:5	7.61E-04	6.65E-04	3.41E-04	6.38E-04	2.68E-03	7.43E-04	1.18E-03
1:Ins:T:0	1.80E-04	2.83E-04	0.00E+00	8.43E-04	1.18E-03	6.51E-04	1.72E-03
1:Ins:T:1	1.71E-05	6.48E-05	8.34E-05	8.27E-04	1.30E-03	2.53E-07	1.88E-03
1:Ins:T:2	7.48E-05	2.35E-04	2.13E-04	1.97E-04	4.79E-04	0.00E+00	8.07E-04
1:Ins:T:3	2.12E-04	1.39E-04	0.00E+00	3.43E-04	9.39E-05	0.00E+00	5.12E-04
1:Ins:T:4	6.33E-04	3.12E-04	8.22E-06	7.28E-05	9.88E-04	5.29E-04	0.00E+00
1:Ins:T:5	1.94E-03	1.40E-46	3.05E-06	2.56E-03	1.97E-07	1.54E-07	3.54E-07
2:Del:R:0	2.55E-05	9.20E-05	1.39E-04	1.11E-03	1.88E-03	4.88E-04	3.50E-03
2:Del:R:1	2.39E-04	4.40E-04	1.46E-04	9.14E-04	1.13E-03	7.39E-04	1.49E-03
2:Del:R:2	1.69E-04	1.92E-04	9.32E-05	1.61E-04	5.59E-04	2.19E-05	7.52E-05
2:Del:R:3	8.94E-05	1.22E-04	0.00E+00	9.40E-04	5.08E-04	1.17E-03	1.45E-03
2:Del:R:4	2.27E-08	1.77E-04	6.13E-05	2.06E-08	9.68E-05	4.72E-08	2.29E-05
2:Del:R:5	1.48E-08	2.06E-08	9.87E-09	2.34E-04	1.37E-04	3.13E-08	2.46E-04
3:Del:R:0	0.00E+00	2.82E-04	0.00E+00	1.30E-03	2.75E-04	0.00E+00	8.21E-04
3:Del:R:1	3.13E-04	4.78E-04	1.86E-04	7.83E-04	8.57E-04	3.78E-04	9.70E-04
3:Del:R:2	0.00E+00	2.08E-04	1.85E-04	2.99E-04	4.21E-04	0.00E+00	6.88E-04
3:Del:R:3	1.20E-04	6.13E-05	1.12E-06	2.80E-46	1.21E-07	1.92E-04	3.34E-08
3:Del:R:4	2.70E-09	2.49E-09	4.98E-09	1.68E-08	4.01E-08	4.84E-09	3.91E-08
3:Del:R:5	2.70E-09	2.49E-09	4.98E-09	1.68E-08	4.01E-08	4.84E-09	3.91E-08
4:Del:R:0	8.54E-09	4.34E-05	2.36E-04	8.39E-04	3.02E-04	4.82E-08	1.02E-03
4:Del:R:1	1.17E-04	2.04E-04	1.75E-05	4.69E-04	9.90E-04	1.62E-04	1.16E-03
4:Del:R:2	1.00E-08	0.00E+00	1.34E-04	8.92E-05	5.09E-05	2.88E-04	3.41E-04
