Sample Names	MutationType	ID2	ID6	ID8	ID83B	ID83C	ID83E
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:0	0.007117428351992836	0.34673810647018805	0.0	0.0036187599433065544	0.6425257052345127	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:1	7.28090076260144e-05	0.1393847520377626	0.0	0.027290212443741763	0.8332522265108696	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:2	1.6833742645336882e-05	0.33500506110893863	0.0	0.027317191511967858	0.6376609136364482	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:3	0.02797058971089118	0.09608825505813769	0.0	0.027215944279962295	0.8487252109510088	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:4	0.08588100393785815	0.4250899546208091	0.0	0.039004037284290444	0.4500250041570423	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:C:5	0.3209919917722364	0.2236854756544906	0.0	0.13394393261344545	0.3213785999598276	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:0	0.021890840010374907	0.09138458420945217	0.0	0.01837470050957933	0.8683498752705936	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:1	1.8869824532287937e-17	0.024940211520942588	0.0	0.05184114182357354	0.9232186466554838	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:2	0.02223655683842695	0.28385827122613094	0.0	0.02036922506438179	0.6735359468710603	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:3	0.05225107987153235	0.44246469096790475	0.0	0.03611323238712919	0.4691709967734337	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:4	0.14530948336860539	0.420428404904958	0.0	0.028352490494231986	0.4059096212322046	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Del:T:5	0.7872024648269981	0.05920988280351647	0.0	0.1535863164242254	1.3359452599650229e-06	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:0	6.401516675565713e-17	0.2605459279464071	0.0	4.862789707074225e-20	0.7394540720535927	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:1	0.013214642386215414	0.7952325971653985	0.0	0.19155276044838618	0.0	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:2	0.002337492536386958	0.16919279847255722	0.0	0.7651844925762699	0.06328521641478597	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:3	0.09340052289546824	0.38844913365151656	0.0	0.30219499189664073	0.2159553515563744	0.0
X01b0848c.ae36.4ade.a3da.d297b003c99f..Panc.AdenoCA..DO51493	1:Ins:C:4	0.4597744566963788	0.4580860833682437	0.0	0.08213575553149419	3.7044038832855203e-06	0.0
