MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.39E-08	0.00E+00	1.35E-07	9.72E-08	3.15E-02	7.53E-03	3.16E-02	1.40E-46	5.67E-03	2.14E-46	4.80E-02	4.79E-03	3.35E-02	5.95E-02	2.01E-02	2.61E-08	4.02E-03	3.57E-03
1:Del:C:1	0.00E+00	1.43E-03	2.76E-03	0.00E+00	1.81E-02	8.08E-03	7.21E-07	2.80E-07	1.44E-04	2.41E-03	2.75E-02	1.40E-46	1.01E-03	4.76E-02	2.97E-02	4.79E-04	0.00E+00	2.22E-02
1:Del:C:2	6.81E-09	5.84E-04	0.00E+00	1.62E-05	5.09E-04	1.14E-03	2.80E-05	3.49E-04	1.38E-03	1.76E-04	7.63E-04	7.05E-04	9.06E-05	6.09E-03	3.25E-03	1.05E-03	9.63E-04	1.23E-04
1:Del:C:3	0.00E+00	1.34E-03	1.12E-03	0.00E+00	6.34E-04	1.87E-46	3.32E-03	9.54E-04	3.68E-03	3.74E-03	4.26E-03	3.14E-03	8.25E-03	2.88E-03	1.86E-03	0.00E+00	1.21E-03	3.64E-03
1:Del:C:4	2.10E-08	3.78E-04	8.48E-04	5.36E-04	2.54E-03	8.39E-04	0.00E+00	0.00E+00	2.03E-03	0.00E+00	1.08E-03	1.07E-03	6.85E-03	1.19E-02	1.12E-03	1.12E-02	8.55E-04	1.02E-02
1:Del:C:5	2.55E-04	1.92E-04	2.21E-03	4.00E-08	0.00E+00	5.40E-04	1.46E-03	0.00E+00	0.00E+00	1.13E-07	2.93E-03	1.52E-03	2.20E-03	9.84E-03	1.20E-02	7.96E-04	1.39E-03	3.93E-03
1:Del:T:0	0.00E+00	1.84E-03	0.00E+00	2.47E-04	1.43E-02	6.61E-03	1.43E-02	0.00E+00	9.96E-03	7.61E-03	4.03E-02	6.65E-03	2.34E-02	1.56E-02	2.11E-02	9.12E-03	0.00E+00	1.11E-03
1:Del:T:1	2.30E-07	4.93E-04	0.00E+00	0.00E+00	7.63E-03	1.82E-03	5.86E-03	3.25E-07	2.67E-03	5.46E-04	1.67E-02	2.35E-03	3.96E-02	1.47E-02	1.03E-02	0.00E+00	4.29E-03	9.98E-04
1:Del:T:2	1.76E-08	7.34E-04	2.96E-08	9.15E-08	1.68E-02	1.26E-03	5.91E-03	0.00E+00	4.64E-03	2.61E-03	5.15E-03	9.00E-02	4.20E-02	6.59E-02	2.98E-03	5.23E-03	3.82E-03	2.88E-02
1:Del:T:3	0.00E+00	1.14E-03	2.33E-03	9.62E-03	1.22E-06	5.92E-06	5.72E-02	3.10E-02	1.09E-45	4.11E-03	1.10E-02	2.89E-03	3.28E-02	6.50E-03	8.27E-03	2.68E-03	1.68E-03	3.39E-03
