NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.446	17.934	10.476	11.073	0.099	0.991	40000.0
2	44.339	19.278	11.053	11.818	0.102	0.991	50000.0
3	45.097	19.657	11.431	12.286	0.105	0.99	60000.0
4	44.17	19.215	10.989	11.741	0.102	0.99	30000.0
5	42.351	18.308	10.777	11.315	0.098	0.991	50000.0
6	43.094	18.84	10.852	11.631	0.107	0.991	50000.0
7	40.808	17.883	9.744	10.362	0.1	0.993	40000.0
8	45.702	20.136	11.549	12.307	0.111	0.989	40000.0
9	43.085	18.284	10.564	10.61	0.099	0.993	40000.0
10	46.012	20.086	11.671	12.496	0.105	0.989	110000.0
