Samples	ID83A	ID83B	ID83C	ID83D
V1	1.32E+01	1.24E+01	4.26E+00	1.00E+00
V2	2.23E+00	1.93E+00	2.16E+00	1.38E+00
V3	1.60E+00	1.98E+00	1.12E+00	1.93E+00
V4	1.43E+01	1.08E+01	9.24E-01	8.01E+00
V5	1.85E+01	1.21E+00	6.75E+00	1.30E+01
V6	3.37E+00	1.90E+00	4.15E+00	0.00E+00
V7	9.16E+00	1.09E+01	2.42E+00	2.76E+00
V8	6.85E+00	5.48E+00	2.17E+00	2.50E+00
V9	5.95E+00	5.00E+00	6.33E+00	4.84E+00
V10	5.74E+00	4.91E+00	1.08E+00	3.47E+00
V11	3.37E+00	2.42E+00	3.66E+00	0.00E+00
V12	1.30E+01	8.12E+00	2.07E+00	6.26E+00
V13	8.92E+00	8.08E+00	9.09E-01	3.04E+00
V14	3.35E+01	1.63E+00	1.73E+00	3.22E+01
V15	5.58E-01	2.21E+00	2.09E+00	8.19E-01
V16	4.13E+00	4.00E-01	3.02E+00	1.81E+00
V17	5.60E+00	5.69E+00	3.67E-01	0.00E+00
V18	1.08E+01	1.03E+01	0.00E+00	1.07E+00
V19	4.58E+00	4.09E+00	1.26E+00	9.78E-01
V20	3.19E+01	3.36E+00	1.22E+00	2.95E+01
V21	6.96E+00	1.87E+00	2.91E+00	5.73E+00
V22	1.47E+00	5.86E-01	2.00E-01	1.77E+00
V23	4.05E+00	4.00E-01	5.11E+00	5.23E+00
V24	1.00E+01	8.26E+00	1.95E+00	2.13E+00
V25	2.58E-01	1.99E+00	1.99E+00	1.00E-01
V26	8.58E+00	1.47E+00	4.20E+00	6.48E+00
V27	7.20E+00	7.92E+00	1.55E+00	2.49E-01
V28	1.15E+01	1.08E+01	1.28E+00	7.21E+00
V29	1.19E+00	1.14E+00	6.74E-01	5.39E-01
V30	1.55E+01	1.65E+01	5.47E-01	2.88E+00
V31	1.64E+01	9.17E-01	1.89E+00	1.57E+01
V32	4.00E-01	1.72E+00	1.65E+00	0.00E+00
V33	3.43E+00	3.62E+00	4.58E-01	1.94E+00
V34	4.57E+00	3.24E+00	2.53E+00	2.10E+00
V35	1.68E+00	2.00E+00	1.41E+00	7.60E-01
V36	8.43E+00	8.67E+00	5.67E-01	3.33E-01
V37	9.23E+00	9.64E+00	1.15E+00	4.00E+00
V38	4.69E+00	3.07E+00	0.00E+00	3.18E+00
V39	2.13E+00	2.58E+00	1.89E+00	2.44E+00
V40	2.35E+01	2.41E+01	8.23E-01	4.52E-01
V41	7.87E+00	2.70E+00	3.35E-01	6.66E+00
V42	1.02E+01	5.00E+00	7.98E+00	2.06E+00
V43	6.90E+00	5.84E+00	1.64E+00	3.42E+00
V44	4.86E+00	1.87E+00	1.61E+00	5.40E+00
V45	3.81E+00	2.40E+00	2.11E+00	3.14E-01
V46	4.24E+00	2.95E+00	6.86E-01	4.57E+00
V47	2.97E+00	1.22E+00	9.55E-01	2.33E+00
V48	1.48E+01	1.25E+01	1.39E+00	5.26E+00
V49	4.95E+00	5.62E+00	4.99E-01	1.05E+00
V50	2.60E+00	9.46E-01	2.69E-01	2.70E+00
V51	6.43E+00	6.06E+00	6.74E-01	2.02E+00
V52	3.40E+00	1.22E+00	1.87E+00	3.54E+00
V53	3.85E+00	2.02E+00	3.52E+00	8.88E-01
V54	5.41E+00	2.81E+00	8.59E-01	5.08E+00
V55	1.78E+00	1.33E+00	1.29E+00	2.22E+00
V56	5.47E+00	4.24E+00	1.88E+00	3.89E+00
V57	6.49E+00	4.00E+00	3.67E-01	3.84E+00
V58	1.54E+01	1.54E+01	1.85E+00	1.05E+00
V59	7.85E+00	6.29E+00	1.04E+00	2.08E+00
V60	1.85E+00	7.60E-01	0.00E+00	1.80E+00
V61	7.46E+00	4.76E+00	3.06E-01	5.50E+00
V62	6.12E+00	4.05E+00	5.73E-01	4.35E+00
V63	9.76E+00	1.11E+01	6.09E+00	2.75E+00
V64	4.53E+00	1.99E+00	1.58E+00	2.56E+00
V65	9.32E+00	3.53E+00	9.12E-01	9.13E+00
V66	2.82E+00	3.19E+00	7.57E-01	3.48E-01
V67	8.49E-01	7.31E-01	6.33E-01	3.00E-01
V68	5.06E+00	2.44E+00	4.49E+00	4.39E+00
V69	6.25E+00	5.22E+00	2.82E+00	2.33E+00
V70	7.00E-01	1.22E+00	0.00E+00	1.08E+00
V71	1.61E+01	1.67E+01	4.27E-01	7.72E-01
V72	3.82E+00	3.34E+00	3.40E+00	1.07E+00
