Samples	ID83A	ID83B	ID83C	ID83D
V73	1.08E+01	1.08E+01	2.21E-01	2.05E+00
V74	7.52E+00	3.22E+00	2.77E-01	7.00E+00
V75	1.95E+01	1.35E+00	2.68E+00	1.98E+01
V76	3.48E+00	7.37E-01	4.90E+00	5.58E+00
V77	6.96E-01	1.11E+00	7.95E-01	3.59E-01
V78	1.00E+01	9.74E+00	1.71E+00	2.88E+00
V79	8.56E+00	7.30E+00	1.20E+00	1.48E+00
V80	8.64E+00	5.26E+00	5.65E+00	2.67E+00
V81	2.46E+01	6.36E-01	8.79E-01	2.47E+01
V82	4.23E+00	2.94E+00	2.14E+00	2.92E+00
V83	1.21E+01	1.01E+00	1.65E+01	8.90E+00
V84	2.29E+00	1.92E+00	1.77E+00	1.57E+00
V85	5.51E+00	1.83E+00	1.72E+00	4.88E+00
V86	7.15E+00	8.30E+00	2.78E+00	1.45E+00
V87	2.28E+01	1.99E+00	1.57E+00	2.12E+01
V88	1.75E+01	1.04E+01	2.21E+00	1.20E+01
V89	1.21E+01	1.53E+00	2.98E-01	1.18E+01
V90	1.31E+01	1.28E+01	4.16E+00	4.01E+00
V91	6.40E+00	8.35E+00	2.97E+00	1.27E+00
V92	8.17E+00	1.97E+00	4.17E+00	6.31E+00
V93	1.17E+01	9.64E+00	6.29E-01	2.85E+00
V94	9.52E+00	6.99E+00	3.24E+00	3.65E+00
V95	7.66E+00	7.16E-01	1.22E+00	7.37E+00
V96	9.10E+00	4.84E+00	7.09E+00	7.92E-01
V97	1.28E+00	1.52E+00	2.39E+00	1.57E+00
V98	1.25E+01	2.82E+00	2.76E+00	1.29E+01
V99	1.83E+01	1.30E+01	2.33E+00	5.98E+00
V100	2.94E+00	3.07E+00	6.16E-01	9.33E-01
