Samples	ID83A	ID83B	ID83C	ID83D
V1	151	32	73	5
V2	20	12	26	10
V3	15	102	10	21
V4	341	14	8	23
V5	157	16	219	80
V6	9	53	133	0
V7	8	535	70	37
V8	57	181	32	71
V9	162	49	291	55
V10	112	46	18	43
V11	5	99	74	0
V12	144	35	22	111
V13	168	16	8	15
V14	405	3	29	12
V15	0	46	130	3
V16	11	6	278	3
V17	6	144	8	0
V18	53	159	2	20
V19	59	109	14	7
V20	357	47	11	23
V21	62	16	53	235
V22	3	1	1	78
V23	60	0	217	169
V24	119	61	40	28
V25	0	118	20	0
V26	136	9	324	14
V27	14	129	25	1
V28	72	278	16	120
V29	5	3	8	12
V30	75	67	8	93
V31	242	0	33	9
V32	0	54	38	0
V33	21	32	2	106
V34	41	157	19	7
V35	0	91	13	12
V36	101	105	26	0
V37	55	42	16	118
V38	50	39	0	12
V39	0	79	29	127
V40	275	14	19	0
V41	112	32	1	38
V42	59	186	315	21
V43	26	27	25	83
V44	27	12	19	197
V45	51	21	35	0
V46	23	49	4	83
V47	24	27	8	9
V48	246	5	18	79
V49	0	184	0	19
V50	0	192	0	1
V51	29	125	2	37
V52	30	14	23	162
V53	7	23	240	4
V54	41	59	17	325
V55	6	25	26	40
V56	80	25	32	73
V57	94	10	3	141
V58	192	5	34	13
V59	147	5	7	10
V60	4	2	0	69
V61	55	327	0	54
V62	12	144	7	204
V63	111	210	180	7
V64	35	1	30	38
V65	65	152	6	9
V66	19	121	5	2
V67	5	12	7	0
V68	0	50	162	284
V69	116	18	64	8
V70	0	136	0	7
V71	62	266	4	5
V72	45	33	100	12
V73	47	71	4	33
V74	166	33	2	2
V75	202	3	53	46
V76	0	2	206	161
V77	0	13	86	3
V78	224	11	11	9
V79	31	110	13	28
V80	138	96	200	6
V81	252	0	4	55
V82	38	3	31	19
V83	101	3	956	399
V84	24	8	52	5
V85	24	53	39	8
V86	42	137	42	13
V87	224	2	14	34
V88	199	182	33	34
V89	138	16	3	173
V90	296	164	291	11
V91	220	29	31	4
V92	57	43	149	11
V93	173	28	5	43
V94	122	65	96	55
V95	90	0	18	114
V96	101	21	292	4
V97	2	21	100	21
V98	51	69	102	130
V99	213	52	20	121
V100	38	18	3	8
