MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00000000	0.00972274	0.00023392	0.00094362	0.34216597	0.02464671
1:Del:C:1	0.00198592	0.00151968	0.00288537	0.00002389	0.09383970	0.01758596
1:Del:C:2	0.00013694	0.00023141	0.00040287	0.00008917	0.00257277	0.00268341
1:Del:C:3	0.00205397	0.00048720	0.00105979	0.00183896	0.01182328	0.00391870
1:Del:C:4	0.00036323	0.00000000	0.00035678	0.00586014	0.01325903	0.00113457
1:Del:C:5	0.00312915	0.00000000	0.00058286	0.01527886	0.00055937	0.00130067
1:Del:T:0	0.00086664	0.00413846	0.00477567	0.00265605	0.10371526	0.02996347
1:Del:T:1	0.00000000	0.00016787	0.00040691	0.00097630	0.04627306	0.00546096
1:Del:T:2	0.00004181	0.00157492	0.00025498	0.00689375	0.08731238	0.00760042
1:Del:T:3	0.00165085	0.00816578	0.00291841	0.01329822	0.11535326	0.00083296
1:Del:T:4	0.00492962	0.00072824	0.00179393	0.03936326	0.09726769	0.00000000
1:Del:T:5	0.00000020	0.00016565	0.00000019	0.83414332	0.00047572	0.00157897
1:Ins:C:0	0.00000002	0.00000653	0.00000040	0.00000017	0.00000009	0.00255361
1:Ins:C:1	0.00000001	0.00013823	0.00006467	0.00000010	0.00000005	0.00135083
1:Ins:C:2	0.00017962	0.00024952	0.00003334	0.00049883	0.00004964	0.00156253
1:Ins:C:3	0.00000010	0.00017491	0.00000009	0.00001075	0.00000013	0.00000010
1:Ins:C:4	0.00128330	0.00049215	0.00070276	0.00022594	0.00012814	0.00293300
1:Ins:C:5	0.02060917	0.00035102	0.00000000	0.00861845	0.00086786	0.00000000
1:Ins:T:0	0.00095979	0.00085139	0.00030100	0.00000000	0.01600160	0.00399467
1:Ins:T:1	0.00051649	0.00042601	0.00000000	0.00000004	0.01112485	0.00459106
1:Ins:T:2	0.00000611	0.00023375	0.00023549	0.00225437	0.00122718	0.00077632
1:Ins:T:3	0.00552188	0.00110336	0.00000000	0.00062184	0.00305187	0.00033860
1:Ins:T:4	0.01435199	0.00000000	0.00000000	0.00506198	0.00117166	0.00019106
1:Ins:T:5	0.90483528	0.01257125	0.00450098	0.00000000	0.00022663	0.00569520
2:Del:R:0	0.00064508	0.00016075	0.00008307	0.00096102	0.00550109	0.01016298
2:Del:R:1	0.00351484	0.00000000	0.00000000	0.00217142	0.00376887	0.01109622
2:Del:R:2	0.00037886	0.00014984	0.00003215	0.00318927	0.00057744	0.00001612
2:Del:R:3	0.00018000	0.00000004	0.00000003	0.00059829	0.00000010	0.00014243
2:Del:R:4	0.00000000	0.00036212	0.00000000	0.00054623	0.00001748	0.00087388
2:Del:R:5	0.00000016	0.00000021	0.00000025	0.00000024	0.00000027	0.00032816
3:Del:R:0	0.00020988	0.00138373	0.00014343	0.00047450	0.00093623	0.01225720
3:Del:R:1	0.00510906	0.00000000	0.00034938	0.00508385	0.00399560	0.00243626
3:Del:R:2	0.00000000	0.09067814	0.00000000	0.00219782	0.00152733	0.00121815
3:Del:R:3	0.00090138	0.00000002	0.00046850	0.00023031	0.00006450	0.00079335
3:Del:R:4	0.00000031	0.00000035	0.00000025	0.00000043	0.00000042	0.00000032
3:Del:R:5	0.00000031	0.00000035	0.00000025	0.00000043	0.00000042	0.00000032
4:Del:R:0	0.00000000	0.00000000	0.00000001	0.00024270	0.00115127	0.00463374
4:Del:R:1	0.00059687	0.00000001	0.00000000	0.00159451	0.00622396	0.00062992
4:Del:R:2	0.00000000	0.00044933	0.00000000	0.00082442	0.00075579	0.00001707
4:Del:R:3	0.00000008	0.00000033	0.00013978	0.00000011	0.00000021	0.00033252
4:Del:R:4	0.00000009	0.00000011	0.00000011	0.00000008	0.00000044	0.00022724
4:Del:R:5	0.00000019	0.00000024	0.00000017	0.00015010	0.00000032	0.00000019
5:Del:R:0	0.00000001	0.03530704	0.00000000	0.00000008	0.00077889	0.26324846
5:Del:R:1	0.00000000	0.00013970	0.00000000	0.00602972	0.00035701	0.00030573
5:Del:R:2	0.00004105	0.00073608	0.00002269	0.00000001	0.00189526	0.00000005
5:Del:R:3	0.00000048	0.81192814	0.00000069	0.00000161	0.00000005	0.00000011
5:Del:R:4	0.00000008	0.00000011	0.00000007	0.00000014	0.00000046	0.00063414
5:Del:R:5	0.00000031	0.00000035	0.00000025	0.00000043	0.00000042	0.00000032
