MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	6.21E-04	6.35E-04	4.47E-03	1.60E-04	2.87E-03	8.49E-08
1:Del:C:1	5.49E-04	4.79E-04	1.38E-03	1.35E-05	1.51E-03	6.12E-08
1:Del:C:2	6.55E-08	5.76E-09	3.70E-04	1.84E-05	3.65E-04	1.51E-04
1:Del:C:3	5.27E-05	4.76E-04	6.80E-04	4.26E-04	7.93E-04	2.50E-06
1:Del:C:4	1.07E-04	3.11E-04	3.01E-04	2.88E-04	2.05E-04	4.34E-04
1:Del:C:5	8.65E-09	5.47E-04	2.25E-04	5.04E-04	5.60E-04	0.00E+00
1:Del:T:0	0.00E+00	9.39E-04	1.56E-03	8.59E-04	1.71E-03	2.15E-04
1:Del:T:1	1.65E-04	2.24E-04	1.07E-03	1.49E-04	1.11E-03	4.69E-08
1:Del:T:2	0.00E+00	8.02E-04	1.56E-03	1.43E-03	7.26E-04	2.23E-08
1:Del:T:3	2.25E-04	1.35E-03	2.15E-03	1.25E-03	3.97E-04	0.00E+00
1:Del:T:4	4.74E-04	1.44E-03	1.59E-03	6.36E-04	0.00E+00	0.00E+00
1:Del:T:5	2.95E-08	3.09E-03	5.04E-08	5.65E-08	4.21E-07	2.53E-03
1:Ins:C:0	4.00E-04	3.21E-04	0.00E+00	2.97E-04	1.15E-03	9.03E-04
1:Ins:C:1	1.27E-08	1.23E-08	0.00E+00	8.81E-09	1.37E-04	8.12E-08
1:Ins:C:2	1.67E-04	2.34E-05	4.50E-05	8.11E-05	2.87E-04	8.42E-08
1:Ins:C:3	3.29E-05	3.84E-05	6.81E-05	2.03E-04	1.73E-04	1.46E-08
1:Ins:C:4	2.13E-05	2.70E-04	2.78E-04	3.92E-04	2.64E-04	4.41E-04
1:Ins:C:5	2.11E-04	6.72E-04	1.99E-05	5.87E-04	1.46E-04	0.00E+00
1:Ins:T:0	1.55E-04	2.41E-04	5.75E-04	0.00E+00	5.36E-04	3.01E-08
1:Ins:T:1	4.47E-09	1.93E-04	4.79E-04	1.49E-04	5.34E-04	4.14E-06
1:Ins:T:2	8.88E-05	1.42E-04	3.60E-04	5.29E-05	4.57E-04	2.18E-08
1:Ins:T:3	1.68E-04	1.10E-08	6.16E-04	2.04E-04	1.27E-04	1.01E-04
1:Ins:T:4	0.00E+00	4.57E-04	7.46E-04	1.15E-03	2.87E-05	1.50E-04
1:Ins:T:5	1.98E-04	1.08E-07	9.51E-04	3.95E-03	9.04E-06	2.02E-07
2:Del:R:0	1.25E-07	3.42E-04	1.07E-03	4.94E-05	1.26E-03	5.10E-04
2:Del:R:1	4.08E-05	7.17E-04	4.96E-04	1.71E-04	8.41E-04	8.12E-04
2:Del:R:2	1.24E-04	2.77E-04	2.29E-04	2.00E-04	3.22E-04	2.60E-04
2:Del:R:3	0.00E+00	1.97E-04	1.36E-04	2.71E-04	1.29E-08	0.00E+00
2:Del:R:4	6.21E-09	1.43E-04	7.74E-09	1.81E-08	1.03E-04	2.76E-08
2:Del:R:5	6.01E-05	5.13E-05	3.32E-05	4.49E-08	1.32E-04	5.92E-08
3:Del:R:0	1.49E-04	2.35E-04	4.11E-04	1.81E-08	7.25E-04	7.12E-08
3:Del:R:1	9.06E-05	3.60E-04	4.74E-04	5.74E-04	3.32E-04	7.16E-05
