Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	78	134	14	26	71	29	23	16	5	0	0	19	10	0	0	7	0	0	0	0
V2	49	30	73	142	14	0	0	5	0	0	0	5	0	4	0	0	0	11	1	0
V3	0	130	0	1	0	14	51	11	0	0	0	23	30	44	0	0	0	24	4	0
V4	31	27	0	53	0	117	50	5	0	0	0	17	4	0	0	45	0	21	0	0
V5	121	0	5	25	0	0	56	14	1	0	6	10	33	5	0	0	0	1	1	0
V6	62	195	22	100	0	171	166	46	0	0	0	60	46	107	0	103	0	41	0	0
V7	3	11	0	1	14	0	0	17	0	9	0	1	0	0	5	0	29	2	0	0
V8	40	5	0	88	29	13	6	0	32	0	143	0	0	0	0	0	30	15	0	0
V9	111	46	0	14	0	12	8	0	0	0	0	0	1	0	0	12	0	2	1	0
V10	2	33	0	21	50	14	0	25	0	9	0	31	0	38	0	12	0	13	0	0
V11	34	22	1	42	0	7	0	2	0	0	27	0	0	0	0	0	0	0	7	0
V12	15	0	58	181	33	101	0	55	0	11	0	23	2	18	0	18	0	3	0	3
V13	70	352	33	0	0	13	21	0	23	0	7	52	23	0	21	0	0	1	9	9
V14	180	109	4	18	0	0	0	0	20	9	19	2	0	0	0	0	0	7	2	14
V15	87	3	23	23	13	43	1	25	0	36	0	7	3	0	0	22	0	13	0	8
V16	151	171	2	0	3	0	0	0	9	1	0	7	0	0	0	0	0	0	22	31
V17	0	43	15	10	115	0	18	10	45	0	0	5	5	0	4	0	22	0	4	0
V18	78	12	168	43	108	12	10	14	0	0	0	0	0	1	25	0	44	4	0	0
V19	226	0	87	66	4	0	0	0	0	0	0	0	0	0	19	0	0	20	0	4
V20	229	153	7	0	2	23	2	0	14	0	6	13	10	0	0	19	2	0	0	14
V21	26	14	95	2	0	31	9	0	0	0	0	9	0	0	0	9	0	6	0	0
V22	0	6	20	0	0	60	60	14	0	0	0	14	7	0	5	0	0	0	0	0
V23	28	84	37	10	0	0	0	0	50	0	0	3	0	0	0	0	0	0	8	8
V24	0	105	14	30	0	85	14	21	0	5	11	32	23	81	26	0	0	0	6	0
V25	0	25	129	21	0	56	9	30	0	6	43	11	0	0	47	22	0	2	7	0
V26	15	0	309	39	0	0	5	0	0	0	0	2	0	8	77	0	0	0	0	0
V27	196	0	39	42	0	0	0	0	0	23	0	0	0	0	0	14	0	0	0	3
V28	20	19	16	0	0	13	0	0	0	23	0	0	0	0	0	0	0	0	3	6
V29	63	130	0	3	6	0	0	8	44	4	0	1	0	6	0	8	0	0	1	3
V30	133	95	30	35	15	0	0	0	97	1	0	0	0	0	16	0	3	0	30	1
V31	91	17	34	4	0	1	0	0	8	28	0	2	0	4	1	0	11	3	7	12
V32	259	43	53	0	0	25	13	0	0	0	0	19	0	0	0	11	0	12	8	10
V33	39	12	70	0	18	2	29	0	0	9	1	0	1	0	13	0	0	3	0	0
V34	1	1	2	21	0	10	8	4	0	1	0	8	0	0	4	11	0	4	0	3
V35	15	130	56	19	0	1	0	0	7	28	0	0	0	0	10	3	0	1	0	6
V36	0	12	71	7	178	0	0	34	0	0	0	0	28	0	10	0	0	0	0	0
V37	2	1	40	3	7	0	4	15	0	0	0	0	7	0	0	0	4	0	2	1
V38	11	119	81	153	49	0	28	23	0	49	79	12	12	48	43	0	0	0	1	0
V39	1	1	51	57	0	0	0	8	0	16	34	0	1	0	0	0	0	0	0	0
V40	2	130	104	0	13	90	73	38	2	39	0	14	19	0	8	0	0	0	21	0
V41	17	0	7	178	11	0	17	2	0	0	0	27	0	23	4	0	0	1	0	0
V42	0	4	22	23	7	10	0	4	0	0	0	0	0	0	9	0	0	0	0	0
V43	66	17	100	87	88	13	10	39	52	0	0	3	0	0	0	0	0	0	0	0
V44	15	1	99	0	0	0	16	19	0	0	0	11	18	0	10	2	0	7	0	0
V45	254	83	32	23	86	0	8	61	0	0	0	30	37	0	0	0	0	5	0	8
V46	63	0	12	65	10	0	0	3	0	0	91	0	27	0	0	8	16	5	0	0
V47	230	27	3	32	10	6	1	0	0	0	0	0	0	0	0	0	0	0	9	30
V48	55	7	0	9	144	23	10	27	0	31	0	0	0	0	0	0	0	0	0	0
V49	7	97	156	0	0	12	16	0	0	0	0	0	20	0	19	15	0	0	0	0
V50	12	26	34	168	35	0	6	16	16	0	14	11	0	10	0	0	0	0	17	0
V51	153	5	2	0	6	3	18	2	2	0	0	0	12	0	0	0	0	0	0	11
V52	22	0	54	0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	0	13
V53	232	0	5	26	0	65	38	21	0	0	0	39	0	0	0	12	0	0	0	1
V54	0	1	2	16	0	6	26	0	0	0	0	0	12	0	0	0	0	6	3	0
V55	35	26	33	66	0	43	23	64	0	12	0	38	17	61	8	0	0	0	0	0
