NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	151.186	52.247	53.191	41.342	0.313	0.897	20000.0
2	153.997	53.353	53.791	42.209	0.319	0.89	30000.0
3	137.602	50.872	46.824	39.239	0.313	0.888	20000.0
4	138.764	51.247	46.483	39.569	0.318	0.886	40000.0
5	137.223	50.413	46.185	39.167	0.316	0.886	20000.0
6	138.053	50.545	46.461	39.041	0.309	0.889	30000.0
7	151.761	52.953	52.306	41.908	0.317	0.895	30000.0
8	154.093	53.576	53.152	42.012	0.325	0.894	40000.0
9	136.809	50.448	45.576	38.886	0.307	0.89	40000.0
10	137.936	51.214	45.968	39.367	0.315	0.887	20000.0
