MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	3.59E-03	1.90E-02	2.23E-02	4.55E-04
1:Del:C:1	1.66E-03	5.72E-03	7.29E-03	7.12E-04
1:Del:C:2	1.84E-04	3.02E-04	4.36E-04	3.14E-05
1:Del:C:3	3.05E-04	8.58E-04	8.12E-04	5.12E-04
1:Del:C:4	9.51E-05	8.06E-04	7.96E-04	2.85E-04
1:Del:C:5	5.95E-05	2.70E-04	2.26E-04	4.88E-04
1:Del:T:0	1.69E-03	4.96E-03	6.96E-03	7.17E-04
1:Del:T:1	5.77E-04	2.18E-03	2.51E-03	2.91E-04
1:Del:T:2	7.42E-04	4.98E-03	6.34E-03	8.81E-04
1:Del:T:3	6.62E-04	6.31E-03	7.49E-03	1.48E-03
1:Del:T:4	8.27E-04	3.90E-03	5.81E-03	1.40E-03
1:Del:T:5	6.94E-08	4.71E-08	4.36E-06	7.20E-03
1:Ins:C:0	5.67E-04	4.11E-03	6.45E-03	2.73E-04
1:Ins:C:1	6.32E-05	1.56E-08	1.54E-04	3.94E-05
1:Ins:C:2	1.29E-04	2.06E-07	1.54E-04	2.18E-05
1:Ins:C:3	8.06E-05	1.39E-04	0.00E+00	8.52E-05
1:Ins:C:4	5.63E-05	2.21E-04	3.07E-04	2.14E-04
1:Ins:C:5	2.21E-04	1.03E-03	4.55E-05	6.25E-04
1:Ins:T:0	4.75E-04	7.76E-04	1.26E-03	3.58E-04
1:Ins:T:1	2.39E-04	5.23E-04	4.31E-04	2.19E-04
1:Ins:T:2	1.65E-04	1.56E-04	1.83E-04	2.02E-04
1:Ins:T:3	1.35E-04	2.50E-04	2.06E-04	7.65E-05
1:Ins:T:4	0.00E+00	9.21E-04	1.88E-04	5.51E-04
1:Ins:T:5	3.71E-04	2.63E-02	6.88E-04	1.44E-03
2:Del:R:0	4.26E-04	9.72E-04	1.05E-03	3.82E-04
2:Del:R:1	2.09E-04	3.68E-04	6.51E-04	5.06E-04
2:Del:R:2	1.01E-04	1.35E-04	2.05E-04	2.46E-04
2:Del:R:3	0.00E+00	1.16E-04	1.13E-04	2.02E-04
2:Del:R:4	9.85E-06	1.32E-08	3.64E-05	1.11E-04
2:Del:R:5	6.27E-05	4.32E-08	1.12E-07	7.29E-05
3:Del:R:0	1.79E-04	2.62E-04	6.57E-04	2.98E-04
3:Del:R:1	1.38E-04	2.92E-04	2.13E-04	3.11E-04
3:Del:R:2	5.45E-05	2.08E-04	1.22E-04	2.21E-04
3:Del:R:3	5.12E-08	9.84E-05	1.18E-04	9.38E-05
3:Del:R:4	3.64E-09	1.81E-08	2.70E-08	2.85E-09
3:Del:R:5	3.64E-09	1.81E-08	2.70E-08	2.85E-09
4:Del:R:0	1.66E-04	1.45E-04	4.38E-04	1.19E-04
4:Del:R:1	7.43E-05	4.36E-04	3.45E-04	2.23E-04
4:Del:R:2	7.45E-05	1.88E-05	5.38E-05	4.91E-09
4:Del:R:3	6.70E-05	7.77E-04	1.11E-03	9.28E-09
4:Del:R:4	3.64E-09	1.81E-08	2.70E-08	2.85E-09
4:Del:R:5	5.87E-05	0.00E+00	0.00E+00	1.09E-04
5:Del:R:0	3.53E-03	5.09E-05	5.46E-03	2.71E-03
5:Del:R:1	5.24E-05	1.29E-04	1.21E-04	2.60E-04
5:Del:R:2	2.42E-05	1.03E-04	5.31E-09	1.65E-04
5:Del:R:3	3.64E-08	4.22E-05	7.05E-08	2.66E-05
5:Del:R:4	3.64E-09	1.81E-08	2.70E-08	2.85E-09
5:Del:R:5	1.96E-08	5.33E-05	4.08E-08	3.21E-05
2:Ins:R:0	1.76E-04	2.34E-04	2.08E-04	1.73E-04
2:Ins:R:1	1.02E-04	4.00E-04	7.59E-04	1.82E-04
2:Ins:R:2	5.63E-05	3.41E-05	4.17E-05	1.93E-04
2:Ins:R:3	8.06E-05	6.57E-05	6.37E-05	3.73E-08
2:Ins:R:4	6.01E-05	2.29E-04	2.79E-05	1.66E-04
2:Ins:R:5	1.31E-04	6.94E-04	6.50E-04	3.39E-04
3:Ins:R:0	7.98E-05	4.44E-08	5.30E-05	3.36E-08
3:Ins:R:1	7.49E-05	9.05E-05	1.67E-04	7.32E-05
3:Ins:R:2	2.82E-08	4.80E-08	5.56E-08	4.51E-05
3:Ins:R:3	2.30E-09	1.43E-04	1.87E-04	0.00E+00
3:Ins:R:4	2.33E-03	1.47E-02	2.46E-02	8.85E-05
3:Ins:R:5	1.38E-04	3.36E-05	2.16E-05	1.65E-04
4:Ins:R:0	1.24E-04	1.13E-04	1.57E-04	4.21E-05
4:Ins:R:1	1.76E-04	1.54E-04	1.57E-04	1.15E-04
4:Ins:R:2	5.31E-05	3.14E-08	5.00E-08	2.46E-08
4:Ins:R:3	3.23E-08	4.25E-05	6.54E-08	3.63E-08
4:Ins:R:4	1.05E-05	1.20E-05	8.68E-05	1.45E-04
4:Ins:R:5	9.85E-05	5.44E-05	1.04E-04	2.30E-04
5:Ins:R:0	2.13E-08	1.02E-04	3.46E-05	3.72E-07
5:Ins:R:1	3.01E-03	1.94E-02	3.23E-02	2.53E-04
5:Ins:R:2	3.36E-08	4.85E-08	2.10E-05	6.08E-05
5:Ins:R:3	8.12E-09	2.32E-05	5.46E-09	8.08E-05
5:Ins:R:4	3.07E-05	9.77E-05	8.32E-09	2.17E-05
5:Ins:R:5	5.35E-08	3.19E-09	5.83E-05	8.44E-05
2:Del:M:1	1.85E-04	2.40E-04	5.39E-04	0.00E+00
3:Del:M:1	4.53E-04	2.89E-04	4.75E-04	3.34E-04
3:Del:M:2	1.87E-04	2.55E-04	2.21E-04	3.00E-04
4:Del:M:1	2.45E-04	7.74E-04	1.27E-03	1.86E-04
4:Del:M:2	9.33E-05	1.64E-04	1.79E-04	1.60E-04
4:Del:M:3	8.61E-05	2.02E-04	1.70E-04	5.24E-05
5:Del:M:1	1.17E-02	5.23E-04	4.25E-03	3.97E-03
5:Del:M:2	2.39E-03	9.54E-04	3.50E-03	1.51E-03
5:Del:M:3	9.77E-04	1.87E-04	1.44E-03	1.07E-03
5:Del:M:4	4.99E-04	2.64E-04	5.96E-04	5.62E-04
5:Del:M:5	1.07E-03	5.07E-04	6.44E-04	4.71E-04
