Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	153	10	147	12	64	0
V2	219	73	1	5	28	7
V3	0	10	0	117	53	0
V4	8	0	1	9	0	14
V5	263	0	19	58	0	0
V6	223	83	75	185	77	19
V7	16	0	64	79	32	84
V8	13	499	1	57	11	25
V9	111	14	13	113	2	22
V10	13	49	44	16	80	5
V11	0	0	21	17	0	0
V12	118	20	2	11	30	3
V13	1	5	51	103	2	7
V14	439	0	253	106	57	0
V15	43	82	21	10	22	91
V16	5	2	10	6	37	2
V17	125	20	1	149	10	24
V18	53	6	35	104	14	3
V19	31	62	7	4	22	82
V20	330	31	2	141	23	1
V21	181	40	12	0	12	0
V22	0	0	0	93	53	13
V23	18	69	1	6	76	10
V24	11	18	0	78	25	0
V25	455	1	5	24	46	11
V26	6	62	173	89	24	355
V27	115	9	5	36	4	59
V28	23	86	12	42	38	131
V29	128	43	36	26	5	3
V30	338	0	0	0	0	0
V31	0	97	128	15	0	47
V32	101	5	19	6	98	108
V33	68	35	21	0	22	19
V34	132	11	4	67	13	23
V35	145	52	54	147	79	4
V36	58	0	3	19	7	0
V37	21	1	30	6	10	46
V38	15	27	138	2	45	21
V39	151	31	0	70	28	51
V40	123	0	49	0	24	0
V41	42	52	0	99	132	388
V42	43	113	99	50	17	41
V43	5	102	11	36	0	0
V44	0	0	87	0	50	0
V45	43	50	148	248	70	37
V46	34	291	0	16	0	130
V47	19	5	50	73	41	1
V48	16	72	23	67	92	0
V49	0	28	0	164	39	14
V50	121	236	238	16	44	26
V51	20	84	0	0	51	0
V52	18	25	31	21	15	187
V53	30	1	1	21	323	92
V54	3	6	0	0	11	0
V55	24	19	4	25	13	22
V56	5	0	37	12	0	38
V57	51	2	290	12	80	50
V58	149	29	42	1	80	7
V59	4	92	9	122	22	50
V60	67	49	17	64	49	35
V61	35	0	0	44	15	6
V62	128	234	0	16	200	0
V63	82	37	76	2	8	88
V64	10	61	46	39	0	19
V65	19	45	11	1	11	13
V66	1	7	30	147	243	34
V67	24	32	1	7	5	48
V68	62	70	3	50	212	18
V69	190	51	123	56	158	0
V70	3	19	0	3	7	19
V71	13	1	3	56	7	8
V72	4	35	4	1	10	1
V73	21	17	108	9	1	71
V74	52	1	94	190	48	4
V75	27	0	79	0	125	411
V76	25	97	2	1	119	35
V77	11	481	8	8	6	3
V78	6	261	0	0	0	20
V79	14	274	10	224	14	17
V80	13	102	66	105	30	97
V81	0	21	0	5	7	0
V82	0	47	3	0	10	9
V83	7	77	105	27	0	0
V84	0	0	2	20	0	44
V85	51	108	35	16	2	13
V86	10	33	4	59	9	41
V87	80	40	41	0	0	0
V88	32	6	52	0	0	38
V89	157	0	190	0	0	0
V90	42	12	1	6	12	11
V91	56	0	111	21	53	75
V92	1	11	300	38	33	45
V93	27	9	6	0	37	0
V94	29	28	20	30	201	61
V95	21	4	12	14	57	32
V96	14	0	90	75	24	0
V97	99	8	440	1	2	173
V98	12	261	94	2	23	36
V99	18	95	42	44	0	0
V100	4	59	55	313	7	52
