Samples	ID83A	ID83B	ID83C
V1	1.76E+01	1.98E+00	1.70E+01
V2	1.12E+01	1.31E+01	8.78E+00
V3	4.37E+00	3.24E+00	2.93E+00
V4	1.57E+01	5.87E+00	1.36E+01
V5	3.24E+00	3.69E+00	2.77E+00
V6	1.03E+01	9.15E+00	1.11E+01
V7	6.39E+00	5.64E+00	3.43E+00
V8	8.71E+01	7.06E+00	9.37E+01
V9	1.15E+00	9.34E-01	1.50E+00
V10	1.50E+01	2.39E+00	1.42E+01
V11	1.21E+01	9.92E+00	7.96E+00
V12	4.53E+00	1.54E+00	4.62E+00
V13	2.23E+01	4.68E+00	2.33E+01
V14	1.96E+00	3.31E+00	3.79E+00
V15	8.26E+01	6.95E+01	5.31E+01
V16	1.07E+01	1.08E+01	9.71E+00
V17	4.83E+00	5.08E+00	2.97E+00
V18	2.50E+00	2.24E+00	3.32E+00
V19	5.55E+00	3.04E+00	3.46E+00
V20	4.27E+00	2.84E+00	6.16E+00
V21	4.84E+00	4.84E+00	4.72E+00
V22	1.12E+01	9.17E+00	6.84E+00
V23	7.42E+00	7.22E+00	3.42E+00
V24	5.80E+00	4.26E+00	7.63E+00
V25	2.03E+01	3.40E+00	2.02E+01
V26	8.98E+00	3.53E+00	7.45E+00
V27	1.08E+01	9.39E+00	1.11E+01
V28	2.28E+01	2.79E+00	2.23E+01
V29	8.90E+00	7.86E+00	4.20E+00
V30	1.10E+01	1.63E+00	1.12E+01
V31	1.23E+01	1.34E+01	9.20E+00
V32	3.36E+01	0.00E+00	3.36E+01
V33	6.83E+00	4.71E+00	6.78E+00
V34	3.73E+00	2.62E+00	3.88E+00
V35	8.32E+00	2.65E+00	8.22E+00
V36	1.97E+01	6.14E+00	2.18E+01
V37	1.27E+00	1.99E+00	1.46E+00
V38	4.64E+00	4.30E+00	3.90E+00
V39	2.65E+01	9.29E+00	2.56E+01
V40	6.75E+00	5.36E+00	4.35E+00
V41	1.44E+01	1.53E+01	9.79E+00
V42	8.09E+00	6.30E+00	5.37E+00
V43	1.30E+01	1.10E+01	6.39E+00
V44	2.12E+01	7.04E+00	2.40E+01
V45	1.18E+01	1.17E+01	1.48E+01
V46	3.27E-01	1.80E+00	1.71E+00
V47	1.10E+01	3.20E+00	9.65E+00
V48	2.58E+01	1.06E+00	2.66E+01
V49	1.46E+01	1.29E+01	7.54E+00
V50	2.38E+01	2.04E+01	1.52E+01
V51	2.89E+01	1.31E+01	3.50E+01
V52	4.25E+00	3.74E+00	2.59E+00
V53	2.53E+01	7.15E+00	2.97E+01
V54	4.80E+00	1.64E+00	4.66E+00
V55	1.47E+01	1.28E+01	7.65E+00
V56	5.37E+01	4.60E+01	3.00E+01
V57	2.02E+01	3.02E+00	1.88E+01
V58	3.62E+00	3.10E+00	2.53E+00
V59	1.72E+01	1.75E+01	1.85E+01
V60	1.10E+01	3.98E+00	8.58E+00
V61	3.79E+00	5.81E+00	4.69E+00
V62	1.78E+01	1.82E+00	1.76E+01
V63	3.08E+00	7.46E+00	8.88E+00
V64	6.42E+00	6.23E+00	4.87E+00
V65	1.75E+00	1.53E+00	1.45E+00
V66	2.05E+01	1.75E+01	1.39E+01
V67	1.22E+01	6.86E+00	1.16E+01
V68	1.80E+01	4.03E+00	1.91E+01
V69	6.42E+00	5.94E+00	2.44E+00
V70	1.19E+01	5.67E-01	1.17E+01
V71	3.61E+01	2.13E+00	3.65E+01
V72	9.97E+01	8.87E+01	5.83E+01
V73	1.28E+01	1.12E+01	8.11E+00
V74	1.23E+00	2.22E+00	1.57E+00
V75	2.45E+00	4.02E+00	5.44E+00
V76	2.25E+01	1.37E+01	2.20E+01
V77	7.22E+00	8.40E+00	1.19E+01
V78	7.21E+00	8.59E+00	3.84E+00
V79	1.94E+01	4.58E+00	2.32E+01
V80	1.48E+01	5.38E+00	1.10E+01
V81	1.73E+00	2.05E+00	2.55E+00
V82	3.31E+01	2.41E+00	3.25E+01
V83	1.26E+01	1.84E+00	1.20E+01
V84	6.49E+00	5.24E+00	9.25E+00
V85	1.34E+01	1.06E+01	1.04E+01
V86	4.22E+00	4.62E+00	3.72E+00
V87	2.55E+01	2.61E+00	2.58E+01
V88	1.85E+00	3.58E+00	3.48E+00
V89	5.10E+01	0.00E+00	5.10E+01
V90	4.65E+01	4.00E-01	4.66E+01
V91	1.39E+00	1.84E+00	1.07E+00
V92	1.75E+01	6.63E+00	1.71E+01
V93	5.93E+00	1.98E+00	6.32E+00
V94	1.90E+01	2.16E+01	1.43E+01
V95	1.86E+01	7.96E+00	2.14E+01
V96	1.66E+00	2.37E+00	2.52E+00
V97	2.32E+01	1.52E+01	1.72E+01
V98	1.42E+01	0.00E+00	1.42E+01
V99	5.58E-01	7.30E-01	4.94E-01
V100	4.91E+00	3.17E+00	4.00E+00
