Samples	ID83A	ID83B	ID83C
V1	50	0	214
V2	158	138	19
V3	12	59	12
V4	61	163	88
V5	23	78	52
V6	152	23	84
V7	62	70	161
V8	810	0	38
V9	0	26	8
V10	72	59	59
V11	79	91	11
V12	13	24	46
V13	174	80	39
V14	0	20	106
V15	637	109	44
V16	191	14	55
V17	14	128	54
V18	0	78	132
V19	0	167	84
V20	153	7	125
V21	43	62	8
V22	83	9	130
V23	13	357	13
V24	85	81	17
V25	111	193	36
V26	6	54	113
V27	41	147	36
V28	160	54	62
V29	0	265	200
V30	98	31	7
V31	112	235	54
V32	145	0	222
V33	0	304	357
V34	66	0	20
V35	45	59	14
V36	142	106	224
V37	0	0	135
V38	18	440	8
V39	55	177	438
V40	25	85	93
V41	163	271	38
V42	0	515	86
V43	87	46	22
V44	240	129	188
V45	85	214	32
V46	0	14	56
V47	36	16	284
V48	234	0	14
V49	108	49	52
V50	190	16	68
V51	490	40	0
V52	45	172	1
V53	331	126	58
V54	39	30	40
V55	79	99	67
V56	332	95	0
V57	63	25	391
V58	18	142	2
V59	316	167	16
V60	28	61	114
V61	0	0	557
V62	137	42	45
V63	0	110	367
V64	2	20	316
V65	0	393	0
V66	105	127	258
V67	166	880	26
V68	142	93	45
V69	0	433	20
V70	82	0	161
V71	296	0	136
V72	703	241	0
V73	156	0	0
V74	0	386	5
V75	49	36	95
V76	134	215	69
V77	191	41	22
V78	70	441	0
V79	335	48	28
V80	0	61	436
V81	0	0	154
V82	131	55	56
V83	0	27	392
V84	130	67	16
V85	41	144	30
V86	91	65	4
V87	120	45	145
V88	0	336	76
V89	454	0	119
V90	205	0	234
V91	0	242	28
V92	51	299	215
V93	17	171	4
V94	187	131	415
V95	369	0	13
V96	46	10	0
V97	283	58	29
V98	187	0	1
V99	0	57	2
V100	30	117	25
