NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.75	17.708	11.778	11.021	0.089	0.991	80000.0
2	49.637	18.075	11.824	11.076	0.09	0.991	80000.0
3	53.261	19.32	12.993	12.038	0.096	0.991	40000.0
4	48.922	18.273	11.987	11.665	0.095	0.99	40000.0
5	48.95	17.951	11.765	11.119	0.091	0.991	50000.0
6	49.947	18.079	11.942	10.845	0.091	0.992	70000.0
7	49.647	17.645	11.82	10.414	0.087	0.993	90000.0
8	50.578	18.616	12.221	11.384	0.093	0.991	70000.0
9	47.445	17.21	11.341	10.263	0.09	0.993	50000.0
10	48.801	17.577	11.59	10.495	0.088	0.993	50000.0
