NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.677	24.975	15.201	15.755	0.132	0.984	80000.0
2	59.799	23.513	14.592	15.075	0.128	0.985	30000.0
3	59.358	24.164	14.284	15.045	0.138	0.985	20000.0
4	61.38	24.525	14.314	15.114	0.135	0.984	40000.0
5	61.238	25.009	14.905	15.975	0.134	0.983	70000.0
6	60.691	23.979	14.542	14.859	0.127	0.985	50000.0
7	61.085	24.974	14.668	15.671	0.132	0.984	40000.0
8	61.489	24.468	15.03	15.587	0.131	0.983	20000.0
9	62.534	25.167	15.105	15.997	0.135	0.982	50000.0
10	61.539	24.898	14.535	15.512	0.142	0.983	30000.0
