Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	65	25	0	153	0	18
V2	23	10	9	12	14	0
V3	10	75	18	11	19	15
V4	5	1	20	165	111	84
V5	183	0	66	0	126	97
V6	117	39	0	26	0	13
V7	67	422	33	80	38	10
V8	30	139	64	77	20	11
V9	235	15	46	93	33	135
V10	15	34	38	72	40	20
V11	69	79	0	30	0	0
V12	20	31	99	98	64	0
V13	7	16	13	83	82	6
V14	28	6	6	50	310	49
V15	136	43	0	0	0	0
V16	236	0	0	0	21	41
V17	6	89	0	0	0	63
V18	0	91	17	0	0	126
V19	12	74	7	53	4	39
V20	13	32	14	8	303	68
V21	46	16	204	22	78	0
V22	0	0	69	6	8	0
V23	186	1	146	55	39	19
V24	36	49	26	106	27	4
V25	23	115	0	0	0	0
V26	281	11	10	44	116	21
V27	19	75	0	0	0	75
V28	14	183	99	0	80	110
V29	6	0	10	0	2	10
V30	2	11	67	1	1	161
V31	31	4	5	39	190	15
V32	38	43	0	0	0	11
V33	0	25	95	27	14	0
V34	18	119	6	53	7	21
V35	13	75	12	0	0	16
V36	19	55	1	47	11	99
V37	11	12	92	23	1	92
V38	0	23	10	0	33	35
V39	27	60	115	1	14	18
V40	15	14	2	258	13	6
V41	2	27	32	32	87	3
V42	260	114	18	66	0	123
V43	19	6	67	0	0	69
V44	16	6	166	2	43	22
V45	30	14	1	46	2	14
V46	4	36	71	6	32	10
V47	7	22	8	10	20	1
V48	15	7	70	137	101	18
V49	0	144	19	0	0	40
V50	0	154	0	0	25	14
V51	2	100	34	46	9	2
V52	19	6	136	23	17	28
V53	200	10	3	7	9	45
V54	12	36	280	70	1	43
V55	24	20	38	0	15	0
V56	28	21	65	61	31	4
V57	1	1	118	75	9	44
V58	29	6	14	172	16	7
V59	5	2	10	88	41	23
V60	0	0	61	0	14	0
V61	1	236	47	34	55	63
V62	6	109	183	44	17	8
V63	166	170	0	103	69	0
V64	27	0	35	42	0	0
V65	8	125	6	0	93	0
V66	5	95	2	33	6	6
V67	7	8	0	0	5	4
V68	146	41	257	52	0	0
V69	49	1	7	33	42	74
V70	0	122	8	0	0	13
V71	1	143	4	5	4	180
V72	86	24	11	41	13	15
V73	0	24	25	0	0	106
V74	1	17	1	35	93	56
V75	49	10	36	2	204	3
V76	192	0	150	0	27	0
V77	81	9	0	0	0	12
V78	8	3	9	128	58	49
V79	8	53	21	0	0	100
V80	174	73	6	114	47	26
V81	6	3	44	2	244	12
V82	28	0	18	37	8	0
V83	819	2	344	171	51	72
V84	40	1	4	6	9	29
V85	36	42	6	0	40	0
V86	38	109	13	74	0	0
V87	13	0	25	0	190	46
V88	26	107	26	23	130	136
V89	3	10	145	11	128	33
V90	257	128	10	204	125	38
V91	22	0	0	91	46	125
V92	134	36	8	0	82	0
V93	4	23	39	125	45	13
V94	85	53	50	103	41	6
V95	16	3	99	29	74	1
V96	256	19	5	113	15	10
V97	81	12	18	5	3	25
V98	92	57	112	0	91	0
V99	17	43	110	166	62	8
V100	2	6	6	18	3	32
