NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.624	23.77	11.923	13.411	0.151	0.983	20000.0
2	53.24	23.652	12.388	13.398	0.144	0.987	60000.0
3	54.639	24.076	12.92	13.69	0.139	0.987	20000.0
4	52.034	23.134	11.89	12.971	0.139	0.988	50000.0
5	52.849	23.696	12.138	13.248	0.143	0.987	40000.0
6	50.911	22.388	11.822	12.561	0.135	0.989	50000.0
7	51.127	22.978	11.823	12.904	0.137	0.987	80000.0
8	53.375	23.059	12.416	12.773	0.134	0.989	20000.0
9	50.774	22.512	11.617	12.498	0.132	0.989	60000.0
10	53.195	23.555	12.416	13.263	0.14	0.988	40000.0
