NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.243	23.927	14.285	15.443	0.12	0.984	50000.0
2	61.969	25.408	15.232	16.866	0.124	0.981	30000.0
3	58.588	24.266	14.237	16.252	0.119	0.982	50000.0
4	58.547	23.978	14.009	15.656	0.121	0.984	30000.0
5	58.064	23.682	13.641	15.54	0.125	0.983	40000.0
6	57.778	23.963	13.798	15.834	0.124	0.982	50000.0
7	58.921	24.07	14.09	15.648	0.12	0.983	70000.0
8	57.017	23.699	13.483	15.53	0.123	0.983	30000.0
9	59.944	24.624	14.346	16.077	0.126	0.982	60000.0
10	56.282	22.712	13.05	14.516	0.119	0.985	30000.0
