NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.413	16.038	9.847	10.107	0.086	0.992	30000.0
2	45.483	17.667	11.317	11.831	0.08	0.99	30000.0
3	39.936	15.209	9.878	10.024	0.079	0.993	70000.0
4	42.079	16.516	10.219	10.779	0.088	0.991	70000.0
5	45.014	17.477	11.062	11.371	0.087	0.991	40000.0
6	46.292	18.25	11.355	11.797	0.086	0.99	40000.0
7	48.924	19.364	12.255	12.868	0.092	0.988	60000.0
8	43.949	16.913	10.721	10.934	0.088	0.99	30000.0
9	43.918	16.767	10.485	10.623	0.09	0.992	70000.0
10	47.401	18.404	12.218	12.533	0.089	0.988	90000.0
