Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V83	224	96	6	0	2	11	28	8	0	2	11	0	0	13	18	0
V84	5	43	44	42	22	19	0	0	0	7	0	26	0	2	3	0
V85	0	6	1	72	0	2	43	28	30	0	11	0	10	8	0	4
V86	2	21	37	8	0	12	17	28	10	13	0	0	0	0	0	12
V87	64	156	0	7	0	0	30	15	8	0	11	4	0	15	0	0
V88	55	12	4	0	102	86	16	29	0	0	55	52	0	0	0	1
V89	57	294	89	48	0	0	0	0	13	56	0	0	0	13	3	0
V90	105	288	1	0	0	0	1	0	0	0	0	0	0	0	12	32
V91	15	7	3	12	0	13	70	142	0	2	0	0	6	0	0	0
V92	98	59	11	119	74	83	17	3	0	2	18	6	47	0	15	13
V93	0	32	0	6	81	36	0	5	0	1	0	26	1	0	0	4
V94	240	75	121	12	0	21	82	60	0	39	0	12	0	0	42	29
V95	17	120	125	6	2	0	0	0	0	55	0	25	0	32	0	0
V96	0	14	16	0	4	7	0	0	3	8	0	0	0	0	0	4
V97	20	0	146	103	0	18	0	0	35	31	8	5	0	4	0	0
V98	2	85	77	0	0	0	0	0	0	8	0	0	0	0	5	11
V99	0	0	2	1	0	5	25	17	5	0	0	1	3	0	0	0
V100	12	4	11	5	32	36	5	0	42	2	0	13	0	10	0	0
