De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 5.22,  0.95, 0.099, 1.00, 1.00
Signature 83-B, Signature ID2 (100.00%), 6.33,  1.56, 0.100, 1.00, 1.00
Signature 83-C, Signature ID14 (100.00%), 101.87,  54.67, 1.407, 0.84, 0.83
Signature 83-D, Signature ID9 (100.00%), 11.72,  6.68, 0.133, 1.00, 1.00
Signature 83-E, Signature ID8 (100.00%), 58.84,  54.48, 0.253, 0.84, 0.83
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
Signature 83-G, Signature 83-G, 0, 0, 0, 1, 1
