NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.985	17.613	10.444	10.513	0.099	0.992	70000.0
2	43.365	17.084	9.788	10.207	0.104	0.992	30000.0
3	49.033	19.383	11.29	11.539	0.112	0.99	30000.0
4	44.934	17.802	10.269	10.388	0.1	0.993	110000.0
5	42.434	16.663	9.622	9.801	0.104	0.993	80000.0
6	41.144	15.825	9.371	9.405	0.098	0.993	60000.0
7	43.067	17.039	9.6	9.963	0.102	0.993	80000.0
8	41.616	15.918	9.405	9.225	0.094	0.994	50000.0
9	47.334	18.33	11.452	11.075	0.108	0.991	70000.0
10	42.741	16.851	9.327	9.456	0.104	0.994	70000.0
