Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	59	4	19	16	0	112	23	1	0	9	18	0	0
V2	22	7	9	0	9	4	3	2	0	0	9	3	0
V3	0	14	56	8	4	1	3	8	12	20	7	0	15
V4	0	10	1	67	56	15	131	34	23	2	0	47	0
V5	88	48	0	59	39	0	3	57	40	2	0	8	128
V6	75	0	27	6	0	0	7	0	7	10	21	0	42
V7	64	29	377	9	23	30	18	0	2	56	42	0	0
V8	27	57	124	8	9	31	18	8	4	13	42	0	0
V9	213	39	11	91	15	48	28	2	86	6	10	8	0
V10	9	26	25	16	11	21	19	14	0	9	42	25	2
V11	56	0	50	1	0	4	9	0	1	39	18	0	0
V12	18	87	25	0	35	22	38	21	0	7	59	0	0
V13	7	11	13	5	48	76	9	32	1	5	0	0	0
V14	0	0	3	39	131	24	18	127	6	8	0	53	40
V15	105	2	28	3	0	0	0	0	8	17	0	0	16
V16	188	0	0	25	5	0	0	1	29	4	0	15	31
V17	2	0	58	37	0	0	0	0	27	34	0	0	0
V18	0	14	59	99	0	4	7	0	0	51	0	0	0
V19	9	5	68	26	1	24	14	0	24	0	18	0	0
V20	6	15	30	42	229	0	2	24	82	8	0	0	0
V21	0	170	12	0	28	9	6	44	0	0	3	13	81
V22	0	61	1	0	4	5	0	3	0	2	0	6	1
V23	183	139	1	16	31	34	17	9	5	0	11	0	0
V24	34	23	46	1	20	37	48	1	8	3	27	0	0
V25	23	0	106	3	1	0	0	0	0	5	0	0	0
V26	241	0	8	10	60	24	12	15	30	5	0	57	21
V27	12	0	48	44	0	0	0	0	33	32	0	0	0
V28	13	88	128	95	44	0	0	14	0	104	0	0	0
V29	2	10	0	8	1	0	0	0	0	0	0	0	7
V30	0	53	9	95	0	0	0	0	86	0	0	0	0
V31	14	0	0	7	68	19	8	84	17	11	7	37	12
V32	26	0	18	4	0	0	0	0	8	36	0	0	0
V33	0	85	18	0	10	12	13	2	0	16	0	0	5
V34	2	4	96	10	2	34	10	0	24	19	0	0	23
V35	11	10	56	12	0	0	4	0	3	20	0	0	0
V36	3	0	21	31	0	3	18	0	107	49	0	0	0
V37	1	77	9	50	0	0	11	0	81	1	0	0	1
V38	0	9	20	28	17	3	0	11	11	2	0	0	0
V39	20	111	53	14	12	0	0	0	3	10	0	0	12
V40	13	0	10	4	8	45	142	2	0	4	80	0	0
V41	0	27	25	3	38	5	21	45	0	1	3	14	1
V42	215	14	95	86	0	11	22	0	51	13	39	0	35
V43	1	58	5	56	6	0	0	1	0	1	0	0	33
V44	16	161	5	19	30	0	3	15	2	4	0	0	0
V45	26	0	9	8	0	30	11	0	14	9	0	0	0
V46	4	69	35	9	26	1	5	5	0	4	0	0	1
V47	6	6	13	1	6	0	5	11	0	14	6	0	0
V48	6	54	1	10	44	44	17	26	12	7	115	0	12
V49	0	15	107	28	0	0	0	0	10	43	0	0	0
V50	1	0	140	14	15	0	1	6	0	16	0	0	0
V51	0	31	89	0	4	24	18	3	8	13	0	0	3
V52	0	119	5	19	4	18	2	13	13	0	0	3	33
V53	189	3	10	38	0	0	6	14	9	0	0	0	5
V54	0	248	33	29	0	8	41	9	25	0	22	10	17
V55	18	30	16	0	8	0	2	3	0	5	4	4	7
V56	21	50	14	1	10	0	33	9	8	8	34	22	0
V57	0	108	1	39	9	46	16	0	0	0	23	4	2
V58	29	12	4	6	17	75	95	0	0	5	0	0	1
V59	2	6	0	11	0	61	1	42	20	4	22	0	0
V60	0	54	0	0	8	0	0	3	2	6	2	0	0
V61	0	41	206	40	10	6	16	43	50	24	0	0	0
V62	5	152	77	5	0	26	1	27	3	47	24	0	0
V63	148	4	125	0	15	20	49	46	1	68	32	0	0
V64	24	29	1	3	0	2	26	0	0	0	17	2	0
V65	0	0	99	0	35	0	4	31	0	23	0	34	6
V66	3	2	80	2	2	4	18	0	11	17	8	0	0
V67	4	0	5	3	3	1	0	0	0	4	0	0	4
V68	140	243	38	4	3	27	18	0	0	4	13	0	6
V69	32	0	0	48	13	23	4	12	39	2	0	21	12
V70	0	7	94	11	0	0	0	0	0	31	0	0	0
V71	0	3	95	138	0	0	2	0	17	82	0	0	0
V72	73	3	20	12	0	15	10	2	2	1	20	32	0
V73	0	18	18	55	0	0	0	0	64	0	0	0	0
V74	0	0	14	32	37	1	13	40	41	0	25	0	0
V75	48	35	9	3	122	0	0	78	0	1	8	0	0
V76	148	120	3	0	10	10	0	0	0	4	0	40	34
V77	69	2	8	7	0	1	1	0	10	1	0	0	3
V78	0	1	2	25	34	47	63	0	51	0	0	32	0
V79	8	19	38	85	0	0	2	0	0	30	0	0	0
V80	153	4	61	18	12	11	47	30	14	8	81	1	0
V81	0	23	0	9	85	2	0	108	1	13	0	70	0
V82	12	9	1	0	0	16	5	0	0	4	14	16	14
V83	769	317	1	57	25	48	85	41	22	0	54	0	40
V84	31	2	1	22	2	1	2	3	6	0	2	7	10
V85	27	4	32	0	17	0	0	15	0	13	0	6	10
V86	35	11	92	1	0	12	51	0	3	24	2	0	3
V87	1	24	0	36	128	0	1	40	21	1	0	0	22
V88	23	24	96	113	70	6	9	52	29	18	8	0	0
V89	0	126	7	23	85	1	2	0	18	9	13	46	0
V90	232	6	102	12	38	93	84	90	69	36	0	0	0
V91	0	2	0	97	26	51	31	10	26	3	0	0	38
V92	127	8	33	5	44	0	0	33	8	2	0	0	0
V93	0	25	15	8	13	56	14	8	6	9	70	25	0
V94	65	43	34	4	19	38	53	16	0	38	0	0	28
V95	0	55	2	0	4	8	11	32	3	2	1	104	0
V96	230	0	14	7	5	61	25	3	6	7	39	14	7
V97	81	16	11	23	2	7	0	4	0	0	0	0	0
V98	77	88	49	0	53	0	0	0	0	8	5	72	0
V99	0	67	29	6	18	107	36	0	0	22	0	117	4
V100	1	6	6	23	1	6	10	1	13	0	0	0	0
