NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.571	20.91	13.56	12.92	0.134	0.988	30000.0
2	55.801	20.713	13.287	12.172	0.132	0.99	20000.0
3	63.7	23.066	16.477	14.569	0.129	0.987	40000.0
4	62.78	22.482	16.301	14.458	0.129	0.986	30000.0
5	66.195	23.723	17.457	15.099	0.132	0.985	30000.0
6	60.086	21.908	15.467	13.699	0.124	0.987	30000.0
7	59.144	22.088	14.076	13.08	0.136	0.988	60000.0
8	65.888	23.676	17.801	15.648	0.131	0.983	50000.0
9	57.332	21.569	14.09	13.205	0.134	0.988	40000.0
10	59.114	21.807	13.872	12.734	0.133	0.989	40000.0
