Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	168	148	4	0	7	121	0	0	120	0
V2	299	17	1	0	33	0	0	13	6	4
V3	84	23	2	7	166	0	10	23	21	13
V4	0	73	21	9	90	56	16	5	6	14
V5	123	14	103	93	0	16	7	3	0	2
V6	19	3	9	16	3	26	18	0	11	0
V7	248	11	220	67	9	12	14	23	0	31
V8	5	107	0	14	0	16	0	0	0	17
V9	37	5	5	8	1	0	16	0	0	0
V10	0	0	197	45	7	9	0	0	25	6
V11	0	16	60	157	39	56	23	6	0	0
V12	25	23	0	0	72	2	3	0	12	5
V13	41	0	13	2	10	7	13	5	0	2
V14	2	58	302	5	20	0	18	0	0	83
V15	44	0	12	0	10	7	36	1	0	16
V16	44	118	56	0	57	0	0	0	54	12
V17	40	0	15	5	19	30	12	8	0	0
V18	34	0	42	10	14	25	16	19	0	0
V19	7	9	146	0	0	58	7	0	8	22
V20	48	164	4	1	109	8	0	21	4	100
V21	27	28	3	3	0	179	309	15	0	0
V22	32	55	0	29	0	59	85	19	10	12
V23	89	25	25	0	0	24	19	0	8	6
V24	173	39	0	107	11	0	0	45	4	0
V25	97	8	79	1	0	85	68	0	0	0
V26	0	9	3	32	30	4	0	11	0	3
V27	46	20	47	20	1	22	35	0	0	0
V28	98	36	0	2	0	18	0	1	0	0
V29	0	9	206	1	0	17	2	2	0	5
V30	24	39	26	5	230	0	34	2	57	40
V31	22	49	65	2	35	0	6	0	0	0
V32	49	61	41	24	17	40	0	14	0	4
V33	0	34	110	3	154	1	63	0	3	4
V34	59	33	73	15	104	0	28	0	38	0
V35	0	0	11	62	0	25	42	14	4	0
V36	44	41	38	2	25	38	25	11	62	0
V37	87	2	1	25	0	35	56	14	0	0
V38	0	178	25	8	17	7	23	0	0	3
V39	7	18	30	0	22	53	25	3	0	0
V40	0	95	47	47	0	11	38	13	0	0
V41	1	54	4	7	10	13	65	0	0	0
V42	22	5	30	65	0	1	7	0	0	0
V43	24	57	0	14	2	1	0	0	0	23
V44	4	15	33	4	9	0	3	2	0	56
V45	0	9	1	29	189	10	0	0	48	0
V46	1	132	149	9	5	96	84	0	4	2
V47	35	14	0	2	12	1	4	0	3	12
V48	54	39	49	32	0	75	20	0	0	17
V49	8	21	4	0	55	5	0	0	21	37
V50	35	8	223	1	2	5	0	0	17	27
V51	36	0	1	20	0	52	25	0	7	3
V52	81	4	35	23	0	0	0	44	0	0
V53	76	1	6	12	71	34	41	30	0	0
V54	133	58	44	0	3	69	104	0	0	0
V55	122	110	53	15	0	0	0	6	0	34
V56	15	19	0	3	35	0	5	6	2	2
V57	0	49	115	434	150	0	0	23	13	0
V58	95	62	60	0	4	18	27	5	0	29
V59	0	78	3	17	3	10	0	15	18	0
V60	103	0	28	94	137	29	12	13	70	8
V61	9	4	1	42	0	12	51	29	0	0
V62	0	139	12	239	19	0	0	30	4	0
V63	141	86	0	53	0	16	6	12	0	0
V64	0	0	3	27	0	12	2	19	8	0
V65	14	22	9	26	21	102	14	20	0	0
V66	0	22	9	80	0	0	0	38	5	0
V67	10	6	10	66	2	0	0	26	0	0
V68	281	81	2	0	3	0	3	8	0	15
V69	17	212	1	43	1	0	0	0	8	0
V70	95	0	0	0	0	0	0	17	0	13
V71	0	9	0	36	12	0	0	0	1	5
V72	5	85	12	57	86	5	0	1	9	5
V73	23	15	260	0	48	9	78	8	6	15
V74	151	22	20	0	136	0	11	10	0	22
V75	8	127	20	50	46	34	10	5	0	27
V76	79	0	7	24	0	1	0	29	0	0
V77	7	20	0	401	6	219	184	53	0	0
V78	390	14	49	0	111	0	0	64	0	14
V79	70	0	1	0	15	95	20	6	0	3
V80	0	21	0	19	4	26	0	4	0	30
V81	0	8	31	67	175	0	21	39	18	0
V82	16	105	15	6	0	0	0	12	0	32
V83	12	7	0	1	39	39	60	0	32	7
V84	32	0	4	3	0	1	0	3	0	0
V85	101	4	4	8	0	34	44	29	0	0
V86	0	118	93	19	0	9	29	0	0	12
V87	369	39	0	0	0	12	79	44	0	0
V88	26	0	59	117	29	10	9	0	0	0
V89	0	2	48	44	95	5	0	2	0	22
V90	74	30	37	0	58	35	9	0	0	0
V91	14	10	21	211	0	204	121	53	70	0
V92	71	56	0	18	57	30	31	0	28	34
V93	52	36	0	78	1	3	16	39	45	0
V94	241	0	12	55	0	72	122	57	0	0
V95	178	131	27	3	0	60	101	39	0	8
V96	33	37	47	10	0	78	81	21	24	0
V97	0	52	15	0	0	116	38	0	67	15
V98	52	200	42	23	46	0	65	40	0	4
V99	0	0	65	0	0	144	86	0	0	0
V100	0	0	73	22	276	69	0	0	0	33
