MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	5.39E-07	9.22E-32	8.75E-04	7.75E-03	4.51E-02	2.20E-07	3.88E-02	9.81E-03	8.90E-03	1.47E-02	5.01E-02	2.01E-02	4.02E-04	4.99E-02	4.58E-02	1.20E-02	1.87E-02	3.72E-02	1.71E-03
1:Del:C:1	0.00E+00	1.27E-03	0.00E+00	1.26E-02	4.01E-02	0.00E+00	1.75E-02	5.78E-03	7.19E-03	3.39E-02	1.26E-02	1.36E-02	4.48E-03	2.20E-02	3.54E-02	4.06E-02	2.49E-02	1.64E-02	8.03E-03
1:Del:C:2	8.19E-08	8.56E-05	4.97E-08	2.07E-07	2.32E-04	4.97E-07	1.47E-03	1.61E-03	2.45E-03	7.43E-04	4.09E-04	4.03E-03	7.85E-08	3.18E-03	4.98E-03	8.94E-04	6.07E-07	1.48E-03	8.89E-05
1:Del:C:3	8.29E-05	8.89E-05	0.00E+00	9.53E-08	9.63E-03	1.03E-03	1.91E-03	3.16E-06	2.55E-03	6.52E-03	7.05E-03	1.65E-03	2.38E-03	1.63E-02	2.56E-04	0.00E+00	1.85E-02	3.93E-02	2.80E-03
1:Del:C:4	6.72E-08	5.80E-08	2.93E-04	2.21E-06	5.14E-03	7.18E-08	1.21E-02	7.42E-04	2.60E-07	1.56E-07	8.09E-08	3.95E-04	5.56E-03	2.50E-02	1.15E-03	0.00E+00	2.59E-02	3.63E-03	8.51E-03
1:Del:C:5	6.68E-07	1.58E-04	1.78E-03	2.64E-05	2.94E-03	5.52E-03	0.00E+00	3.72E-04	8.19E-04	0.00E+00	0.00E+00	1.19E-03	2.64E-02	1.71E-04	2.90E-04	3.96E-04	5.21E-04	9.99E-04	1.61E-02
1:Del:T:0	6.49E-09	5.62E-08	1.58E-03	2.50E-02	2.17E-02	4.05E-04	1.88E-02	8.66E-03	4.59E-03	4.96E-03	2.36E-02	1.50E-02	9.33E-03	8.93E-02	1.77E-02	7.27E-03	1.71E-02	2.94E-02	1.73E-07
1:Del:T:1	3.62E-02	4.44E-04	1.87E-46	4.99E-18	1.12E-02	0.00E+00	1.44E-02	4.44E-03	1.51E-03	1.24E-01	2.29E-46	4.71E-03	3.42E-03	1.73E-02	5.31E-03	3.03E-03	2.34E-46	3.13E-02	9.13E-04
1:Del:T:2	3.63E-02	2.37E-03	3.09E-03	1.38E-03	4.25E-03	2.44E-02	3.00E-03	9.19E-04	1.87E-46	4.41E-02	3.18E-02	1.12E-03	1.48E-02	2.02E-02	8.48E-03	3.29E-03	3.97E-02	5.50E-03	2.63E-02
1:Del:T:3	7.62E-04	3.94E-04	2.20E-03	2.80E-46	2.46E-02	2.25E-04	1.74E-02	2.45E-03	8.54E-03	2.69E-02	3.09E-02	6.37E-03	1.14E-02	2.46E-02	6.07E-03	2.58E-03	3.41E-02	2.01E-02	7.30E-03
