Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	13	5	10	178	107	0	20	0	4	1	0	37	0	0	0	0
V2	11	9	13	52	0	57	53	0	71	0	14	16	0	0	0	11	12
V3	20	12	15	25	7	0	2	9	0	0	7	0	7	19	0	0	10
V4	0	25	48	17	68	0	0	0	0	0	0	0	7	0	0	0	1
V5	173	103	44	16	16	11	1	22	54	78	24	24	0	0	0	11	7
V6	1	62	21	127	0	56	31	45	3	0	30	0	0	2	29	0	0
V7	28	16	2	33	34	0	8	38	1	0	0	10	10	0	19	0	44
V8	55	167	45	279	39	0	17	40	0	19	0	0	0	19	64	0	0
V9	77	13	43	22	133	13	11	9	0	20	67	15	22	47	2	0	8
V10	26	0	1	77	99	20	20	0	17	8	3	2	10	12	20	4	7
V11	21	0	3	0	115	47	0	9	0	6	4	16	16	0	1	0	8
V12	9	5	20	0	9	0	10	0	10	0	0	0	0	0	0	5	5
V13	0	7	24	0	2	0	13	2	0	0	17	0	13	2	0	2	15
V14	43	92	128	9	35	50	0	0	0	0	30	9	0	23	0	0	10
V15	22	22	9	10	0	3	0	8	0	0	8	0	0	4	0	0	0
V16	28	0	6	0	83	24	34	2	7	5	26	0	0	5	9	0	0
V17	150	72	46	23	11	50	64	40	8	62	0	0	0	40	0	6	0
V18	98	104	42	0	43	0	37	0	8	16	0	24	0	18	21	0	0
V19	33	101	130	84	26	37	10	39	1	0	2	0	16	0	0	0	0
V20	41	80	130	131	5	0	0	0	0	0	0	0	0	4	20	0	0
V21	0	0	0	24	48	64	1	0	0	5	49	6	7	0	8	1	0
V22	154	43	88	74	95	0	19	0	0	42	0	9	0	0	0	0	0
V23	15	108	84	19	47	22	143	0	171	42	0	0	0	0	12	0	0
V24	43	8	0	30	3	3	5	88	0	0	0	18	6	0	0	23	0
V25	119	133	239	0	41	42	44	32	55	18	65	16	0	38	4	0	13
V26	2	0	2	3	3	0	5	0	0	5	0	0	0	3	4	0	0
V27	1	0	0	0	0	53	0	89	118	0	34	0	0	10	0	25	0
V28	171	98	1	61	27	104	57	51	8	24	0	15	0	0	47	0	0
V29	160	99	23	12	52	29	121	0	26	12	0	11	7	0	32	22	0
V30	0	3	6	5	7	1	0	0	0	0	0	0	0	0	0	0	0
V31	21	58	36	6	4	6	20	20	0	13	10	14	1	0	0	0	0
V32	159	104	125	12	130	0	0	0	0	78	0	0	0	0	0	0	0
V33	119	28	2	89	13	0	1	3	0	16	0	2	0	5	8	0	0
V34	0	19	0	1	47	0	0	0	0	8	0	0	5	0	0	0	0
V35	19	51	41	2	1	0	7	0	37	0	7	17	0	0	0	0	13
V36	1	0	7	6	61	23	8	2	0	0	0	0	29	0	0	0	0
V37	3	6	9	53	40	70	0	28	0	0	29	0	0	12	0	23	0
V38	8	12	8	15	41	0	0	11	0	0	0	0	10	0	2	0	0
V39	91	34	43	0	49	0	30	9	41	28	0	24	18	19	12	0	0
V40	14	47	43	20	4	0	28	0	44	0	0	3	0	13	0	0	0
V41	16	23	6	79	0	45	5	19	0	20	9	0	0	0	7	0	0
V42	55	10	0	0	0	0	13	16	30	0	2	0	0	7	0	0	15
V43	2	30	72	0	22	2	9	0	34	8	0	4	0	10	0	0	0
V44	80	0	0	0	13	1	0	2	0	0	2	0	27	0	2	0	0
V45	29	50	133	0	52	61	5	50	6	2	27	60	0	5	15	0	0
V46	0	31	4	110	0	45	9	17	0	18	30	0	0	0	0	0	0
V47	79	0	0	0	130	158	34	91	0	0	11	23	5	6	0	8	23
V48	6	109	51	20	28	21	0	37	2	0	39	19	2	0	0	61	0
V49	9	105	48	10	12	0	2	0	65	2	0	0	0	0	0	0	0
V50	287	40	40	0	5	4	3	10	0	50	30	21	9	0	0	20	23
V51	40	31	44	9	0	11	0	18	2	0	0	32	0	10	0	6	7
V52	20	0	0	2	17	11	162	0	41	0	13	0	0	29	0	18	0
V53	0	0	0	89	35	0	0	0	0	0	9	0	0	0	9	12	0
V54	51	155	107	222	32	164	3	52	0	0	83	17	117	0	43	0	28
V55	72	0	0	9	16	28	34	12	0	0	1	21	9	9	5	0	11
V56	86	30	0	48	0	0	0	0	31	12	0	15	0	15	0	0	0
V57	138	130	156	17	119	0	26	0	15	7	0	0	18	10	0	0	0
V58	67	35	6	86	18	5	3	0	16	1	0	3	0	17	12	0	0
V59	28	75	130	9	7	20	0	77	0	0	36	14	0	0	0	43	0
V60	1	32	18	4	45	14	19	23	7	0	6	0	35	0	0	13	0
V61	271	0	2	71	105	0	0	0	0	72	0	0	0	0	10	0	24
V62	0	13	4	29	29	0	86	0	49	0	0	0	33	0	7	0	0
V63	44	9	8	10	2	37	63	11	4	0	11	42	0	33	0	0	0
V64	23	19	5	157	8	29	39	7	9	23	0	38	13	2	1	0	0
V65	98	0	3	9	0	88	0	15	39	50	0	11	2	18	0	0	13
V66	0	48	59	3	25	0	45	0	17	3	0	21	0	1	2	0	0
V67	404	37	44	107	26	0	0	0	0	50	0	0	0	7	0	0	11
V68	100	0	0	0	1	0	3	35	5	19	21	12	0	14	2	0	0
V69	0	119	152	10	23	5	0	6	0	0	4	1	0	0	0	16	6
V70	19	24	17	78	2	28	16	5	30	0	0	34	8	0	0	0	11
V71	82	9	1	0	0	14	0	17	0	0	3	0	0	11	0	8	0
V72	3	14	12	13	14	0	0	0	0	0	0	0	0	0	0	0	0
V73	0	13	34	20	30	0	6	0	6	11	0	5	0	0	0	0	14
V74	0	310	261	57	45	25	0	39	0	0	40	0	0	9	0	0	0
V75	13	4	4	0	241	0	0	11	0	0	3	0	48	0	0	0	13
V76	0	23	0	79	29	11	16	44	0	0	0	0	0	0	13	0	15
V77	2	138	217	0	7	17	228	18	188	0	0	19	0	22	11	0	0
V78	1	47	91	39	115	0	15	0	51	0	0	0	28	0	6	0	0
