Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	72	80	0	12	0	0	44	82	36	59	0
V2	167	0	4	180	0	13	13	0	0	0	0
V3	42	146	3	0	110	223	0	36	0	0	44
V4	66	17	177	24	0	0	0	0	0	0	60
V5	228	26	67	106	37	0	82	10	0	4	63
V6	43	1	10	0	5	26	0	0	10	0	4
V7	40	4	243	0	108	0	23	10	0	0	0
V8	0	36	2	117	24	45	0	9	1	1	0
V9	47	3	11	0	0	1	50	8	24	0	0
V10	59	35	30	25	14	98	8	15	0	10	7
V11	131	34	0	0	178	92	0	28	99	0	0
V12	0	143	24	98	0	8	0	114	10	0	0
V13	45	27	31	0	0	35	17	17	46	21	13
V14	0	0	39	0	0	29	28	39	24	12	0
V15	0	3	7	5	232	0	0	26	44	0	26
V16	34	19	0	0	3	0	67	30	0	55	0
V17	0	13	0	24	130	0	58	0	0	62	0
V18	0	27	1	0	0	0	6	0	0	0	0
V19	0	64	56	99	0	0	12	23	0	18	56
V20	217	376	62	0	42	0	12	135	97	30	0
V21	8	40	59	8	0	0	65	3	10	0	1
V22	23	2	0	96	0	0	21	7	0	19	45
V23	0	297	19	13	60	0	0	113	16	0	0
V24	106	0	380	16	0	9	29	1	1	1	0
V25	0	2	9	11	12	10	39	18	0	3	15
V26	0	28	36	70	1	0	5	10	24	0	0
V27	16	6	33	0	0	81	20	5	22	7	9
V28	95	0	72	109	4	3	0	0	41	4	0
V29	1	18	15	29	75	0	0	3	0	1	11
V30	96	20	9	10	10	8	0	0	0	0	16
V31	9	25	0	0	3	0	5	0	0	0	0
V32	63	31	17	3	0	47	3	10	38	0	0
V33	0	5	49	0	0	73	35	1	0	21	0
V34	128	0	12	12	0	12	0	1	0	0	5
V35	3	85	28	0	2	0	10	12	6	0	0
V36	0	21	137	44	0	28	5	8	8	7	0
V37	75	5	1	0	42	117	4	0	16	11	18
V38	223	0	174	36	115	0	41	0	42	30	0
V39	20	4	9	48	105	61	0	0	12	1	0
V40	47	9	13	19	217	99	1	0	0	0	63
V41	0	31	116	32	0	0	31	29	60	16	32
V42	0	20	8	6	0	0	10	29	2	0	17
V43	0	176	10	1	35	42	12	41	59	6	0
V44	0	21	36	4	0	57	17	5	0	25	0
V45	18	119	15	76	0	0	55	30	105	80	0
V46	0	74	0	27	85	0	18	68	18	49	19
V47	0	0	75	150	33	0	8	2	0	5	22
V48	1	0	6	0	34	4	12	0	0	0	0
V49	1	12	0	3	0	0	51	8	0	32	0
V50	44	0	120	62	43	22	0	0	18	0	46
V51	22	5	41	3	59	114	2	34	13	12	0
V52	34	20	2	0	69	19	9	23	5	4	20
V53	176	103	15	0	54	0	18	97	33	0	0
V54	0	98	21	56	55	44	31	41	0	16	57
V55	16	31	29	4	6	5	1	0	0	1	0
V56	33	85	14	7	7	16	0	80	67	0	0
V57	10	17	73	6	10	0	36	5	3	16	59
V58	54	40	37	0	25	0	8	7	23	4	0
V59	97	41	68	0	0	0	0	25	39	0	0
V60	0	159	96	10	0	0	113	88	0	9	0
V61	0	55	16	127	0	0	57	13	26	30	0
V62	60	1	17	42	91	16	18	0	2	26	0
V63	49	4	41	3	5	0	0	0	2	0	2
V64	83	13	47	0	0	0	4	9	0	0	9
V65	0	98	135	45	0	0	1	27	97	0	27
V66	7	14	6	52	73	0	34	1	0	0	0
V67	49	23	12	79	4	91	34	0	0	33	27
V68	193	208	17	0	0	0	55	37	3	0	0
V69	0	6	4	9	12	15	11	17	0	10	0
V70	70	55	5	10	0	0	124	8	7	47	0
V71	0	0	16	0	0	85	54	0	0	73	0
V72	80	9	13	0	9	61	11	2	0	0	22
V73	9	13	43	0	0	14	93	19	27	0	0
V74	32	3	32	0	0	0	47	0	27	1	0
V75	22	191	20	0	8	0	3	71	8	20	0
V76	11	38	38	0	48	0	1	1	12	4	6
V77	0	20	121	14	0	135	1	32	10	0	0
V78	81	56	102	0	0	12	8	17	33	0	0
V79	0	48	44	44	142	86	43	39	0	17	0
V80	37	93	3	0	0	8	0	25	14	0	0
V81	0	37	11	6	0	0	126	4	0	0	18
V82	28	26	41	46	17	47	8	10	0	24	11
V83	0	61	15	8	7	23	1	0	0	9	0
V84	0	4	141	128	131	131	7	33	14	20	119
V85	112	9	12	107	0	5	0	0	69	6	0
V86	105	53	64	5	51	89	36	22	34	19	0
V87	130	43	81	5	0	61	0	0	83	0	7
V88	110	9	4	0	1	18	6	9	15	0	0
V89	0	1	35	37	0	2	1	2	0	0	0
V90	74	14	10	0	94	0	164	0	0	66	0
V91	0	23	43	53	0	0	0	19	3	0	0
V92	0	0	45	0	0	0	0	25	0	0	0
V93	0	21	36	137	57	67	64	72	66	14	6
V94	0	74	0	4	1	0	0	28	0	0	19
V95	163	0	6	204	0	0	40	0	0	29	40
V96	61	126	147	145	33	0	21	25	0	0	34
V97	31	0	14	0	16	0	7	0	0	0	12
V98	277	169	11	176	22	0	18	48	161	34	31
V99	50	78	0	0	21	43	32	69	42	0	0
V100	0	55	127	0	47	2	11	133	0	0	0
