MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	5.34E-04	3.73E-03	2.83E-02	8.76E-03	2.45E-04	2.35E-03	2.26E-04	3.73E-02
1:Del:C:1	0.00E+00	2.70E-03	1.34E-02	3.20E-02	3.32E-04	5.77E-04	0.00E+00	3.16E-02
1:Del:C:2	0.00E+00	9.83E-04	5.33E-04	6.19E-04	3.35E-04	1.93E-04	0.00E+00	1.74E-03
1:Del:C:3	1.67E-04	9.19E-04	2.48E-03	2.99E-03	5.50E-04	0.00E+00	7.52E-09	3.31E-03
1:Del:C:4	2.32E-04	3.01E-04	8.46E-04	2.71E-03	2.08E-04	5.01E-04	4.82E-04	2.59E-03
1:Del:C:5	1.34E-04	0.00E+00	6.67E-04	1.73E-04	2.24E-04	4.06E-08	4.08E-04	2.46E-03
1:Del:T:0	5.23E-05	3.24E-03	8.73E-03	2.67E-03	7.08E-04	2.00E-03	7.81E-04	4.12E-02
1:Del:T:1	3.07E-04	1.25E-03	4.66E-03	1.01E-02	7.37E-04	8.71E-04	6.42E-04	1.36E-02
1:Del:T:2	6.77E-04	1.29E-03	6.34E-03	3.87E-04	7.86E-04	9.73E-04	1.91E-03	1.43E-02
1:Del:T:3	2.47E-08	8.16E-04	1.39E-02	2.04E-02	3.93E-04	1.13E-03	1.63E-03	2.95E-02
1:Del:T:4	6.36E-04	5.96E-04	9.37E-03	8.18E-03	0.00E+00	0.00E+00	1.43E-03	1.84E-02
1:Del:T:5	5.98E-08	4.53E-07	2.05E-07	3.98E-04	9.52E-08	1.11E-04	4.13E-03	7.46E-07
1:Ins:C:0	1.58E-04	7.75E-04	0.00E+00	3.25E-04	0.00E+00	3.11E-04	5.34E-09	5.06E-04
1:Ins:C:1	4.17E-05	1.10E-03	4.54E-04	2.20E-02	5.53E-08	1.13E-02	1.74E-07	2.41E-02
1:Ins:C:2	8.81E-08	1.23E-07	1.89E-07	5.51E-02	3.44E-07	1.58E-02	1.55E-07	4.27E-02
1:Ins:C:3	9.16E-09	1.55E-04	1.05E-04	8.51E-09	1.54E-04	5.00E-05	4.42E-05	3.30E-04
1:Ins:C:4	4.51E-29	2.16E-04	2.91E-04	6.17E-04	6.31E-04	1.23E-04	7.67E-04	1.17E-03
1:Ins:C:5	3.01E-04	5.68E-04	7.49E-04	6.67E-04	5.19E-04	1.53E-04	7.87E-04	1.74E-03
1:Ins:T:0	2.92E-04	1.68E-03	1.63E-03	8.96E-04	9.61E-05	3.16E-05	6.69E-04	8.71E-03
1:Ins:T:1	0.00E+00	8.17E-04	2.18E-03	3.08E-03	4.25E-05	2.34E-04	1.95E-04	3.40E-03
1:Ins:T:2	2.15E-05	3.04E-04	3.72E-04	5.06E-04	5.12E-04	0.00E+00	2.91E-04	4.93E-04
1:Ins:T:3	1.47E-04	5.37E-04	2.49E-04	7.08E-04	4.87E-04	9.66E-05	0.00E+00	7.14E-04
1:Ins:T:4	1.07E-04	8.93E-05	4.29E-04	1.21E-03	6.99E-04	8.51E-04	2.43E-04	2.62E-03
1:Ins:T:5	6.16E-08	6.66E-07	6.40E-07	2.21E-03	1.80E-03	8.55E-07	1.37E-08	4.98E-03
2:Del:R:0	5.02E-04	1.08E-03	6.71E-04	2.34E-03	4.34E-04	6.56E-04	2.37E-04	4.11E-03
