Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83F
V1	1:Del:C:0	0.0	0.009483565560003336	0.07300539554884712	0.9164869259337093	0.0010241129574402378	0.0
V1	1:Del:C:1	0.0	0.00013681261794798623	0.1380507179306953	0.8616170963620441	0.00019537308931254105	0.0
V1	1:Del:C:2	0.0	0.000453386278170233	0.4527326682847127	0.5459734239935832	0.0008405214435338814	0.0
V1	1:Del:C:3	0.0	0.10853240459801097	0.22118834718742583	0.6493054588937704	0.02097378932079284	0.0
V1	1:Del:C:4	0.0	0.16881893430079614	0.0520646805845118	0.7613460291705537	0.017770355944138384	0.0
V1	1:Del:C:5	0.0	0.9186698581838987	0.05472506256925796	0.003919508109141246	0.02268557113770225	0.0
V1	1:Del:T:0	0.0	0.04244403404462602	0.1714192543687461	0.7854022383789915	0.0007344732076363505	0.0
V1	1:Del:T:1	0.0	2.1972789839362965e-17	0.054213573670819075	0.34295330511823013	0.6028331212109507	0.0
V1	1:Del:T:2	0.0	0.013453690108027322	0.01603115846974262	0.2285051916994401	0.74200995972279	0.0
V1	1:Del:T:3	0.0	0.10782768400040765	0.048818508145054444	0.8399991421688094	0.0033546656857285032	0.0
V1	1:Del:T:4	0.0	0.26218526033742046	0.00660869149532165	0.7312060481672579	0.0	0.0
V1	1:Del:T:5	0.0	0.9767236830608468	0.011872204084388925	0.0015516253798950384	0.009852487474869283	0.0
V1	1:Ins:C:0	0.0	1.532494336826357e-15	0.9999994733280186	2.9214910000333592e-15	5.266719770053314e-07	0.0
V1	1:Ins:C:1	0.0	0.10079798927264338	0.8980014150553896	0.0011927216032351562	7.874068731954467e-06	0.0
V1	1:Ins:C:2	0.0	0.012590467583629205	0.6842219084041282	0.23586131134022814	0.0673263126720145	0.0
V1	1:Ins:C:3	0.0	0.7436621358511184	0.18788385962462517	1.3021454197981965e-14	0.06845400452424336	0.0
V1	1:Ins:C:4	0.0	0.8485425597012635	0.15058131850556788	0.000876121793168492	0.0	0.0
V1	1:Ins:C:5	0.0	0.9367023526542064	0.04741044523570591	0.010655816156481175	0.005231385953606426	0.0
V1	1:Ins:T:0	0.0	0.05660377340045623	0.17908729380977836	0.7480670292841729	0.01624190350559255	0.0
V1	1:Ins:T:1	0.0	2.0669525607463893e-16	0.23755459899555367	0.7564093311325175	0.0060360698719286385	0.0
V1	1:Ins:T:2	0.0	0.12438558588557726	0.2562633338045377	0.6193510803098851	0.0	0.0
