NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.996	18.738	9.857	10.919	0.105	0.988	80000.0
2	43.387	19.594	10.373	11.502	0.107	0.99	30000.0
3	42.539	18.669	10.36	11.089	0.098	0.991	50000.0
4	42.415	19.079	10.252	11.305	0.101	0.99	50000.0
5	45.356	20.368	10.823	11.789	0.114	0.989	50000.0
6	38.554	17.547	8.925	10.069	0.099	0.992	50000.0
7	40.964	18.434	9.46	10.282	0.1	0.992	70000.0
8	40.94	17.643	9.731	10.15	0.094	0.992	60000.0
9	38.702	16.97	9.105	9.916	0.093	0.993	40000.0
10	40.816	18.176	9.546	10.396	0.098	0.991	30000.0
