MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	5.61E-04	1.01E-03	7.01E-04	9.28E-05	4.19E-03	4.23E-02	1.11E-03	2.42E-02	3.23E-02	3.57E-02	4.12E-03
1:Del:C:1	1.32E-04	7.61E-04	1.29E-03	8.14E-06	2.98E-03	1.16E-02	1.41E-07	2.79E-02	2.31E-02	2.11E-02	1.15E-02
1:Del:C:2	2.60E-04	6.12E-04	7.61E-05	4.95E-04	3.21E-04	3.16E-03	3.38E-03	1.31E-03	1.05E-02	1.33E-03	2.40E-03
1:Del:C:3	2.47E-04	6.56E-08	6.08E-04	3.02E-04	2.04E-03	2.39E-07	4.08E-02	1.02E-03	2.12E-02	3.13E-46	2.76E-03
1:Del:C:4	5.10E-04	2.89E-04	4.86E-04	4.35E-04	4.15E-04	1.36E-03	0.00E+00	2.43E-03	9.07E-04	3.07E-03	2.92E-03
1:Del:C:5	1.91E-03	0.00E+00	3.07E-04	7.02E-04	2.22E-04	0.00E+00	5.55E-05	0.00E+00	1.22E-03	3.79E-03	8.71E-03
1:Del:T:0	1.48E-03	1.40E-46	1.45E-03	7.00E-04	1.52E-02	8.82E-03	2.24E-03	1.89E-02	8.77E-03	1.71E-02	3.10E-02
1:Del:T:1	7.92E-07	3.26E-04	1.91E-04	7.87E-05	3.13E-03	9.52E-03	3.23E-05	1.98E-02	1.12E-02	9.00E-03	7.55E-03
1:Del:T:2	1.29E-03	1.31E-03	0.00E+00	0.00E+00	1.17E-03	8.50E-03	1.97E-03	1.94E-02	1.47E-02	1.23E-02	8.03E-03
1:Del:T:3	3.44E-03	5.99E-04	2.95E-03	6.28E-04	3.20E-03	2.28E-02	0.00E+00	3.34E-02	2.62E-02	1.53E-02	1.55E-02
1:Del:T:4	4.96E-03	1.73E-07	2.17E-09	7.38E-05	7.84E-03	6.54E-03	2.96E-07	1.17E-02	1.10E-02	5.39E-02	9.72E-03
1:Del:T:5	7.95E-03	1.28E-07	1.22E-07	2.66E-04	8.69E-04	2.27E-07	1.33E-03	3.28E-03	1.23E-07	2.63E-02	9.57E-02
1:Ins:C:0	4.01E-07	1.47E-04	1.37E-34	1.07E-04	3.88E-04	8.86E-09	5.48E-07	9.38E-04	2.88E-06	2.62E-04	1.95E-03
1:Ins:C:1	2.02E-05	3.54E-09	2.98E-09	3.07E-08	3.75E-04	6.23E-05	3.67E-05	5.05E-04	2.15E-06	3.16E-07	5.44E-04
1:Ins:C:2	9.27E-09	1.10E-04	1.79E-07	1.79E-08	5.37E-04	1.03E-04	1.27E-08	6.75E-04	6.06E-07	1.79E-04	7.73E-04
1:Ins:C:3	3.15E-08	5.16E-09	1.11E-08	1.29E-04	4.99E-05	1.45E-08	2.37E-08	2.54E-04	7.31E-08	0.00E+00	2.27E-04
1:Ins:C:4	5.15E-04	1.52E-04	2.68E-04	3.12E-04	0.00E+00	0.00E+00	9.08E-30	1.08E-04	8.16E-08	1.30E-03	1.06E-03
1:Ins:C:5	1.43E-03	1.07E-04	0.00E+00	1.27E-03	1.83E-04	0.00E+00	5.22E-05	1.11E-04	1.70E-03	3.14E-03	2.88E-03
1:Ins:T:0	1.83E-04	3.11E-04	0.00E+00	6.00E-04	1.57E-03	3.45E-03	1.59E-04	3.34E-03	2.48E-03	1.91E-03	3.15E-03
1:Ins:T:1	1.31E-04	6.97E-04	2.33E-04	1.39E-08	6.89E-04	3.03E-03	6.40E-05	9.49E-04	7.46E-04	5.63E-03	1.54E-03
1:Ins:T:2	2.64E-04	6.70E-05	8.97E-05	1.87E-04	3.59E-04	6.82E-04	8.34E-05	1.03E-03	8.43E-04	8.46E-04	9.41E-04
1:Ins:T:3	2.54E-04	2.43E-04	0.00E+00	2.95E-04	2.60E-04	4.41E-04	2.43E-04	2.33E-03	6.84E-04	4.45E-04	8.77E-04
1:Ins:T:4	4.74E-04	3.03E-05	5.46E-04	9.44E-04	5.17E-04	6.26E-04	5.93E-04	6.89E-04	3.51E-04	2.21E-04	2.12E-03
1:Ins:T:5	4.27E-08	1.80E-03	5.67E-04	3.08E-03	5.78E-03	2.00E-07	5.09E-08	7.25E-03	6.02E-04	8.77E-03	6.30E-03
2:Del:R:0	0.00E+00	1.82E-04	0.00E+00	6.80E-04	6.79E-04	2.67E-03	7.83E-04	3.48E-03	2.22E-03	2.99E-03	9.62E-05
2:Del:R:1	5.26E-04	1.60E-05	2.71E-04	3.38E-04	1.51E-03	1.10E-03	4.64E-05	3.50E-03	3.22E-04	4.84E-03	1.90E-03
2:Del:R:2	4.35E-04	1.22E-05	1.20E-07	2.21E-04	3.90E-04	3.59E-04	0.00E+00	4.01E-04	2.62E-04	3.52E-04	1.71E-03
2:Del:R:3	1.68E-04	0.00E+00	1.69E-04	1.34E-08	0.00E+00	9.54E-09	9.62E-09	1.09E-09	5.24E-08	4.00E-04	5.30E-05
2:Del:R:4	2.34E-05	1.34E-08	6.57E-09	3.57E-08	5.98E-04	2.12E-06	9.24E-09	4.07E-04	5.26E-05	1.27E-03	2.71E-04
2:Del:R:5	2.17E-07	3.82E-09	2.67E-08	1.08E-07	2.42E-04	8.72E-05	7.62E-09	3.02E-04	6.02E-05	8.01E-08	2.76E-04
3:Del:R:0	2.83E-08	1.01E-07	2.53E-08	4.79E-08	1.84E-03	4.49E-08	4.15E-02	6.59E-03	1.08E-01	2.59E-03	7.46E-08
3:Del:R:1	8.57E-04	3.79E-05	0.00E+00	7.92E-04	1.91E-04	1.52E-03	5.49E-04	9.17E-04	3.55E-04	2.18E-03	2.92E-03
3:Del:R:2	2.57E-04	1.82E-04	0.00E+00	2.23E-04	7.06E-04	3.08E-04	4.04E-04	1.14E-04	9.69E-04	1.13E-03	1.93E-03
3:Del:R:3	1.71E-04	1.48E-08	8.61E-09	1.96E-06	4.65E-04	1.77E-08	3.78E-05	1.95E-04	6.87E-08	2.76E-08	5.63E-04
3:Del:R:4	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
3:Del:R:5	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
4:Del:R:0	0.00E+00	2.96E-04	0.00E+00	1.83E-04	1.72E-03	8.65E-04	2.58E-04	2.04E-03	1.73E-05	6.60E-04	1.20E-03
4:Del:R:1	4.46E-04	1.24E-04	6.83E-04	2.82E-08	5.19E-04	4.82E-04	6.99E-04	1.16E-04	2.97E-03	1.62E-03	3.03E-03
4:Del:R:2	1.00E-04	5.62E-05	1.25E-04	7.80E-09	2.69E-04	4.91E-04	1.29E-04	1.70E-04	2.26E-04	3.94E-04	7.91E-04
4:Del:R:3	3.43E-08	2.99E-08	5.04E-08	6.33E-08	4.19E-08	9.27E-05	5.45E-08	1.44E-04	1.05E-07	2.88E-08	2.08E-04
4:Del:R:4	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
4:Del:R:5	2.09E-08	3.19E-09	1.57E-04	5.84E-05	0.00E+00	5.79E-08	1.82E-08	1.00E-04	1.84E-08	3.71E-08	1.31E-04
5:Del:R:0	4.40E-04	6.93E-07	0.00E+00	6.80E-07	4.47E-02	1.78E-03	2.21E-03	9.27E-02	5.98E-07	5.38E-04	1.34E-02
5:Del:R:1	3.98E-04	2.50E-06	8.03E-08	5.37E-09	1.92E-04	2.02E-04	1.76E-06	0.00E+00	2.56E-04	2.15E-03	1.76E-03
5:Del:R:2	3.11E-08	2.10E-04	6.60E-05	2.39E-08	5.23E-04	1.95E-04	6.59E-05	7.45E-04	2.05E-04	4.19E-04	2.70E-04
5:Del:R:3	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
5:Del:R:4	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
5:Del:R:5	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
2:Ins:R:0	0.00E+00	9.88E-05	0.00E+00	6.62E-05	4.81E-04	1.72E-04	1.40E-04	7.76E-04	4.22E-04	7.10E-04	7.10E-04
2:Ins:R:1	3.50E-05	0.00E+00	0.00E+00	3.22E-08	4.31E-04	9.52E-04	0.00E+00	1.34E-03	4.90E-04	0.00E+00	5.17E-05
2:Ins:R:2	1.90E-04	1.25E-08	7.52E-08	3.54E-08	1.32E-04	1.14E-04	0.00E+00	1.86E-04	3.33E-04	4.64E-08	3.08E-04
2:Ins:R:3	1.06E-08	0.00E+00	2.41E-08	6.92E-05	0.00E+00	6.08E-05	2.14E-06	2.68E-04	3.05E-04	4.46E-04	1.28E-04
2:Ins:R:4	4.29E-04	0.00E+00	0.00E+00	7.66E-04	1.93E-05	6.33E-09	1.96E-04	3.12E-05	1.87E-04	3.39E-08	1.94E-03
2:Ins:R:5	2.28E-03	6.57E-05	0.00E+00	1.31E-03	3.37E-05	7.11E-06	2.87E-04	2.88E-04	5.06E-04	2.75E-04	7.53E-03
3:Ins:R:0	7.29E-06	2.93E-08	1.10E-05	3.74E-08	7.39E-09	1.98E-04	2.86E-07	1.36E-04	4.09E-05	3.87E-04	1.76E-04
3:Ins:R:1	1.41E-04	1.60E-08	0.00E+00	8.49E-05	2.75E-04	5.55E-04	8.80E-05	6.15E-04	1.83E-04	9.42E-04	3.92E-04
3:Ins:R:2	3.09E-08	1.93E-08	6.65E-08	1.15E-07	2.60E-04	5.63E-05	7.94E-05	4.48E-04	1.41E-07	1.88E-06	1.82E-04
3:Ins:R:3	2.38E-08	8.97E-08	4.37E-08	4.00E-08	1.28E-04	2.94E-05	3.70E-08	1.18E-04	1.64E-07	2.05E-08	1.11E-04
3:Ins:R:4	7.58E-05	1.72E-08	6.01E-05	4.79E-08	5.90E-05	4.16E-08	2.73E-08	4.79E-05	6.63E-08	4.20E-46	1.17E-04
3:Ins:R:5	3.84E-04	1.10E-08	4.00E-08	6.17E-08	0.00E+00	1.51E-04	5.36E-05	9.67E-09	3.87E-05	3.31E-04	8.09E-04
4:Ins:R:0	7.27E-09	1.79E-08	1.67E-08	1.65E-08	2.23E-04	1.18E-08	2.06E-05	3.04E-05	2.26E-04	1.32E-08	1.47E-08
4:Ins:R:1	1.89E-04	0.00E+00	0.00E+00	3.17E-04	1.08E-05	1.22E-08	5.60E-04	7.49E-04	1.08E-03	1.54E-04	1.22E-03
4:Ins:R:2	3.21E-08	3.18E-08	4.96E-08	5.80E-05	1.11E-07	6.08E-08	4.18E-08	7.71E-08	1.05E-07	2.52E-08	1.70E-04
4:Ins:R:3	4.91E-08	9.30E-08	2.35E-08	4.04E-08	6.29E-05	4.89E-05	6.78E-05	2.86E-04	2.02E-04	2.26E-04	1.42E-06
4:Ins:R:4	9.42E-05	2.19E-08	8.13E-09	1.85E-08	1.09E-04	7.37E-05	3.43E-08	8.81E-05	8.35E-07	2.60E-07	1.17E-04
4:Ins:R:5	2.67E-04	0.00E+00	8.06E-09	3.13E-04	0.00E+00	0.00E+00	5.56E-04	0.00E+00	8.44E-04	4.17E-04	2.03E-03
5:Ins:R:0	3.52E-08	2.67E-08	3.40E-08	6.47E-08	4.36E-08	5.96E-08	9.86E-05	4.37E-08	1.08E-07	2.00E-08	3.37E-04
5:Ins:R:1	1.28E-07	1.29E-02	3.68E-02	9.83E-08	1.13E-07	3.19E-07	2.42E-08	8.21E-07	2.64E-07	4.20E-46	1.03E-02
5:Ins:R:2	1.15E-08	1.17E-08	1.29E-08	5.41E-09	3.91E-08	3.68E-08	2.92E-08	4.99E-08	5.98E-08	1.97E-08	7.29E-08
5:Ins:R:3	3.75E-08	2.49E-08	3.20E-08	3.60E-05	2.02E-08	5.26E-08	2.23E-05	2.39E-04	1.80E-04	1.18E-08	3.51E-08
5:Ins:R:4	3.27E-08	3.82E-08	2.53E-04	1.79E-08	4.23E-08	5.10E-08	4.72E-08	6.32E-08	1.10E-07	1.81E-08	1.61E-04
