Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V61	4.84E+00	2.05E+00	3.68E+00	4.26E+00	6.67E-01	3.07E+00	4.65E+00	3.17E+00
V62	7.17E+00	1.30E+01	1.03E+01	0.00E+00	2.18E+00	9.78E-01	9.39E+00	1.00E+01
V63	3.28E+00	1.21E+00	1.01E+00	9.78E-01	1.17E+01	1.12E+00	1.35E+01	3.08E+00
V64	2.17E+00	9.43E-01	4.78E+00	1.51E+00	5.28E+00	2.38E+00	4.61E+00	4.43E+00
V65	6.42E+00	2.84E+00	1.14E+01	0.00E+00	1.69E+00	5.30E+00	1.34E+01	4.15E+00
V66	3.85E+00	9.34E+00	3.31E+00	0.00E+00	1.00E-01	5.41E+00	4.77E+00	8.52E+00
V67	4.64E+00	2.80E+00	7.31E-01	2.82E+01	1.51E+00	7.90E-01	3.03E+01	3.01E+00
V68	1.01E+01	3.90E+00	4.69E+00	0.00E+00	8.11E+00	0.00E+00	6.47E+00	1.15E+01
V69	2.24E-01	1.87E+01	9.00E-01	1.00E-01	4.46E+00	0.00E+00	2.63E+00	2.13E+01
V70	1.32E+00	2.08E+00	2.96E+00	1.05E+00	2.94E+00	0.00E+00	3.43E+00	2.04E+00
V71	2.50E+00	7.46E-01	1.79E+00	3.32E+00	8.33E-01	2.27E+00	4.34E+00	2.15E+00
V72	1.33E-01	3.87E+00	5.01E+00	1.50E+00	5.59E-01	5.39E-01	5.88E+00	4.77E+00
V73	1.30E+01	4.22E+00	2.22E+00	3.20E+00	6.71E-01	4.58E-01	4.03E+00	1.30E+01
V74	8.98E+00	6.34E+00	7.45E-01	6.98E+00	1.30E+00	3.80E+00	8.12E+00	1.01E+01
V75	6.39E+00	2.62E+00	6.86E-01	1.70E+00	6.19E+00	2.29E+00	5.22E+00	6.55E+00
V76	1.03E+01	2.26E+00	4.64E+00	1.22E+00	1.03E+01	0.00E+00	8.38E+00	1.25E+01
V77	1.29E+01	1.27E+00	1.13E+01	1.81E+00	2.52E+00	1.07E+00	1.36E+01	1.55E+01
V78	4.33E+00	4.22E+00	2.72E+00	5.97E-01	3.54E+00	3.72E+00	3.68E+00	3.36E+00
V79	3.22E+00	1.02E+01	6.57E-01	7.55E+00	1.41E+00	1.28E+00	8.40E+00	9.63E+00
V80	2.83E+00	4.38E+00	2.90E+00	7.46E-01	7.34E-01	0.00E+00	3.81E+00	3.96E+00
V81	1.11E+00	5.39E+00	1.10E+01	4.58E-01	1.35E+00	1.30E+00	1.09E+01	3.27E+00
V82	2.48E+01	4.83E+00	2.81E+01	0.00E+00	3.67E+00	6.63E+00	3.53E+01	2.73E+01
V83	5.39E-01	0.00E+00	3.89E+00	5.62E-01	6.15E-01	7.48E-01	3.66E+00	1.72E+00
V84	3.78E+00	3.13E+00	7.64E+00	8.36E-01	1.47E+00	1.56E+00	9.15E+00	5.14E+00
V85	8.99E+00	1.73E+00	6.23E-01	8.67E+00	3.84E+00	8.31E+00	9.14E+00	4.00E-01
V86	1.64E+00	1.05E+00	2.35E+00	2.10E+00	1.41E+00	1.47E+00	2.74E+00	1.33E+00
V87	6.73E+00	3.32E+00	8.33E+00	2.00E+00	1.56E+00	3.75E+00	4.28E+00	6.04E+00
V88	3.22E+00	1.65E+00	3.13E+00	5.48E+00	2.21E-01	2.30E+00	4.31E+00	1.68E+00
V89	4.60E+00	2.77E+00	6.05E+00	1.19E+00	2.53E+00	5.16E-01	6.84E+00	7.19E+00
V90	4.44E+00	1.18E+01	1.53E+00	0.00E+00	3.54E+00	4.42E+00	3.12E+00	1.25E+01
V91	4.00E-01	9.78E-01	3.33E+00	4.28E+00	1.98E+00	3.79E-01	3.05E+00	1.08E+00
V92	2.00E+01	6.11E+00	2.41E+00	2.97E+00	3.24E+00	2.05E+00	2.74E+00	1.86E+01
V93	3.01E+00	4.19E+00	5.59E-01	1.69E+00	1.20E+00	1.00E-01	2.37E+00	3.97E+00
V94	3.87E+00	9.00E+00	0.00E+00	2.63E+00	1.16E+00	1.83E+00	3.23E+00	7.56E+00
V95	0.00E+00	7.02E-01	6.33E+00	3.15E+00	2.59E+00	4.33E+00	6.87E+00	3.46E+00
V96	5.81E+00	1.38E+00	3.48E-01	2.84E+00	2.36E+00	0.00E+00	4.23E+00	6.90E+00
V97	2.95E+00	4.83E+00	0.00E+00	1.00E-01	5.15E+00	1.86E+00	7.00E+00	5.87E+00
V98	2.94E+00	9.04E+00	1.22E+00	2.67E-01	1.55E+00	0.00E+00	1.21E+00	7.64E+00
V99	2.49E+00	1.13E+00	0.00E+00	5.22E-01	0.00E+00	5.17E-01	4.00E-01	2.43E+00
V100	7.09E+00	1.75E+00	1.94E+00	5.95E+00	6.70E-01	3.81E+00	3.89E+00	8.25E+00
