Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	43	2	23	55	32	5	29	1
V2	12	85	8	21	0	10	21	6
V3	48	17	7	26	3	79	4	10
V4	149	119	1	8	1	35	0	22
V5	28	10	6	64	61	15	82	0
V6	7	2	0	40	18	30	0	0
V7	1	0	48	1	2	7	0	0
V8	18	6	0	5	8	41	53	0
V9	0	0	44	33	0	14	21	6
V10	0	125	0	136	19	0	23	0
V11	76	6	36	0	33	8	0	57
V12	62	15	109	5	4	27	0	0
V13	9	10	38	2	7	11	12	20
V14	164	0	15	0	47	49	29	158
V15	0	177	3	0	0	24	15	0
V16	81	74	199	29	88	2	88	0
V17	226	9	11	13	3	89	8	21
V18	136	33	22	16	119	7	42	32
V19	5	97	39	1	48	3	0	11
V20	295	179	6	7	12	3	0	48
V21	51	52	0	69	39	20	239	10
V22	65	87	13	15	20	0	32	1
V23	38	4	16	5	2	17	0	32
V24	672	51	3	6	46	82	0	75
V25	29	17	54	50	0	9	3	22
V26	155	114	0	31	56	44	32	8
V27	34	123	41	8	0	2	12	12
V28	24	0	23	365	169	13	114	42
V29	80	13	0	335	70	22	29	0
V30	49	187	3	2	9	27	5	10
V31	518	12	38	153	11	145	7	0
V32	9	223	3	6	5	0	2	9
V33	99	122	47	0	0	3	25	0
V34	1	3	4	109	16	0	0	0
V35	0	50	5	37	42	21	87	0
V36	8	195	0	0	150	0	84	34
V37	0	1	18	0	33	27	37	14
V38	21	37	0	25	55	31	2	0
V39	2	82	53	0	50	2	14	4
V40	75	0	55	5	4	6	46	2
V41	111	4	97	191	43	2	0	3
V42	55	0	8	24	274	81	65	18
V43	11	12	7	0	68	0	67	16
V44	14	0	218	0	0	7	70	0
V45	17	19	118	5	2	5	9	14
V46	6	4	5	0	0	35	0	0
V47	154	54	206	72	32	0	0	12
V48	9	11	4	0	46	10	24	29
V49	116	15	4	0	0	25	1	32
V50	97	205	108	98	19	39	0	1
V51	111	2	11	40	219	29	0	15
V52	78	13	35	238	0	20	100	0
V53	0	0	0	23	58	0	11	1
V54	5	0	51	0	197	100	0	29
V55	88	179	54	2	58	78	33	0
V56	1	14	0	0	4	7	5	0
V57	0	79	27	0	21	0	17	0
V58	36	4	20	1	5	31	7	5
V59	17	7	26	41	7	9	0	9
V60	60	29	12	8	4	24	24	0
V61	108	10	46	35	0	43	9	20
V62	56	116	179	0	3	5	24	26
V63	96	6	34	0	92	10	62	0
V64	8	1	58	13	19	24	44	11
V65	204	38	106	0	0	91	40	26
V66	59	102	75	0	2	93	0	0
V67	61	14	0	173	0	2	106	0
V68	15	4	30	0	41	0	44	112
V69	0	188	7	0	36	0	15	5
V70	33	20	14	6	147	0	0	1
V71	61	4	12	35	0	54	16	9
V72	0	37	119	5	0	1	19	0
V73	100	22	33	53	1	2	3	73
V74	95	62	1	52	0	43	43	31
V75	178	6	0	7	12	30	51	33
V76	43	13	175	0	133	0	42	127
V77	122	28	149	12	16	3	12	87
V78	42	59	29	0	13	43	19	15
V79	35	95	0	58	6	15	16	13
V80	46	82	39	0	0	0	17	13
V81	0	131	138	0	1	5	35	19
V82	439	0	126	0	0	118	113	188
V83	0	0	53	4	5	1	0	8
V84	42	61	79	4	8	29	12	41
V85	122	32	0	46	10	181	39	0
V86	39	7	27	19	16	7	5	0
V87	70	31	144	39	10	99	0	3
V88	47	11	55	43	0	81	4	0
V89	35	56	185	19	18	3	0	23
V90	30	113	26	0	46	95	15	0
V91	0	8	17	59	10	1	32	3
V92	207	188	33	24	24	44	3	95
V93	44	88	1	13	11	0	0	6
V94	33	61	0	25	8	17	0	20
V95	0	0	42	51	9	80	60	4
V96	64	9	1	67	29	0	0	0
V97	71	266	0	1	91	42	0	0
V98	98	204	46	1	14	0	0	3
V99	16	20	0	2	0	3	0	12
V100	75	27	17	108	0	50	0	46
