MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	9.33E-05	0.00E+00	5.96E-04	2.66E-08	2.40E-02	6.41E-03	4.94E-03	4.46E-02	3.63E-06	2.40E-02
1:Del:C:1	7.22E-04	0.00E+00	4.81E-04	2.99E-07	1.43E-02	5.61E-03	3.73E-03	8.88E-03	3.35E-03	5.54E-03
1:Del:C:2	2.13E-08	8.23E-09	0.00E+00	2.12E-04	5.44E-04	7.14E-04	7.38E-04	3.14E-05	6.53E-04	6.31E-04
1:Del:C:3	0.00E+00	7.34E-04	3.73E-04	0.00E+00	8.77E-04	6.65E-04	1.79E-03	1.84E-03	6.09E-04	3.02E-03
1:Del:C:4	1.86E-04	1.89E-04	9.88E-04	3.20E-04	2.12E-03	9.74E-04	1.00E-03	1.30E-03	6.37E-03	2.16E-03
1:Del:C:5	1.21E-04	3.48E-04	9.91E-04	0.00E+00	3.96E-04	1.85E-03	4.82E-04	2.13E-03	7.26E-04	2.36E-03
1:Del:T:0	0.00E+00	1.05E-03	1.40E-46	5.63E-04	1.37E-02	6.05E-03	6.23E-03	1.99E-02	6.25E-03	2.42E-02
1:Del:T:1	5.16E-04	1.69E-04	8.43E-05	0.00E+00	4.87E-03	1.50E-03	1.78E-03	9.80E-03	3.21E-05	7.49E-03
1:Del:T:2	3.62E-04	3.41E-04	1.21E-03	2.44E-04	1.28E-02	1.79E-03	2.95E-03	8.78E-03	2.45E-02	8.57E-03
1:Del:T:3	3.50E-04	2.30E-03	2.05E-03	2.02E-02	9.45E-03	1.33E-03	1.30E-03	8.16E-02	2.50E-02	1.26E-02
1:Del:T:4	8.09E-04	8.70E-04	3.86E-03	4.99E-05	1.33E-02	1.36E-03	2.91E-03	2.13E-02	1.04E-02	3.40E-02
1:Del:T:5	1.69E-07	2.28E-04	4.30E-03	1.77E-08	2.89E-07	4.81E-04	2.12E-03	1.57E-02	6.75E-02	1.33E-02
1:Ins:C:0	8.41E-05	2.17E-08	2.66E-08	5.63E-09	1.39E-04	3.82E-04	3.98E-04	2.80E-04	4.38E-05	4.17E-08
1:Ins:C:1	4.29E-08	2.11E-10	1.59E-04	3.41E-04	6.77E-05	8.87E-05	5.99E-04	3.51E-05	5.13E-04	1.41E-03
1:Ins:C:2	7.54E-05	1.91E-08	5.85E-08	1.46E-08	5.65E-08	5.24E-04	7.06E-04	2.50E-04	7.71E-05	6.83E-07
