NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.446	25.172	15.818	15.904	0.151	0.983	70000.0
2	62.049	24.725	14.984	15.18	0.152	0.984	40000.0
3	60.84	24.173	14.379	14.382	0.149	0.987	60000.0
4	67.395	26.697	17.923	17.976	0.156	0.979	40000.0
5	69.512	27.251	19.403	18.373	0.15	0.977	20000.0
6	63.109	25.11	15.734	15.712	0.152	0.984	30000.0
7	61.41	24.277	15.368	15.459	0.146	0.983	40000.0
8	72.669	28.739	20.095	19.251	0.163	0.974	50000.0
9	67.15	26.992	17.577	17.79	0.157	0.979	30000.0
10	61.484	24.82	14.497	14.816	0.155	0.986	50000.0
