Samples	ID83A	ID83B
V1	8.75E+00	8.75E+00
V2	2.67E+01	2.67E+01
V3	1.44E+01	1.44E+01
V4	1.36E+01	1.36E+01
V5	5.06E+00	5.06E+00
V6	7.11E+00	7.13E+00
V7	6.25E+00	6.25E+00
V8	2.62E+01	2.62E+01
V9	2.24E+01	2.24E+01
V10	3.96E+01	3.96E+01
V11	6.87E+00	6.87E+00
V12	2.15E+01	2.15E+01
V13	1.53E+01	1.53E+01
V14	2.68E+01	2.68E+01
V15	1.41E+01	1.41E+01
V16	7.60E+00	7.60E+00
V17	2.11E+01	2.11E+01
V18	2.91E+01	2.91E+01
V19	1.51E+01	1.51E+01
V20	2.76E+01	2.76E+01
V21	2.33E+01	2.33E+01
V22	3.85E+01	3.85E+01
V23	5.88E+01	5.88E+01
V24	4.91E+00	4.91E+00
V25	9.47E+00	9.47E+00
V26	3.88E+01	3.88E+01
V27	1.50E+01	1.50E+01
V28	8.53E+01	8.53E+01
V29	5.11E+00	5.11E+00
V30	2.88E+01	2.88E+01
V31	1.87E+01	1.87E+01
V32	5.28E+01	5.28E+01
V33	5.75E+00	5.75E+00
V34	9.97E+00	9.97E+00
V35	6.20E+00	6.20E+00
V36	5.18E+00	5.18E+00
V37	6.42E+00	6.42E+00
V38	2.91E+01	2.91E+01
V39	1.91E+01	1.91E+01
V40	3.42E+01	3.42E+01
V41	2.60E+01	2.60E+01
V42	1.18E+01	1.18E+01
V43	8.87E+00	8.87E+00
V44	7.05E+00	7.09E+00
V45	1.15E+01	1.15E+01
V46	4.73E+00	4.73E+00
V47	1.21E+01	1.21E+01
V48	2.33E+01	2.33E+01
V49	3.84E+01	3.84E+01
V50	2.43E+01	2.43E+01
V51	3.31E+01	3.31E+01
V52	4.90E+01	4.90E+01
V53	7.72E+01	7.72E+01
V54	3.42E+01	3.42E+01
V55	1.36E+01	1.36E+01
V56	9.99E+00	9.99E+00
V57	1.59E+01	1.59E+01
V58	2.92E+01	2.92E+01
V59	2.49E+01	2.49E+01
V60	8.82E+00	8.82E+00
V61	1.17E+01	1.17E+01
V62	8.39E+00	8.39E+00
V63	1.66E+01	1.66E+01
V64	4.66E+00	4.66E+00
V65	6.76E+00	6.76E+00
V66	2.09E+01	2.09E+01
V67	4.62E+00	4.62E+00
V68	5.21E+01	5.21E+01
V69	1.64E+01	1.64E+01
V70	2.21E+01	2.21E+01
V71	3.47E+00	3.47E+00
V72	7.25E+00	7.25E+00
V73	1.54E+01	1.54E+01
V74	1.17E+01	1.17E+01
V75	1.50E+01	1.50E+01
V76	1.07E+02	1.07E+02
V77	8.09E+00	8.09E+00
V78	3.17E+00	3.17E+00
V79	5.37E+00	5.37E+00
V80	1.10E+01	1.10E+01
V81	4.82E+01	4.82E+01
V82	2.65E+01	2.65E+01
V83	4.69E+00	4.69E+00
V84	1.19E+01	1.19E+01
V85	2.39E+01	2.39E+01
V86	4.40E+01	4.40E+01
V87	1.17E+01	1.17E+01
V88	4.55E+00	4.55E+00
V89	1.14E+01	1.14E+01
V90	2.42E+01	2.42E+01
V91	1.29E+01	1.29E+01
V92	5.95E+01	5.95E+01
V93	1.87E+01	1.87E+01
V94	1.51E+01	1.51E+01
V95	4.54E+01	4.54E+01
V96	2.43E+01	2.43E+01
V97	4.52E+00	4.52E+00
V98	6.28E+00	6.28E+00
V99	5.91E+00	5.91E+00
V100	3.53E+00	3.53E+00
