MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.29E-03	1.08E-07	1.92E-03	3.29E-03	1.09E-03	9.30E-04
1:Del:C:1	1.12E-03	6.93E-04	6.59E-04	1.47E-03	2.63E-05	1.01E-04
1:Del:C:2	2.65E-04	9.24E-05	1.82E-04	3.82E-04	0.00E+00	1.33E-08
1:Del:C:3	4.62E-04	0.00E+00	1.19E-04	6.20E-04	4.06E-04	8.18E-05
1:Del:C:4	7.55E-04	1.74E-04	1.27E-03	3.99E-04	5.01E-04	5.13E-05
1:Del:C:5	0.00E+00	2.53E-04	7.92E-09	1.59E-04	9.16E-04	2.61E-04
1:Del:T:0	1.97E-03	7.90E-04	7.27E-04	1.94E-03	1.31E-03	1.76E-03
1:Del:T:1	1.25E-03	4.21E-04	4.12E-04	1.11E-03	1.86E-04	2.27E-04
1:Del:T:2	1.99E-03	0.00E+00	2.33E-04	9.77E-04	7.60E-04	3.02E-04
1:Del:T:3	1.61E-03	1.47E-04	4.11E-04	3.78E-04	1.15E-03	8.00E-04
1:Del:T:4	1.44E-03	8.31E-04	1.01E-03	1.57E-03	1.34E-03	6.44E-04
1:Del:T:5	4.58E-08	1.43E-08	5.70E-08	1.32E-07	3.18E-03	1.75E-07
1:Ins:C:0	2.04E-08	3.62E-08	1.51E-08	2.40E-04	1.32E-08	1.26E-08
1:Ins:C:1	4.49E-08	5.60E-08	7.52E-09	1.84E-04	8.62E-09	5.10E-05
1:Ins:C:2	3.33E-08	4.20E-08	6.56E-08	1.65E-04	1.48E-06	2.14E-08
1:Ins:C:3	1.40E-46	7.47E-05	9.43E-05	1.26E-04	1.65E-04	6.76E-05
1:Ins:C:4	7.79E-05	3.48E-04	6.52E-09	7.94E-05	2.82E-04	3.62E-04
1:Ins:C:5	2.37E-05	7.25E-04	3.53E-08	3.48E-05	6.99E-04	2.51E-04
1:Ins:T:0	5.11E-04	2.73E-04	2.69E-06	4.88E-04	2.19E-04	4.38E-04
1:Ins:T:1	4.57E-04	0.00E+00	2.62E-04	5.90E-04	1.22E-05	1.99E-04
1:Ins:T:2	3.17E-04	8.45E-05	1.45E-04	1.29E-04	2.00E-04	3.30E-05
1:Ins:T:3	3.98E-04	3.70E-04	9.20E-05	2.15E-04	1.73E-04	2.05E-04
1:Ins:T:4	1.70E-04	6.20E-04	2.16E-04	3.66E-04	5.78E-04	5.22E-04
1:Ins:T:5	6.55E-04	2.64E-03	2.11E-07	2.11E-03	3.92E-08	1.80E-07
2:Del:R:0	6.29E-04	1.26E-04	3.52E-04	8.11E-04	4.46E-04	3.75E-04
2:Del:R:1	3.55E-04	1.58E-04	5.37E-04	6.82E-04	4.51E-04	1.67E-03
2:Del:R:2	1.78E-04	2.18E-08	2.29E-04	2.23E-04	2.43E-04	2.92E-09
2:Del:R:3	6.31E-09	1.26E-04	8.17E-09	0.00E+00	1.87E-04	8.91E-09
2:Del:R:4	4.66E-09	8.17E-05	6.21E-09	1.94E-10	1.20E-04	1.03E-04
2:Del:R:5	3.06E-08	5.10E-08	0.00E+00	1.68E-04	5.90E-05	6.69E-05
3:Del:R:0	2.28E-04	1.51E-05	1.62E-04	4.91E-04	1.62E-04	1.92E-08
3:Del:R:1	5.05E-04	5.24E-04	3.46E-04	7.56E-05	8.00E-04	3.79E-04
3:Del:R:2	1.18E-04	1.25E-08	3.83E-09	7.25E-05	2.55E-04	9.96E-05
3:Del:R:3	1.57E-04	2.16E-04	1.40E-08	2.65E-04	6.98E-08	2.90E-03
3:Del:R:4	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
3:Del:R:5	1.22E-07	5.68E-08	3.22E-08	6.71E-05	3.82E-08	4.55E-08
4:Del:R:0	3.17E-04	1.65E-04	0.00E+00	5.99E-04	0.00E+00	2.38E-04
4:Del:R:1	5.17E-04	4.65E-05	1.54E-05	3.11E-04	4.22E-04	0.00E+00
4:Del:R:2	1.72E-04	9.12E-09	3.24E-05	0.00E+00	1.28E-04	8.38E-05
4:Del:R:3	5.21E-08	5.29E-08	6.03E-05	3.39E-08	6.09E-05	6.05E-08
4:Del:R:4	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
4:Del:R:5	3.03E-08	5.73E-08	3.99E-08	6.90E-05	4.33E-08	6.43E-08
5:Del:R:0	1.20E-04	2.48E-04	5.93E-04	2.89E-03	3.61E-04	2.08E-04
5:Del:R:1	4.45E-05	1.27E-05	4.88E-07	1.75E-04	2.63E-04	1.60E-08
5:Del:R:2	3.68E-08	1.43E-08	1.37E-08	8.04E-05	9.42E-05	1.55E-08
5:Del:R:3	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
5:Del:R:4	6.39E-08	7.28E-08	1.96E-08	4.10E-08	1.23E-07	1.00E-04
5:Del:R:5	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
2:Ins:R:0	2.74E-04	1.59E-04	1.83E-04	1.04E-04	6.75E-05	3.19E-09
2:Ins:R:1	3.06E-04	0.00E+00	0.00E+00	2.21E-04	2.24E-04	3.74E-06
2:Ins:R:2	1.06E-04	6.45E-05	1.04E-04	8.84E-05	2.33E-04	2.57E-07
2:Ins:R:3	9.83E-05	1.55E-04	3.85E-05	7.34E-05	1.87E-04	2.88E-04
2:Ins:R:4	2.14E-08	1.90E-04	1.20E-03	5.74E-04	7.04E-04	0.00E+00
2:Ins:R:5	1.82E-04	1.02E-03	5.87E-07	2.65E-04	8.07E-04	1.91E-04
3:Ins:R:0	1.35E-07	7.79E-08	6.25E-04	1.53E-08	2.15E-04	2.18E-03
3:Ins:R:1	1.64E-04	1.25E-08	1.08E-04	1.54E-04	3.09E-05	7.76E-09
3:Ins:R:2	2.85E-08	6.26E-08	3.79E-08	7.18E-05	4.33E-08	3.18E-08
3:Ins:R:3	3.95E-08	8.49E-05	2.11E-08	2.83E-08	3.06E-08	4.71E-08
3:Ins:R:4	3.00E-08	5.35E-08	3.63E-08	8.48E-05	4.26E-08	5.71E-08
3:Ins:R:5	1.19E-04	2.75E-04	0.00E+00	1.20E-06	1.90E-04	2.62E-04
4:Ins:R:0	1.11E-04	3.37E-07	0.00E+00	1.93E-04	3.79E-09	1.44E-04
4:Ins:R:1	8.45E-05	2.16E-04	0.00E+00	1.71E-04	0.00E+00	1.04E-04
4:Ins:R:2	4.05E-08	5.88E-08	3.36E-08	3.59E-05	4.22E-08	6.35E-08
4:Ins:R:3	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
4:Ins:R:4	4.26E-08	7.96E-05	2.42E-08	7.80E-05	5.30E-05	6.50E-05
4:Ins:R:5	2.27E-04	2.11E-04	9.10E-05	2.06E-04	2.29E-04	0.00E+00
5:Ins:R:0	5.08E-08	7.32E-08	5.04E-03	4.29E-06	7.23E-08	3.06E-08
5:Ins:R:1	1.92E-04	1.28E-08	2.88E-04	6.59E-04	3.70E-04	6.88E-09
5:Ins:R:2	7.59E-05	5.95E-08	3.48E-08	3.84E-08	3.81E-08	5.21E-08
5:Ins:R:3	2.46E-05	1.27E-08	2.69E-07	1.47E-09	1.09E-04	3.85E-08
5:Ins:R:4	2.09E-09	2.40E-09	2.94E-09	3.09E-09	2.53E-09	2.62E-09
5:Ins:R:5	4.45E-08	4.40E-08	2.41E-08	8.77E-05	8.55E-05	4.80E-08
2:Del:M:1	7.06E-04	3.10E-04	1.59E-04	5.71E-04	1.51E-04	1.39E-04
3:Del:M:1	2.26E-04	1.83E-04	0.00E+00	4.33E-04	1.38E-04	1.05E-04
3:Del:M:2	3.20E-04	2.27E-04	1.62E-04	2.24E-04	3.67E-04	5.04E-05
4:Del:M:1	3.17E-04	6.11E-05	1.68E-04	4.62E-04	3.10E-08	7.79E-09
4:Del:M:2	3.93E-04	2.90E-04	0.00E+00	2.02E-04	2.84E-04	1.36E-04
4:Del:M:3	3.46E-04	1.75E-04	1.07E-04	2.19E-04	0.00E+00	8.28E-09
5:Del:M:1	0.00E+00	2.05E-07	5.80E-04	3.09E-03	1.26E-03	1.89E-04
5:Del:M:2	6.14E-08	7.63E-05	9.68E-05	1.37E-03	0.00E+00	3.13E-08
5:Del:M:3	3.17E-04	2.38E-04	2.42E-04	9.47E-04	2.27E-04	4.56E-04
5:Del:M:4	1.45E-04	2.30E-04	0.00E+00	8.54E-04	0.00E+00	1.23E-08
5:Del:M:5	1.36E-04	5.18E-08	0.00E+00	4.69E-04	5.56E-07	7.78E-08
