Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	0	2	2	13	44	17	14	7	0	0	18	0	0
V2	3	0	41	0	145	0	46	14	4	0	3	0	0
V3	128	0	71	100	52	62	76	0	0	0	26	0	0
V4	3	43	8	32	23	0	36	0	7	0	18	0	15
V5	46	13	11	8	15	0	15	7	19	0	0	0	0
V6	0	12	0	0	0	0	2	5	32	0	0	0	0
V7	289	21	0	19	23	18	12	22	0	14	0	0	9
V8	0	97	0	10	36	21	11	29	42	27	0	8	36
V9	3	45	116	0	6	0	0	21	24	30	0	0	0
V10	0	102	6	0	1	149	13	34	84	51	0	83	26
V11	0	4	23	19	4	9	0	11	1	0	32	0	1
V12	298	1	1	0	107	0	45	0	0	10	0	25	9
V13	0	0	98	0	38	0	89	0	0	0	0	0	0
V14	100	69	12	48	22	238	19	105	50	0	20	47	0
V15	55	0	16	44	0	11	0	0	0	0	45	0	0
V16	95	18	2	23	0	0	1	4	10	0	0	0	0
V17	0	59	1	0	103	3	99	0	23	0	0	0	0
V18	227	0	0	0	120	60	39	18	0	0	0	0	0
V19	16	2	99	30	5	0	0	0	8	0	8	1	17
V20	0	0	10	204	56	100	48	165	0	8	0	33	23
V21	0	82	40	7	8	0	14	2	20	28	0	14	0
V22	61	0	49	29	158	65	62	140	0	0	0	0	18
V23	2	172	78	0	0	7	16	0	146	14	0	0	0
V24	4	10	21	0	4	51	3	16	4	0	0	0	0
V25	1	35	55	1	13	61	11	0	0	38	1	0	0
V26	39	0	115	0	175	87	116	44	1	0	0	3	2
V27	21	0	0	83	62	69	3	180	12	20	0	30	37
V28	108	292	7	11	0	0	0	0	74	95	0	0	0
V29	4	0	0	0	11	29	12	19	5	18	0	6	11
V30	0	6	124	12	148	10	79	9	11	0	15	0	0
V31	4	0	0	5	88	10	86	0	7	0	20	0	0
V32	2	191	131	38	66	0	11	0	18	111	0	0	0
V33	35	1	0	10	14	26	5	15	0	0	2	18	0
V34	48	0	60	0	0	0	0	0	8	0	23	0	0
V35	218	0	12	11	18	19	31	16	0	0	0	0	0
V36	1	0	132	38	5	125	1	45	21	3	0	0	64
V37	6	23	16	0	6	0	12	0	12	3	0	1	0
V38	23	0	133	0	138	1	85	0	0	0	0	0	12
V39	42	49	26	19	6	191	32	18	11	25	0	0	0
V40	46	3	165	153	14	10	14	16	12	4	38	0	3
V41	0	110	0	11	55	9	10	27	29	42	0	0	0
V42	83	9	30	71	42	4	38	2	0	0	6	0	0
V43	0	25	0	51	14	10	0	1	6	0	2	6	11
V44	2	0	135	37	38	55	7	71	0	7	0	0	46
V45	5	19	40	38	16	2	3	0	24	18	2	0	0
V46	0	4	1	18	0	0	3	0	0	15	9	0	0
V47	44	0	9	21	38	36	68	27	0	0	0	0	0
V48	85	57	39	46	3	11	8	0	12	51	9	0	0
V49	5	138	1	2	83	0	52	48	73	42	0	33	0
V50	53	43	1	149	0	41	0	0	22	12	0	51	1
V51	107	106	65	73	13	0	23	1	17	26	14	0	0
V52	36	36	156	165	1	0	0	1	26	0	137	0	0
V53	35	393	35	13	3	15	0	0	13	0	15	22	0
V54	0	151	20	11	5	29	22	2	15	5	18	31	3
V55	8	4	88	23	6	0	1	3	10	2	17	0	7
V56	4	30	16	29	0	0	4	0	13	0	0	2	0
V57	130	3	0	43	48	131	59	0	8	3	34	22	0
V58	3	83	60	62	10	0	5	0	27	36	0	0	0
V59	2	0	51	111	113	12	36	2	0	0	58	0	0
V60	377	0	6	11	0	30	0	14	0	0	0	79	0
V61	23	0	105	0	0	4	1	0	0	0	19	0	6
V62	53	0	83	0	27	55	40	55	5	0	0	0	20
V63	45	0	10	16	18	118	4	80	0	12	0	11	30
V64	13	0	10	23	2	0	4	12	0	0	13	0	0
V65	171	0	43	54	24	17	9	9	4	1	9	0	0
V66	7	41	42	6	115	13	74	0	19	0	0	25	0
V67	0	3	12	33	2	38	0	0	0	0	0	9	12
V68	23	155	74	174	41	0	50	0	28	47	44	0	0
V69	39	44	8	50	0	9	0	2	0	28	12	0	0
V70	94	13	134	16	0	3	0	0	0	16	0	0	38
V71	3	0	6	0	5	2	28	0	0	0	0	0	0
V72	7	17	6	66	14	11	12	4	3	7	2	0	0
V73	64	93	21	34	66	111	25	14	75	0	0	0	0
V74	16	0	11	17	65	7	51	0	22	0	0	0	0
V75	0	0	61	35	43	18	96	35	14	0	5	0	0
V76	162	416	60	0	1	0	1	3	96	48	5	0	8
V77	5	0	1	1	0	24	0	68	2	3	0	0	1
V78	15	0	0	4	6	12	19	1	0	0	0	0	0
V79	4	19	7	31	26	0	0	0	7	0	0	1	0
V80	45	0	36	17	76	19	50	14	18	0	28	22	0
V81	135	65	20	271	10	0	1	0	1	0	59	5	5
V82	94	4	2	104	101	122	114	6	0	0	0	37	0
V83	30	0	7	16	15	1	20	0	2	0	0	0	3
V84	105	9	4	68	7	32	0	43	18	0	10	0	0
V85	9	0	7	188	38	0	0	0	6	0	0	0	0
V86	20	182	0	25	0	0	1	2	61	0	0	0	0
V87	9	23	12	23	11	102	23	79	0	0	9	0	0
V88	113	0	0	11	4	45	0	0	5	0	0	15	7
V89	52	8	6	3	0	99	1	23	0	10	1	0	0
V90	130	78	4	9	5	0	12	0	14	34	0	38	12
V91	21	11	1	59	0	24	5	0	0	0	38	24	0
V92	0	0	15	0	232	16	190	0	0	0	0	0	0
V93	0	10	167	2	38	9	9	0	15	0	49	0	16
V94	0	11	3	26	79	6	50	39	3	16	0	0	0
V95	2	89	33	132	9	0	7	10	34	100	50	0	0
V96	29	108	17	0	1	45	0	0	3	18	8	0	0
