NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	164.809	52.153	48.221	41.838	0.299	0.881	20000.0
2	162.5	51.125	48.102	41.936	0.29	0.882	20000.0
3	178.353	56.23	60.748	49.989	0.31	0.851	30000.0
4	158.694	50.624	47.552	41.679	0.298	0.88	20000.0
5	168.726	50.716	44.658	38.625	0.3	0.89	20000.0
6	178.368	56.155	61.107	50.036	0.31	0.853	20000.0
7	172.784	54.392	56.813	47.803	0.292	0.862	30000.0
8	163.747	50.48	48.734	41.918	0.287	0.877	20000.0
9	170.389	53.282	56.02	46.556	0.288	0.866	20000.0
10	164.659	50.154	49.368	41.663	0.28	0.881	30000.0
