Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0.00E+00	2.28E+00	1.81E+00	1.14E+00	2.68E+00
V2	2.11E+00	3.37E+00	0.00E+00	2.90E+00	1.07E+00
V3	1.71E+00	2.62E+00	1.93E+00	9.12E-01	1.48E+00
V4	1.62E+00	1.87E+00	1.00E+00	1.17E+00	1.78E+00
V5	1.90E+00	1.54E+00	5.01E+00	6.17E+00	2.71E+00
V6	9.67E-01	9.60E-01	1.89E+00	1.57E+00	2.77E-01
V7	2.82E+00	9.36E-01	3.98E+00	1.83E+00	4.01E+00
V8	0.00E+00	2.51E+00	6.61E+00	6.91E+00	1.19E+00
V9	2.02E+00	3.35E+00	3.84E+00	2.11E+00	1.12E+00
V10	9.92E-01	9.43E-01	2.67E-01	1.40E+00	5.26E-01
V11	5.47E-01	1.35E+00	5.09E+00	5.63E+00	3.65E-01
V12	1.85E+00	8.97E-01	2.67E-01	5.54E-01	1.35E+00
V13	1.53E+00	2.84E+00	2.48E+00	1.69E+00	3.38E+00
V14	1.93E+00	3.07E+00	2.44E+00	3.41E+00	7.90E-01
V15	1.11E+00	3.06E+00	3.04E+00	4.34E+00	2.14E+00
V16	0.00E+00	1.72E+00	3.01E+00	3.68E+00	7.37E-01
V17	0.00E+00	1.12E+00	2.35E+00	1.72E+00	1.94E+00
V18	8.36E-01	3.00E+00	2.85E+00	1.98E+00	1.03E+00
V19	2.74E+00	1.40E+00	2.45E+00	1.51E+00	2.26E+00
V20	7.45E-01	2.18E+00	3.95E+00	3.86E+00	1.61E+00
V21	1.55E+00	0.00E+00	2.56E+00	1.87E+00	1.31E+00
V22	4.33E-01	1.22E+00	1.42E+00	1.25E+00	2.88E+00
V23	9.10E+00	2.76E+00	1.22E+01	1.24E+01	7.18E-01
V24	1.96E+00	1.01E+00	3.86E+00	4.53E+00	0.00E+00
V25	4.28E+00	1.52E+00	2.79E+00	4.37E+00	2.74E+00
V26	9.21E-01	3.21E+00	4.69E+00	5.91E+00	2.05E+00
V27	1.29E+00	2.43E+00	2.03E+01	2.06E+01	0.00E+00
V28	2.13E+00	4.77E-01	8.43E-01	1.40E+00	1.48E+00
V29	1.70E+00	1.36E+00	2.48E+01	2.48E+01	3.73E-01
V30	2.12E+00	3.06E+00	6.33E-01	1.33E-01	1.62E+00
V31	1.48E+00	1.27E+00	2.65E+00	1.91E+00	1.92E+00
V32	9.62E+00	1.61E+00	1.25E+01	1.44E+01	1.53E+00
V33	2.36E+00	2.10E+00	6.47E+00	5.33E+00	1.96E+00
V34	2.06E+00	1.22E+00	1.00E+00	1.05E+00	9.43E-01
V35	2.31E+00	3.42E+00	1.90E+00	5.07E+00	5.12E-01
V36	9.66E-01	0.00E+00	2.94E+00	2.64E+00	1.59E+00
V37	8.27E-01	1.47E+00	3.40E-01	1.79E+00	4.52E-01
V38	3.85E+00	7.46E-01	3.65E+00	7.95E-01	2.00E+00
V39	4.68E+00	2.69E+00	5.36E+00	6.11E+00	0.00E+00
V40	1.26E+00	1.62E+00	5.00E-01	1.02E+00	7.27E-01
V41	1.76E+00	1.34E+00	6.03E+00	4.55E+00	3.06E+00
V42	8.20E-01	0.00E+00	3.18E+00	2.94E+00	2.66E+00
V43	1.02E+00	2.68E+00	2.52E+00	2.25E+00	3.34E+00
V44	9.19E+00	4.46E+00	1.15E+01	1.54E+01	2.49E-01
V45	5.40E+00	5.85E+00	5.91E+00	3.35E+00	8.47E-01
V46	6.29E-01	3.28E+00	2.73E+00	1.72E+00	2.64E+00
V47	1.11E+00	1.27E+00	1.98E+00	1.75E+00	1.19E+00
V48	3.17E+00	5.25E+00	2.79E+00	1.62E+00	3.01E+00
V49	0.00E+00	1.33E+00	1.15E+00	8.67E-01	1.23E+00
V50	1.13E+01	1.44E+00	1.97E+01	2.03E+01	9.64E-01
V51	4.25E+00	1.79E+00	1.95E+00	5.25E+00	8.41E-01
V52	4.48E-01	2.64E+00	1.93E+01	2.33E+01	5.81E+00
V53	1.20E+00	4.39E+00	3.75E+00	6.32E+00	6.20E+00
V54	1.05E+00	1.58E+00	7.85E+00	8.10E+00	3.94E+00
V55	2.96E+00	9.91E-01	3.21E+00	2.15E+00	0.00E+00
V56	1.99E+00	1.60E+00	4.80E+00	5.46E+00	6.33E-01
V57	8.82E-01	1.51E+00	1.13E+00	1.04E+00	2.19E+00
V58	1.04E+01	3.78E+00	2.06E+01	2.19E+01	1.34E+00
V59	2.08E+00	0.00E+00	2.07E+00	3.94E-01	1.68E+00
V60	2.08E+00	1.42E+00	3.64E+00	4.06E+00	1.63E-01
V61	1.05E+00	5.39E-01	1.13E+00	1.07E+00	5.47E-01
V62	2.81E+00	3.28E+00	4.01E+00	1.29E+00	1.15E+00
V63	1.37E+00	8.92E-01	5.76E+00	5.07E+00	7.75E-01
V64	5.30E+00	1.05E+00	8.37E+00	8.74E+00	5.96E-01
V65	5.42E-01	5.12E-01	1.13E+00	8.46E-01	9.67E-01
V66	1.74E+00	2.66E+00	2.76E+00	2.54E+00	5.78E-01
V67	1.30E+00	4.01E-01	2.65E+00	2.47E+00	0.00E+00
V68	5.10E+00	6.09E+00	1.22E+00	2.79E+00	6.29E-01
V69	0.00E+00	2.36E+00	1.02E+00	1.97E+00	1.76E+00
V70	4.56E+00	3.80E+00	1.25E+01	1.07E+01	5.78E-01
V71	3.35E+00	3.82E+00	2.22E+01	2.20E+01	1.48E+00
V72	3.77E+00	8.79E-01	6.39E+00	3.87E+00	0.00E+00
V73	0.00E+00	1.61E+00	1.61E+00	0.00E+00	0.00E+00
V74	2.05E+00	6.51E-01	1.66E+00	3.39E+00	2.14E+00
V75	1.76E+00	1.13E+00	0.00E+00	1.14E+00	1.56E+00
V76	0.00E+00	1.98E+00	3.54E+00	2.91E+00	8.33E-01
V77	2.82E+00	5.25E+00	3.16E+01	3.05E+01	1.83E+00
V78	8.94E-01	1.63E+00	3.34E+00	2.28E+00	0.00E+00
V79	9.60E-01	7.19E-01	2.09E+00	2.49E-01	1.14E+00
V80	5.04E-01	2.41E+00	1.89E+00	1.53E+00	1.39E+00
V81	3.58E+00	1.15E+00	1.71E+01	1.57E+01	0.00E+00
V82	1.49E+00	1.43E+00	1.08E+00	2.60E-01	5.93E-01
V83	2.45E+00	3.14E+00	1.85E+00	3.23E+00	1.41E+00
V84	2.83E+00	1.11E+00	1.00E-01	1.97E+00	2.50E+00
V85	4.65E+00	5.46E+00	2.74E+00	3.84E+00	1.39E+00
V86	5.11E+00	1.68E+00	1.15E+00	1.53E-01	4.16E+00
V87	1.33E+00	9.46E-01	1.40E+00	7.15E-01	9.31E-01
V88	2.30E+00	8.92E-01	1.27E+00	2.61E+00	5.62E-01
V89	3.78E+00	3.41E+00	0.00E+00	2.50E+00	9.78E-01
V90	3.71E+00	5.41E+00	8.05E+00	7.98E+00	2.08E+00
V91	3.10E+00	1.23E+00	1.96E+00	2.19E+00	1.35E+00
V92	4.42E+00	2.66E+00	2.30E+00	2.79E+00	1.17E+00
V93	3.09E+00	1.00E-01	1.67E+00	3.55E+00	0.00E+00
V94	6.33E+00	4.20E+00	1.01E+01	1.16E+01	2.07E+00
V95	4.09E+00	2.79E+00	2.26E+00	2.58E+00	2.95E+00
V96	6.36E-01	2.51E+00	2.45E+00	3.40E-01	2.15E+00
V97	5.04E+00	1.99E+00	1.70E+01	1.76E+01	7.18E-01
V98	5.30E+00	3.59E+00	2.04E+00	9.24E-01	1.83E+00
V99	2.87E+00	3.40E-01	2.94E+00	0.00E+00	9.43E-01
V100	1.41E+00	1.41E+00	6.87E-01	0.00E+00	0.00E+00
