Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	111	51	12	68
V2	40	86	0	65	9
V3	28	121	30	4	17
V4	35	58	12	5	45
V5	30	22	2	103	48
V6	8	10	60	61	1
V7	108	4	128	33	67
V8	2	144	10	8	19
V9	55	171	225	49	4
V10	5	4	0	60	4
V11	5	11	35	35	3
V12	90	5	0	1	15
V13	30	158	79	9	120
V14	99	74	39	186	7
V15	59	110	36	198	28
V16	0	11	28	96	4
V17	0	8	93	174	108
V18	9	62	88	33	5
V19	84	16	50	11	57
V20	3	84	104	17	26
V21	20	0	309	3	31
V22	2	17	13	14	131
V23	281	91	96	27	5
V24	39	4	21	127	0
V25	287	39	28	45	87
V26	3	80	29	100	83
V27	11	144	396	34	0
V28	55	1	1	74	41
V29	20	50	276	48	3
V30	115	200	5	0	16
V31	18	24	70	34	75
V32	194	32	33	24	62
V33	90	75	52	46	91
V34	105	7	2	32	7
V35	48	138	18	166	7
V36	23	0	16	6	45
V37	12	47	0	49	2
V38	187	5	149	3	23
V39	127	38	60	66	0
V40	11	453	0	9	8
V41	31	9	132	7	249
V42	5	0	3	32	322
V43	8	208	43	114	74
V44	166	140	40	68	1
V45	171	338	111	15	6
V46	4	270	66	14	88
V47	17	43	60	22	22
V48	117	210	68	10	103
V49	0	14	10	76	15
V50	94	55	40	51	14
V51	197	14	5	158	4
V52	8	75	47	113	299
V53	39	101	142	211	219
V54	10	17	15	8	115
V55	73	18	2	6	0
V56	26	17	227	58	7
V57	12	64	5	10	32
V58	386	116	225	138	11
V59	54	0	20	0	29
V60	45	87	56	94	1
V61	74	1	13	42	4
V62	100	68	75	0	30
V63	17	15	59	18	18
V64	307	5	60	47	6
V65	2	5	5	0	18
V66	38	40	20	60	1
V67	20	1	44	1	0
V68	467	373	2	22	11
V69	0	16	0	437	15
V70	151	156	138	32	3
V71	54	244	132	29	23
V72	151	9	159	5	0
V73	0	18	148	0	0
V74	28	0	20	244	44
V75	16	22	0	11	29
V76	0	65	75	91	3
V77	28	211	319	38	66
V78	3	21	127	74	0
V79	8	1	85	0	8
V80	5	204	86	10	23
V81	43	68	24	197	0
V82	185	8	6	0	4
V83	43	80	45	93	10
V84	80	16	0	35	103
V85	298	215	56	131	16
V86	109	25	2	0	258
V87	37	2	23	5	14
V88	49	4	25	46	3
V89	82	302	0	43	7
V90	78	283	74	18	69
V91	55	12	80	49	12
V92	160	42	26	13	11
V93	90	1	13	121	0
V94	189	116	58	134	45
V95	146	45	44	196	111
V96	7	63	80	0	69
V97	99	22	123	36	9
V98	361	161	51	5	17
V99	45	1	125	0	6
V100	50	14	5	0	0
