MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.61E-04	9.88E-04	1.18E-02	3.77E-04	1.02E-02	9.81E-08	5.32E-03	1.92E-02	1.58E-02	2.01E-02	1.22E-02	3.76E-02
1:Del:C:1	2.69E-03	4.39E-04	9.05E-03	1.85E-04	1.77E-02	1.41E-03	2.44E-02	1.49E-02	5.47E-03	3.83E-03	2.79E-03	1.94E-02
1:Del:C:2	4.35E-09	3.28E-04	1.06E-03	8.80E-06	1.47E-03	5.42E-05	5.78E-04	2.12E-03	6.94E-04	4.48E-03	2.01E-03	1.04E-03
1:Del:C:3	7.62E-04	7.52E-04	1.30E-03	3.37E-04	2.53E-03	3.76E-04	1.77E-03	3.72E-03	1.50E-03	3.92E-03	2.14E-03	1.37E-03
1:Del:C:4	2.18E-04	4.35E-04	1.94E-03	1.13E-04	7.62E-04	0.00E+00	5.49E-04	4.54E-03	1.01E-02	4.71E-03	2.85E-03	2.78E-03
1:Del:C:5	3.53E-04	1.54E-03	3.22E-04	9.82E-05	6.57E-04	6.34E-09	4.20E-04	0.00E+00	9.74E-09	5.86E-03	3.65E-03	2.06E-03
1:Del:T:0	8.90E-04	8.42E-04	6.94E-03	1.16E-03	5.42E-03	2.56E-04	5.89E-03	1.39E-02	2.24E-02	1.28E-02	6.17E-03	1.85E-02
1:Del:T:1	1.09E-08	4.53E-04	7.69E-03	4.43E-05	6.47E-03	1.36E-04	6.47E-03	8.45E-03	4.93E-03	1.69E-04	2.18E-04	6.44E-03
1:Del:T:2	5.15E-03	1.25E-03	6.88E-03	7.23E-04	2.13E-03	1.30E-03	1.13E-03	1.06E-02	1.14E-02	4.18E-03	2.17E-02	8.46E-03
1:Del:T:3	1.85E-08	1.29E-03	4.72E-03	3.28E-04	7.49E-03	0.00E+00	4.62E-03	1.64E-02	7.44E-03	1.39E-02	1.34E-02	3.56E-02
1:Del:T:4	7.42E-04	2.63E-03	1.06E-02	0.00E+00	1.39E-03	4.57E-04	5.32E-03	2.07E-02	1.93E-02	1.87E-02	8.81E-03	1.07E-02
