Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	210	10	8	0	2	14	0	0	0	0	0
V2	529	17	0	19	15	264	75	23	23	0	0	0
V3	25	61	39	48	18	0	0	29	12	0	0	2
V4	16	1	0	2	0	0	0	0	0	0	0	1
V5	51	9	0	34	0	0	0	14	1	0	16	7
V6	76	0	0	0	9	110	0	40	4	9	51	0
V7	84	4	209	0	13	3	0	10	20	0	51	0
V8	6	114	28	22	24	131	8	0	0	62	13	36
V9	245	0	0	43	117	0	0	26	38	0	14	13
V10	22	16	0	86	114	36	2	43	0	0	12	0
V11	100	8	20	0	0	0	9	0	0	0	27	0
V12	0	34	0	11	0	14	6	0	3	0	0	0
V13	63	15	110	10	0	0	18	0	0	11	42	7
V14	3	44	4	85	2	13	0	1	0	0	16	0
V15	52	11	6	0	0	44	8	0	1	0	0	10
V16	14	8	0	10	252	0	0	0	7	25	0	5
V17	0	52	27	53	3	0	7	0	0	30	0	0
V18	0	2	17	153	0	15	0	0	0	0	0	15
V19	1	0	1	1	0	3	1	0	0	0	0	0
V20	25	113	49	1	8	2	0	0	0	0	0	3
V21	40	101	0	100	36	0	12	5	6	11	0	0
V22	0	15	12	0	20	0	3	5	5	24	6	0
V23	180	25	191	0	6	2	0	0	25	0	13	15
V24	9	11	0	69	72	0	23	5	0	0	0	0
V25	107	14	23	3	3	3	0	1	4	0	0	0
V26	21	0	200	16	34	0	0	0	0	0	30	19
V27	220	0	0	27	6	0	0	25	33	0	4	0
V28	15	10	2	9	14	25	0	6	9	0	0	5
V29	0	24	0	17	66	1	8	8	2	21	0	10
V30	14	2	1	64	24	6	1	0	0	0	11	0
V31	4	106	0	0	78	0	0	0	2	0	0	11
V32	306	8	0	0	0	0	0	37	5	0	0	0
V33	21	8	4	18	16	0	3	24	0	0	0	0
V34	8	35	0	64	0	26	0	0	0	0	0	9
V35	0	1	0	0	21	30	0	13	0	0	1	0
V36	11	79	8	115	6	0	0	0	0	0	0	0
V37	71	23	44	0	12	0	8	0	11	85	0	0
V38	198	4	0	0	13	7	7	30	0	0	19	0
V39	19	79	67	8	10	9	0	21	0	0	0	0
V40	2	55	0	0	34	0	0	0	1	0	0	0
V41	47	0	86	0	106	2	0	0	16	2	0	0
V42	167	34	0	0	40	34	0	0	21	0	3	0
V43	30	23	9	0	1	25	4	0	0	4	0	1
V44	19	1	26	119	1	0	0	38	0	0	0	0
V45	37	39	0	38	9	0	0	1	12	0	6	0
V46	101	5	96	0	7	9	0	0	23	0	34	0
V47	235	34	0	4	10	0	0	16	16	0	37	0
V48	376	1	12	0	111	4	0	0	68	0	0	0
V49	90	176	0	42	2	149	63	29	4	27	0	0
V50	75	55	38	0	22	0	0	11	12	0	8	0
V51	25	22	7	32	15	5	8	42	0	8	11	1
V52	0	1	63	8	17	38	0	0	0	33	12	24
V53	54	22	131	2	0	3	0	0	7	0	0	6
V54	225	158	9	3	2	0	24	0	45	26	24	1
V55	15	42	22	11	1	16	0	12	0	0	3	0
V56	27	1	0	15	14	63	35	0	0	0	0	6
V57	3	19	11	0	69	37	0	27	6	0	0	14
V58	140	286	65	0	3	3	0	0	12	0	40	0
V59	48	149	40	0	92	2	0	0	23	0	0	2
V60	27	5	0	11	10	29	0	10	3	0	0	0
V61	1	73	8	302	0	0	0	10	4	20	0	52
V62	0	11	7	10	19	37	0	9	0	0	6	0
V63	11	26	75	145	64	95	49	57	0	0	0	8
V64	82	5	142	0	16	13	0	7	37	0	7	0
V65	84	1	5	0	19	17	0	18	3	0	0	2
V66	32	8	1	2	18	16	0	9	0	0	0	0
V67	0	48	11	143	23	62	61	56	0	0	0	12
V68	46	44	8	0	0	0	18	0	3	0	0	0
V69	61	13	0	0	56	7	0	13	18	0	7	0
V70	65	93	57	4	37	0	0	4	10	0	2	8
V71	16	0	85	9	37	33	49	4	3	8	0	0
V72	0	2	11	4	1	6	15	4	0	0	0	0
V73	197	1	0	8	159	0	0	0	0	0	6	0
V74	11	0	7	5	5	12	19	12	6	0	1	0
V75	105	0	11	22	4	0	79	2	0	0	0	0
V76	41	74	29	0	46	12	15	0	5	74	0	0
V77	55	14	5	0	121	1	0	0	11	0	0	9
V78	51	0	21	0	6	0	36	19	4	3	4	9
V79	83	4	0	0	2	2	18	16	2	0	3	0
V80	53	18	73	160	0	18	7	17	0	1	0	4
V81	18	99	0	5	21	66	0	31	0	0	0	15
V82	297	75	27	1	5	0	57	0	35	0	0	0
V83	7	10	0	0	25	0	0	0	0	0	0	1
V84	0	37	81	0	12	53	13	10	0	0	0	0
V85	2	2	15	6	0	18	0	13	0	0	0	5
V86	59	8	3	0	10	19	119	8	4	0	32	0
V87	13	0	0	68	11	69	37	10	6	0	0	27
V88	0	282	226	0	19	0	1	0	9	0	0	34
V89	9	101	41	0	4	0	0	0	4	45	0	0
V90	0	4	2	64	41	141	96	0	0	0	0	0
V91	150	58	64	54	47	0	0	0	0	1	0	32
V92	60	57	78	37	3	124	0	0	3	0	21	0
V93	4	51	83	173	10	202	38	30	0	32	0	52
V94	22	94	0	22	11	3	0	2	0	26	0	0
V95	3	0	155	6	6	50	126	1	0	3	31	0
V96	5	0	6	326	102	0	0	4	0	15	4	64
V97	16	64	138	0	0	22	0	0	7	42	0	0
V98	14	29	25	51	2	1	0	0	3	5	0	16
V99	22	17	132	55	1	0	39	0	6	0	0	9
V100	52	0	0	1	0	44	0	8	16	0	6	0
