Samples	ID83A	ID83B
V1	481	19
V2	0	248
V3	334	19
V4	762	0
V5	0	471
V6	48	128
V7	495	102
V8	460	174
V9	33	344
V10	0	17
V11	205	266
V12	119	185
V13	240	174
V14	180	0
V15	128	63
V16	121	93
V17	165	432
V18	0	206
V19	314	34
V20	172	276
V21	0	155
V22	179	116
V23	0	145
V24	158	158
V25	312	57
V26	134	173
V27	231	235
V28	18	276
V29	301	130
V30	713	0
V31	552	51
V32	0	170
V33	67	227
V34	125	401
V35	108	379
V36	30	24
V37	87	161
V38	160	207
V39	60	4
V40	198	102
V41	211	169
V42	409	449
V43	0	479
V44	127	174
V45	103	45
V46	0	521
V47	375	214
V48	342	152
V49	283	0
V50	84	26
V51	336	55
V52	432	97
V53	161	60
V54	0	119
V55	8	235
V56	0	63
V57	681	0
V58	289	38
V59	87	60
V60	259	76
V61	160	94
V62	403	233
V63	835	185
V64	0	173
V65	0	382
V66	99	141
V67	93	191
V68	328	191
V69	121	0
V70	75	84
V71	0	246
V72	628	0
V73	201	96
V74	133	188
V75	501	99
V76	112	35
V77	35	10
V78	224	18
V79	312	3
V80	1045	25
V81	188	8
V82	0	130
V83	94	1
V84	0	146
V85	0	74
V86	110	5
V87	87	4
V88	48	297
V89	124	14
V90	0	643
V91	40	154
V92	0	332
V93	0	392
V94	198	71
V95	349	116
V96	55	39
V97	285	107
V98	75	146
V99	53	212
V100	65	75
