Samples	ID83A	ID83B
V1	2.22E+01	2.22E+01
V2	6.09E+00	6.09E+00
V3	2.03E+01	2.03E+01
V4	4.88E+01	4.88E+01
V5	8.56E+00	8.56E+00
V6	8.27E+00	8.27E+00
V7	3.58E+01	3.58E+01
V8	4.20E+01	4.20E+01
V9	1.75E+01	1.75E+01
V10	7.16E-01	7.16E-01
V11	2.66E+01	2.66E+01
V12	1.37E+01	1.37E+01
V13	1.99E+01	1.99E+01
V14	1.31E+01	1.31E+01
V15	7.07E+00	7.07E+00
V16	1.33E+01	1.33E+01
V17	1.04E+01	1.04E+01
V18	4.58E+00	4.58E+00
V19	2.11E+01	2.11E+01
V20	3.11E+01	3.11E+01
V21	3.33E+00	3.33E+00
V22	1.12E+01	1.12E+01
V23	6.99E+00	6.99E+00
V24	2.13E+01	2.13E+01
V25	3.96E+01	3.96E+01
V26	1.26E+01	1.26E+01
V27	4.65E+01	4.65E+01
V28	6.44E+00	6.44E+00
V29	1.73E+01	1.73E+01
V30	6.18E+01	6.18E+01
V31	4.36E+01	4.36E+01
V32	1.31E+01	1.31E+01
V33	1.57E+01	1.58E+01
V34	1.04E+01	1.04E+01
V35	1.79E+01	1.79E+01
V36	2.59E+00	2.59E+00
V37	1.66E+01	1.66E+01
V38	3.80E+01	3.80E+01
V39	7.16E+00	7.16E+00
V40	2.21E+01	2.21E+01
V41	2.25E+01	2.25E+01
V42	5.01E+01	5.01E+01
V43	1.22E+01	1.22E+01
V44	1.99E+01	1.99E+01
V45	9.87E+00	9.92E+00
V46	2.27E+00	2.27E+00
V47	6.31E+01	6.31E+01
V48	4.80E+01	4.79E+01
V49	2.17E+01	2.17E+01
V50	7.47E+00	7.47E+00
V51	1.51E+01	1.51E+01
V52	2.40E+01	2.40E+01
V53	1.31E+01	1.31E+01
V54	5.96E+00	5.96E+00
V55	8.88E+00	8.88E+00
V56	1.97E+00	1.97E+00
V57	5.43E+01	5.43E+01
V58	1.58E+01	1.58E+01
V59	6.52E+00	6.52E+00
V60	9.02E+00	9.02E+00
V61	1.23E+01	1.23E+01
V62	6.40E+01	6.40E+01
V63	1.10E+02	1.10E+02
V64	6.57E+00	6.57E+00
V65	7.61E+00	7.61E+00
V66	1.67E+01	1.67E+01
V67	7.74E+00	7.74E+00
V68	2.93E+01	2.93E+01
V69	9.48E+00	9.48E+00
V70	1.38E+01	1.38E+01
V71	6.92E+00	6.92E+00
V72	4.80E+01	4.80E+01
V73	1.72E+01	1.72E+01
V74	1.67E+01	1.67E+01
V75	7.34E+01	7.34E+01
V76	1.51E+01	1.51E+01
V77	4.37E+00	4.37E+00
V78	2.70E+01	2.70E+01
V79	2.26E+01	2.26E+01
V80	1.50E+02	1.50E+02
V81	1.21E+01	1.21E+01
V82	4.88E+00	4.88E+00
V83	5.24E+00	5.20E+00
V84	1.20E+00	1.20E+00
V85	1.13E+00	1.13E+00
V86	1.33E+01	1.33E+01
V87	4.31E+00	4.31E+00
V88	8.08E+00	8.08E+00
V89	1.30E+01	1.30E+01
V90	9.49E+00	9.49E+00
V91	1.27E+01	1.27E+01
V92	1.86E+00	1.86E+00
V93	7.02E+00	7.02E+00
V94	1.31E+01	1.31E+01
V95	6.63E+01	6.63E+01
V96	2.51E+00	2.51E+00
V97	5.97E+01	5.97E+01
V98	7.96E+00	7.96E+00
V99	9.61E+00	9.61E+00
V100	1.03E+01	1.03E+01
