NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.086	18.294	12.622	10.769	0.105	0.992	60000.0
2	47.608	17.431	11.097	9.761	0.103	0.993	50000.0
3	50.141	18.573	12.085	10.948	0.111	0.99	70000.0
4	49.755	18.418	11.43	10.083	0.11	0.993	30000.0
5	49.185	17.845	11.548	10.103	0.108	0.992	30000.0
6	45.998	16.99	10.425	9.326	0.106	0.994	30000.0
7	51.755	19.228	12.624	11.392	0.113	0.99	30000.0
8	47.115	17.418	10.875	9.779	0.105	0.993	40000.0
9	51.815	18.897	12.723	10.968	0.109	0.991	30000.0
10	49.364	18.147	11.511	10.154	0.107	0.993	50000.0
