NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.173	25.452	12.98	14.331	0.167	0.981	20000.0
2	57.212	25.179	13.069	14.052	0.161	0.985	30000.0
3	57.348	25.007	13.239	13.909	0.154	0.986	40000.0
4	56.162	25.062	12.724	14.031	0.155	0.985	30000.0
5	55.95	25.035	12.747	13.875	0.159	0.986	20000.0
6	53.841	23.796	12.302	13.205	0.153	0.987	50000.0
7	53.563	24.212	12.249	13.484	0.148	0.986	50000.0
8	56.929	24.505	13.108	13.436	0.15	0.988	50000.0
9	54.731	23.978	12.427	13.369	0.149	0.988	20000.0
10	56.825	25.533	13.003	14.13	0.16	0.986	20000.0
