NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.58	21.425	12.704	13.719	0.123	0.987	30000.0
2	56.243	22.171	13.15	13.612	0.124	0.987	60000.0
3	58.235	22.814	14.069	14.949	0.124	0.983	70000.0
4	56.885	22.093	13.665	14.043	0.123	0.987	60000.0
5	55.963	21.946	13.38	13.838	0.126	0.987	70000.0
6	60.415	23.513	14.735	15.175	0.131	0.985	40000.0
7	53.727	21.366	12.673	13.33	0.123	0.988	40000.0
8	55.033	21.788	13.218	13.925	0.125	0.986	40000.0
9	56.205	22.022	13.037	13.487	0.123	0.988	30000.0
10	67.427	26.055	17.065	16.88	0.134	0.982	40000.0
